Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Letters & science,Art - studio,182,135,29,3.22 - 3.72,3.19 - 3.66,74%,21%,
Arts & Humanities,College Of Letters & science,Art history,89,61,16,3.21 - 3.83,3.11 - 3.90,69%,26%,
Arts & Humanities,College Of Letters & science,"Comparative studies - language, society, & culture",19,11,3,3.18 - 3.81,masked,58%,27%,
Arts & Humanities,College Of Letters & science,Dance,25,11,4,3.22 - 3.74,masked,44%,36%,
Arts & Humanities,College Of Letters & science,English,448,315,64,3.24 - 3.80,3.04 - 3.51,70%,20%,
Arts & Humanities,College Of Letters & science,Film studies,343,212,63,3.30 - 3.75,3.19 - 3.63,62%,30%,
Arts & Humanities,College Of Letters & science,History,378,273,50,3.25 - 3.77,3.00 - 3.65,72%,18%,
Arts & Humanities,College Of Letters & science,History of public policy,12,6,3,3.29 - 3.63,masked,50%,50%,
Arts & Humanities,College Of Letters & science,Japanese,64,49,5,3.18 - 3.65,3.19 - 3.66,77%,10%,
Arts & Humanities,College Of Letters & science,Linguistics,160,104,11,3.24 - 3.81,2.99 - 3.35,65%,11%,
Arts & Humanities,College Of Letters & science,Music,59,39,6,3.38 - 3.89,3.39 - 3.61,66%,15%,
Arts & Humanities,College Of Letters & science,Philosophy,263,184,25,3.21 - 3.75,2.85 - 3.43,70%,14%,
Arts & Humanities,College Of Letters & science,Religious studies,24,15,3,3.34 - 3.70,masked,63%,20%,
Arts & Humanities,College Of Letters & science,Spanish,75,53,10,3.15 - 3.60,3.10 - 3.63,71%,19%,
Arts & Humanities,College Of Letters & science,Theater,146,97,15,3.25 - 3.77,3.24 - 3.62,66%,15%,
Business,College Of Letters & science,Actuarial science,136,105,36,3.53 - 3.92,3.47 - 3.71,77%,34%,
Computer Science,College Of Engineering,Computer science,"1,198",149,27,3.71 - 3.94,3.50 - 3.84,12%,18%,
Engineering,College Of Engineering,Chemical engineering,735,154,34,3.57 - 3.90,3.44 - 3.76,21%,22%,
Engineering,College Of Engineering,Computer engineering,177,53,14,3.64 - 3.92,3.43 - 3.79,30%,26%,
Engineering,College Of Engineering,Electrical engineering,331,126,19,3.59 - 3.88,3.54 - 3.77,38%,15%,
Life Sciences,College Of Letters & science,Biological sciences,"1,638",696,143,3.33 - 3.79,3.24 - 3.64,42%,21%,
Life Sciences,College Of Letters & science,Environmental studies,263,159,71,3.24 - 3.71,3.20 - 3.68,60%,45%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,"1,335",917,342,3.24 - 3.75,3.17 - 3.60,69%,37%,
Other/Interdisciplinary,College Of Letters & science,Global studies,236,155,51,3.23 - 3.73,3.04 - 3.52,66%,33%,
Physical Sciences/Math,College Of Letters & science,Chemistry,511,318,46,3.35 - 3.80,3.22 - 3.62,62%,14%,
Physical Sciences/Math,College Of Letters & science,Financial mathematics & statistics,147,110,25,3.53 - 3.91,3.36 - 3.77,75%,23%,
Physical Sciences/Math,College Of Letters & science,Geology,95,58,21,3.26 - 3.62,3.16 - 3.55,61%,36%,
Physical Sciences/Math,College Of Letters & science,Mathematical sciences,124,86,12,3.30 - 3.78,3.15 - 3.62,69%,14%,
Physical Sciences/Math,College Of Letters & science,Mathematics,465,343,63,3.36 - 3.82,3.23 - 3.61,74%,18%,
Physical Sciences/Math,College Of Letters & science,Physics,337,236,69,3.31 - 3.78,3.19 - 3.63,70%,29%,
Physical Sciences/Math,College Of Letters & science,Statistical science,230,176,34,3.44 - 3.89,3.32 - 3.63,77%,19%,
Social Sciences,College Of Letters & science,Anthropology,419,276,47,3.24 - 3.71,3.01 - 3.41,66%,17%,
Social Sciences,College Of Letters & science,Asian american studies,27,13,3,3.06 - 3.55,masked,48%,23%,
Social Sciences,College Of Letters & science,Asian studies,143,89,12,3.24 - 3.78,2.94 - 3.42,62%,13%,
Social Sciences,College Of Letters & science,Biopsychology,197,137,47,3.21 - 3.73,3.11 - 3.59,70%,34%,
Social Sciences,College Of Letters & science,Black studies,24,14,3,3.11 - 3.52,masked,58%,21%,
Social Sciences,College Of Letters & science,Chicano studies,52,27,6,3.05 - 3.44,2.87 - 3.25,52%,22%,
Social Sciences,College Of Letters & science,Economics,"1,924","1,090",275,3.35 - 3.83,3.22 - 3.66,57%,25%,
Social Sciences,College Of Letters & science,Economics and accounting,"1,411",893,266,3.42 - 3.86,3.29 - 3.76,63%,30%,
Social Sciences,College Of Letters & science,Feminist studies,70,39,7,3.12 - 3.68,2.97 - 3.36,56%,18%,
Social Sciences,College Of Letters & science,Geography,69,49,20,3.13 - 3.66,3.09 - 3.62,71%,41%,
Social Sciences,College Of Letters & science,Political science,894,615,119,3.24 - 3.80,3.09 - 3.54,69%,19%,
Social Sciences,College Of Letters & science,Psychological and brain science,"1,105",658,143,3.29 - 3.79,3.17 - 3.65,60%,22%,
Social Sciences,College Of Letters & science,Sociology,"1,083",753,200,3.21 - 3.78,3.00 - 3.57,70%,27%,
