Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Information & Computer Sci,Computer game science,158,24,17,3.67 - 3.91,3.62 - 3.87,15%,71%,
Arts & Humanities,School Of Humanities,Art history,66,49,9,3.16 - 3.72,2.93 - 3.30,74%,18%,
Arts & Humanities,School Of Humanities,Classics,13,10,4,3.46 - 3.70,masked,77%,40%,
Arts & Humanities,School Of Humanities,Comparative literature,60,48,7,3.22 - 3.71,3.01 - 3.73,80%,15%,
Arts & Humanities,School Of Humanities,English,511,378,79,3.25 - 3.76,3.14 - 3.51,74%,21%,
Arts & Humanities,School Of Humanities,Film and media studies,365,242,50,3.27 - 3.78,3.15 - 3.59,66%,21%,
Arts & Humanities,School Of Humanities,French,19,11,3,2.98 - 3.86,masked,58%,27%,
Arts & Humanities,School Of Humanities,History,251,199,32,3.24 - 3.75,3.03 - 3.42,79%,16%,
Arts & Humanities,School Of Humanities,Japanese language & literature,64,44,5,3.26 - 3.73,3.16 - 3.64,69%,11%,
Arts & Humanities,School Of Humanities,Philosophy,211,165,22,3.24 - 3.77,2.89 - 3.32,78%,13%,
Arts & Humanities,School Of Humanities,Religious studies,13,7,3,2.91 - 3.31,masked,54%,43%,
Arts & Humanities,School Of Humanities,Spanish,69,45,6,3.23 - 3.73,3.20 - 3.43,65%,13%,
Arts & Humanities,School Of The arts,Art,232,156,46,3.27 - 3.77,3.26 - 3.63,67%,29%,
Arts & Humanities,School Of The arts,Dance,34,4,3,masked,masked,12%,75%,
Arts & Humanities,School Of The arts,Drama,198,139,42,3.32 - 3.81,3.24 - 3.77,70%,30%,
Arts & Humanities,School Of The arts,Music,55,17,4,3.13 - 3.86,masked,31%,24%,
Business,Information & Computer Sci,Business information management,100,8,6,3.67 - 3.81,3.60 - 3.79,8%,75%,
Business,School Of Administration,Business administration,"1,974",453,127,3.80 - 3.95,3.77 - 3.89,23%,28%,
Business,School Of Social sciences,Business economics,733,471,120,3.54 - 3.87,3.45 - 3.74,64%,25%,
Computer Science,Information & Computer Sci,Computer science,"1,634",564,287,3.61 - 3.90,3.54 - 3.80,35%,51%,
Computer Science,Information & Computer Sci,Informatics,56,16,14,3.53 - 3.76,3.53 - 3.75,29%,88%,
Education,School Of Biological sciences,Biology/education,66,17,5,3.29 - 3.73,3.29 - 3.56,26%,29%,
Education,School Of Education,Education sciences,188,108,40,3.29 - 3.73,3.27 - 3.64,57%,37%,
Engineering,Information & Computer Sci,Computer science & engineering,148,66,22,3.51 - 3.91,3.39 - 3.65,45%,33%,
Engineering,Information & Computer Sci,Software engineering,109,20,10,3.56 - 3.91,3.47 - 3.83,18%,50%,
Engineering,School Of Engineering,Aerospace engineering,175,76,30,3.48 - 3.81,3.33 - 3.62,43%,39%,
Engineering,School Of Engineering,Biomedical engineering,189,88,28,3.48 - 3.79,3.36 - 3.64,47%,32%,
Engineering,School Of Engineering,Biomedical engineering: premed,59,22,5,3.63 - 3.90,3.66 - 3.83,37%,23%,
Engineering,School Of Engineering,Chemical engineering,273,117,28,3.53 - 3.80,3.47 - 3.68,43%,24%,
Engineering,School Of Engineering,Computer engineering,243,88,34,3.43 - 3.85,3.37 - 3.74,36%,39%,
Engineering,School Of Engineering,Computer science & engineering,148,63,22,3.41 - 3.90,3.34 - 3.60,43%,35%,
Engineering,School Of Engineering,Engineering - civil,237,93,27,3.45 - 3.78,3.38 - 3.71,39%,29%,
Engineering,School Of Engineering,Engineering - electrical,411,174,42,3.48 - 3.88,3.39 - 3.61,42%,24%,
Engineering,School Of Engineering,Engineering - mechanical,640,297,99,3.45 - 3.81,3.40 - 3.65,46%,33%,
Engineering,School Of Engineering,Environmental engineering,53,13,5,3.49 - 3.85,3.43 - 3.78,25%,38%,
Engineering,School Of Engineering,Materials science engineering,46,20,6,3.43 - 3.76,3.29 - 3.43,43%,30%,
Life Sciences,School Of Biological sciences,Biological sciences,"1,472",629,180,3.28 - 3.79,3.22 - 3.63,43%,29%,
Life Sciences,School Of Physical sciences,Environmental science,86,27,9,3.29 - 3.70,3.06 - 3.56,31%,33%,
Nursing,School Of Nursing,Nursing science,112,15,13,3.70 - 3.88,3.70 - 3.83,13%,87%,
Other/Interdisciplinary,School Of Humanities,Global cultures,39,29,6,3.36 - 3.84,3.17 - 3.60,74%,21%,
Other/Interdisciplinary,School Of Humanities,Literary journalism,70,46,11,3.41 - 3.79,3.19 - 3.74,66%,24%,
Other/Interdisciplinary,School Of Social sciences,International studies,418,341,148,3.28 - 3.68,3.24 - 3.59,82%,43%,
Other/Interdisciplinary,Social Ecology,Social ecology,78,61,37,2.90 - 3.33,2.88 - 3.19,78%,61%,
Pharmacy,School Of Pharmacy,Pharmaceutical science,200,102,40,3.52 - 3.89,3.46 - 3.75,51%,39%,
Physical Sciences/Math,School Of Physical sciences,Applied physics,56,28,6,3.22 - 3.77,3.07 - 3.22,50%,21%,
Physical Sciences/Math,School Of Physical sciences,Chemistry,530,295,68,3.36 - 3.84,3.31 - 3.74,56%,23%,
Physical Sciences/Math,School Of Physical sciences,Earth system science,45,11,4,3.39 - 3.76,masked,24%,36%,
Physical Sciences/Math,School Of Physical sciences,Mathematics,642,472,90,3.35 - 3.85,3.15 - 3.55,74%,19%,
Physical Sciences/Math,School Of Physical sciences,Physics,156,84,14,3.32 - 3.87,3.28 - 3.71,54%,17%,
Public Health,School Of Public health,Public health policy,119,94,41,3.15 - 3.67,3.12 - 3.51,79%,44%,
Public Health,School Of Public health,Public health sciences,261,113,66,3.30 - 3.71,3.19 - 3.60,43%,58%,
Social Sciences,School Of Humanities,African-american studies,24,18,3,2.89 - 3.37,masked,75%,17%,
Social Sciences,School Of Humanities,Asian american studies,48,27,8,3.14 - 3.65,3.02 - 3.40,56%,30%,
Social Sciences,School Of Humanities,Chinese studies,80,54,13,3.28 - 3.77,3.10 - 3.42,68%,24%,
Social Sciences,School Of Humanities,East asian cultures,72,55,12,3.37 - 3.80,3.10 - 3.51,76%,22%,
Social Sciences,School Of Humanities,Gender and sexuality studies,61,38,3,3.14 - 3.58,masked,62%,8%,
Social Sciences,School Of Social sciences,Anthropology,258,207,47,3.16 - 3.70,2.91 - 3.38,80%,23%,
Social Sciences,School Of Social sciences,Economics,850,423,49,3.56 - 3.90,3.49 - 3.73,50%,12%,
Social Sciences,School Of Social sciences,Political science,688,528,93,3.21 - 3.76,3.12 - 3.51,77%,18%,
Social Sciences,School Of Social sciences,Psychology,"1,258",824,186,3.29 - 3.76,3.22 - 3.62,66%,23%,
Social Sciences,School Of Social sciences,Quantitative economics,32,21,3,3.55 - 3.85,masked,66%,14%,
Social Sciences,School Of Social sciences,Social policy and public service,61,43,11,2.99 - 3.69,2.85 - 3.45,70%,26%,
Social Sciences,School Of Social sciences,Sociology,818,616,129,3.14 - 3.74,2.99 - 3.44,75%,21%,
Social Sciences,Social Ecology,"Criminolgy, law & society",299,177,89,3.33 - 3.74,3.24 - 3.71,59%,50%,
Social Sciences,Social Ecology,Psychology & social behavior,619,501,287,3.32 - 3.76,3.29 - 3.66,81%,57%,
Social Sciences,Social Ecology,Urban studies,52,29,6,3.04 - 3.71,3.18 - 3.72,56%,21%,
Undeclared,Unaffiliated,Undeclared,21,5,4,2.88 - 3.40,masked,24%,80%,
