Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,School Of Humanities,Art history,87,64,5,3.52 - 3.91,3.07 - 3.27,74%,8%,
Arts & Humanities,School Of Humanities,English,538,363,70,3.46 - 3.90,3.28 - 3.79,67%,19%,
Arts & Humanities,School Of Humanities,Film and media studies,573,333,73,3.54 - 3.92,3.48 - 3.81,58%,22%,
Arts & Humanities,School Of Humanities,History,312,191,25,3.52 - 3.92,3.29 - 3.69,61%,13%,
Arts & Humanities,School Of Humanities,Japanese language & literature,53,35,4,3.66 - 3.92,masked,66%,11%,
Arts & Humanities,School Of Humanities,Korean literature and culture,20,12,4,3.48 - 3.78,masked,60%,33%,
Arts & Humanities,School Of Humanities,Philosophy,204,141,20,3.46 - 3.89,3.30 - 3.79,69%,14%,
Arts & Humanities,School Of Humanities,Spanish,71,43,4,3.34 - 3.81,masked,61%,9%,
Arts & Humanities,School Of The arts,Art,335,164,52,3.51 - 3.86,3.47 - 3.83,49%,32%,
Arts & Humanities,School Of The arts,Drama,213,120,42,3.47 - 3.92,3.64 - 3.94,56%,35%,
Arts & Humanities,School Of The arts,Music,58,15,4,3.41 - 3.84,masked,26%,27%,
Business,Information & Computer Sci,Business information management,141,9,6,3.80 - 3.96,3.90 - 3.98,6%,67%,
Business,School Of Administration,Business administration,"2,516",608,248,3.82 - 4.00,3.79 - 3.95,24%,41%,
Business,School Of Social sciences,Business economics,987,462,156,3.76 - 4.00,3.68 - 3.91,47%,34%,
Computer Science,Information & Computer Sci,Computer science,"1,964",435,194,3.86 - 4.00,3.80 - 3.97,22%,45%,
Computer Science,Information & Computer Sci,Game design and interactive media,232,48,37,3.65 - 3.86,3.63 - 3.86,21%,77%,
Computer Science,Information & Computer Sci,Informatics,85,6,4,3.57 - 3.93,masked,7%,67%,
Education,School Of Biological sciences,Biology/education,77,13,3,3.44 - 3.81,masked,17%,23%,
Education,School Of Education,Education sciences,263,151,52,3.45 - 3.88,3.38 - 3.78,57%,34%,
Engineering,Information & Computer Sci,Software engineering,159,45,17,3.72 - 3.93,3.79 - 3.94,28%,38%,
Engineering,School Of Engineering,Aerospace engineering,200,63,19,3.68 - 3.90,3.60 - 3.76,32%,30%,
Engineering,School Of Engineering,Biomedical engineering,133,62,21,3.52 - 3.83,3.52 - 3.69,47%,34%,
Engineering,School Of Engineering,Biomedical engineering: premed,36,13,5,3.46 - 3.85,3.46 - 3.85,36%,38%,
Engineering,School Of Engineering,Chemical engineering,136,60,15,3.51 - 3.84,3.46 - 3.68,44%,25%,
Engineering,School Of Engineering,Computer engineering,317,107,33,3.62 - 3.93,3.57 - 3.74,34%,31%,
Engineering,School Of Engineering,Engineering - civil,209,75,17,3.51 - 3.92,3.48 - 3.83,36%,23%,
Engineering,School Of Engineering,Engineering - electrical,260,111,22,3.58 - 3.87,3.48 - 3.60,43%,20%,
Engineering,School Of Engineering,Engineering - mechanical,594,199,63,3.62 - 3.92,3.49 - 3.76,34%,32%,
Life Sciences,School Of Biological sciences,Biological sciences,"2,007",819,219,3.52 - 3.90,3.43 - 3.82,41%,27%,
