Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,Not applicable,Real estate and development,137,93,32,3.28 - 3.78,3.21 - 3.63,68%,34%,
Arts & Humanities,Not applicable,Art history/criticism,62,42,9,3.36 - 3.89,3.18 - 3.77,68%,21%,
Arts & Humanities,Not applicable,Drama,187,124,37,3.41 - 3.84,3.21 - 3.80,66%,30%,
Arts & Humanities,Not applicable,History,349,254,51,3.29 - 3.89,3.19 - 3.72,73%,20%,
Arts & Humanities,Not applicable,Linguistics,95,72,15,3.43 - 3.90,3.11 - 3.71,76%,21%,
Arts & Humanities,Not applicable,Linguistics - languages studies,45,18,7,3.32 - 3.77,3.25 - 3.83,40%,39%,
Arts & Humanities,Not applicable,Linguistics (specialization in speech and language sciences),38,29,5,3.52 - 3.90,3.47 - 3.78,76%,17%,
Arts & Humanities,Not applicable,"Literature, english/american",272,204,30,3.28 - 3.81,3.13 - 3.72,75%,15%,
Arts & Humanities,Not applicable,"Literature, spanish",25,15,3,3.26 - 3.71,masked,60%,20%,
Arts & Humanities,Not applicable,Literature/writing,132,91,12,3.38 - 3.87,3.22 - 3.61,69%,13%,
Arts & Humanities,Not applicable,Music,49,33,6,3.35 - 3.66,3.37 - 3.63,67%,18%,
Arts & Humanities,Not applicable,Philosophy,253,181,24,3.30 - 3.89,3.07 - 3.56,72%,13%,
Arts & Humanities,Not applicable,Speculative design,38,27,8,3.56 - 3.93,3.62 - 3.73,71%,30%,
Arts & Humanities,Not applicable,Studio art,139,86,20,3.37 - 3.85,3.40 - 3.82,62%,23%,
Arts & Humanities,Not applicable,Visual arts - media,198,128,40,3.31 - 3.85,3.41 - 3.82,65%,31%,
Arts & Humanities,Not applicable,World literature & cultural studies,41,21,5,3.40 - 3.81,3.59 - 3.75,51%,24%,
Business,Not applicable,Management science,193,101,41,3.55 - 3.92,3.49 - 3.85,52%,41%,
Computer Science,Not applicable,Computer science,"1,996",317,146,3.92 - 4.00,3.91 - 4.00,16%,46%,
Computer Science,Not applicable,Data science,251,107,29,3.77 - 4.00,3.65 - 3.90,43%,27%,
Education,Not applicable,Education sciences,132,63,12,3.34 - 3.84,3.20 - 3.84,48%,19%,
Engineering,Not applicable,Aerospace engineering,228,88,24,3.55 - 3.85,3.45 - 3.79,39%,27%,
Engineering,Not applicable,Bioengineering,83,29,10,3.65 - 3.94,3.59 - 3.75,35%,34%,
Engineering,Not applicable,Bioengineering (biotech),58,25,15,3.54 - 3.83,3.48 - 3.83,43%,60%,
Engineering,Not applicable,Chemical engineering,153,88,24,3.45 - 3.87,3.36 - 3.67,58%,27%,
Engineering,Not applicable,Computer engineering,143,83,43,3.50 - 3.86,3.47 - 3.85,58%,52%,
Engineering,Not applicable,Electrical engineering - bs,321,156,38,3.52 - 3.92,3.43 - 3.77,49%,24%,
Engineering,Not applicable,Mechanical engineering,472,125,27,3.70 - 3.95,3.49 - 3.86,26%,22%,
Engineering,Not applicable,Mechanical engineering with a spec in controls and robotics,71,46,15,3.49 - 3.87,3.47 - 3.70,65%,33%,
Engineering,Not applicable,Mechanical engineering with a spec in fluid mechanics and thermal systems,10,8,4,3.28 - 3.71,masked,80%,50%,
Engineering,Not applicable,Mechanical engineering with a spec in materials science and engineering,28,13,3,3.48 - 3.84,masked,46%,23%,
Engineering,Not applicable,Mechanical engineering with a spec in mechanics of materials,15,11,4,3.33 - 3.63,masked,73%,36%,
Engineering,Not applicable,Mechanical engineering with a spec in renewable energy and environmental flows,72,38,11,3.46 - 3.79,3.38 - 3.69,53%,29%,
Engineering,Not applicable,Nanoengineering,20,14,6,3.23 - 3.89,2.94 - 3.76,70%,43%,
Engineering,Not applicable,Structural engineering,174,89,28,3.39 - 3.79,3.31 - 3.68,51%,31%,
Life Sciences,Not applicable,Biology,902,437,153,3.44 - 3.87,3.27 - 3.82,48%,35%,
Life Sciences,Not applicable,Biology - bioinformatics,43,17,6,3.55 - 3.87,3.52 - 3.85,40%,35%,
Life Sciences,Not applicable,"Ecology, behavior & evolution",93,30,12,3.37 - 3.74,3.24 - 3.68,32%,40%,
Life Sciences,Not applicable,Environmental systems - earth sciences,61,35,9,3.48 - 3.84,3.56 - 3.80,57%,26%,
Life Sciences,Not applicable,"Environmental systems - ecology, behavior, evolution",61,43,12,3.48 - 3.82,3.56 - 3.84,70%,28%,
Life Sciences,Not applicable,Environmental systems - environmental chemistry,6,5,4,3.16 - 3.41,masked,83%,80%,
Life Sciences,Not applicable,Environmental systems - environmental policy,60,27,6,3.35 - 3.90,3.05 - 3.63,45%,22%,
Life Sciences,Not applicable,Human biology,595,313,139,3.48 - 3.89,3.37 - 3.81,53%,44%,
Life Sciences,Not applicable,Marine biology,135,49,22,3.30 - 3.76,3.15 - 3.59,36%,45%,
Life Sciences,Not applicable,Microbiology,124,69,29,3.44 - 3.81,3.28 - 3.62,56%,42%,
Life Sciences,Not applicable,Molecular & cell biology,299,190,61,3.51 - 3.91,3.40 - 3.75,64%,32%,
Life Sciences,Not applicable,Neurobiology,224,127,57,3.46 - 3.83,3.40 - 3.75,57%,45%,
Other Health Science,Not applicable,Global health,96,69,43,3.38 - 3.80,3.30 - 3.76,72%,62%,
Other/Interdisciplinary,Not applicable,Cognitive and behavioral neuroscience,110,57,34,3.50 - 3.90,3.53 - 3.90,52%,60%,
Other/Interdisciplinary,Not applicable,Cognitive science,345,232,109,3.49 - 3.90,3.34 - 3.81,67%,47%,
Other/Interdisciplinary,Not applicable,Communication arts,"1,163",649,154,3.47 - 3.90,3.36 - 3.86,56%,24%,
Other/Interdisciplinary,Not applicable,Interdisciplinary computer & the arts,19,12,5,3.30 - 3.73,3.42 - 3.84,63%,42%,
Other/Interdisciplinary,Not applicable,International studies - anthropology,20,17,4,3.54 - 4.00,masked,85%,24%,
Other/Interdisciplinary,Not applicable,International studies - economics,228,151,60,3.40 - 3.83,3.34 - 3.78,66%,40%,
Other/Interdisciplinary,Not applicable,International studies - history,36,19,7,3.36 - 3.80,3.22 - 3.63,53%,37%,
Other/Interdisciplinary,Not applicable,International studies - international business,763,474,189,3.49 - 3.91,3.40 - 3.81,62%,40%,
Other/Interdisciplinary,Not applicable,International studies - political science,90,48,15,3.59 - 3.91,3.42 - 3.77,53%,31%,
Other/Interdisciplinary,Not applicable,International studies - sociology,80,56,10,3.36 - 4.00,3.30 - 3.70,70%,18%,
Other/Interdisciplinary,Not applicable,Mathematics - computer science,242,179,69,3.56 - 3.87,3.48 - 3.83,74%,39%,
Physical Sciences/Math,Not applicable,Applied mathematics,206,135,35,3.60 - 3.94,3.57 - 3.84,66%,26%,
