Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,College Of Environmental design,Architecture,262,56,50,3.48 - 3.85,3.49 - 3.83,21%,89%,
Architecture,College Of Environmental design,Landscape architecture,43,7,7,3.55 - 3.84,3.55 - 3.84,16%,100%,
Architecture,College Of Environmental design,Sustainable environmental design,41,4,3,masked,masked,10%,75%,
Arts & Humanities,College Of Letters & science,Art,234,98,60,3.57 - 3.90,3.49 - 3.89,42%,61%,
Arts & Humanities,College Of Letters & science,Chinese language & literature,91,15,9,3.72 - 4.00,3.74 - 3.95,16%,60%,
Arts & Humanities,College Of Letters & science,Comparative literature,43,23,9,3.59 - 3.95,3.57 - 3.73,53%,39%,
Arts & Humanities,College Of Letters & science,"East asian religion, thought, and culture",32,17,10,3.74 - 3.93,3.66 - 3.84,53%,59%,
Arts & Humanities,College Of Letters & science,English,565,243,142,3.61 - 3.92,3.57 - 3.91,43%,58%,
Arts & Humanities,College Of Letters & science,Film,331,96,45,3.58 - 3.93,3.53 - 3.93,29%,47%,
Arts & Humanities,College Of Letters & science,French,12,6,3,3.90 - 3.98,masked,50%,50%,
Arts & Humanities,College Of Letters & science,History,334,63,31,3.81 - 4.00,3.67 - 3.99,19%,49%,
Arts & Humanities,College Of Letters & science,History of art,129,68,31,3.60 - 3.93,3.47 - 3.92,53%,46%,
Arts & Humanities,College Of Letters & science,Italian studies,7,5,3,3.20 - 3.67,masked,71%,60%,
Arts & Humanities,College Of Letters & science,Japanese language & literature,60,26,15,3.73 - 3.93,3.76 - 3.91,43%,58%,
Arts & Humanities,College Of Letters & science,Linguistics,145,25,9,3.74 - 4.00,3.66 - 4.00,17%,36%,
Arts & Humanities,College Of Letters & science,Music,70,29,13,3.51 - 3.92,3.51 - 3.86,41%,45%,
Arts & Humanities,College Of Letters & science,Philosophy,335,171,96,3.66 - 4.00,3.59 - 3.94,51%,56%,
Arts & Humanities,College Of Letters & science,Rhetoric,71,35,26,3.48 - 3.90,3.48 - 3.84,49%,74%,
Arts & Humanities,College Of Letters & science,South & southeast asian studies,10,7,5,3.53 - 3.95,3.37 - 3.90,70%,71%,
Arts & Humanities,College Of Letters & science,Spanish / portuguese,41,16,8,3.56 - 3.78,3.58 - 3.65,39%,50%,
Arts & Humanities,College Of Letters & science,Theater and performance studies,128,66,27,3.66 - 3.94,3.56 - 3.92,52%,41%,
Business,School Of Business administration,Business administration,"2,549",111,100,3.86 - 4.00,3.88 - 4.00,4%,90%,
Computer Science,College Of Letters & science,Computer science,"1,210",48,36,3.81 - 4.00,3.80 - 4.00,4%,75%,
Computer Science,College Of Letters & science,Data science,320,48,44,3.71 - 3.96,3.71 - 3.96,15%,92%,
Engineering,College Of Chemistry,Chemical engineering,150,55,39,3.69 - 3.97,3.57 - 3.96,37%,71%,
Engineering,College Of Engineering,Bioengineering,130,27,16,3.71 - 3.93,3.69 - 3.87,21%,59%,
Engineering,College Of Engineering,Civil engineering,209,57,40,3.72 - 3.95,3.71 - 3.95,27%,70%,
Engineering,College Of Engineering,Electrical engineering - computer science,"1,353",133,108,3.91 - 4.00,3.89 - 4.00,10%,81%,
Engineering,College Of Engineering,Industrial engineering & operations research engineering,48,8,5,3.67 - 3.85,3.64 - 3.83,17%,63%,
Engineering,College Of Engineering,Mechanical engineering,577,95,61,3.81 - 4.00,3.81 - 4.00,16%,64%,
Engineering,College Of Letters & science,Operations research & management science,23,7,6,3.81 - 3.98,3.80 - 3.99,30%,86%,
Life Sciences,College Of Letters & science,Environmental earth science,23,9,4,3.28 - 3.73,masked,39%,44%,
Life Sciences,College Of Letters & science,Environmental economics & policy,114,42,34,3.60 - 3.97,3.65 - 3.97,37%,81%,
Life Sciences,College Of Letters & science,Geography,70,19,12,3.65 - 3.98,3.64 - 4.00,27%,63%,
Life Sciences,College Of Letters & science,Integrative biology,200,53,25,3.68 - 3.93,3.57 - 3.81,27%,47%,
Life Sciences,College Of Letters & science,Molecular & cell biology,856,221,105,3.63 - 3.94,3.59 - 3.93,26%,48%,
Life Sciences,College Of Natural resources,Conservation & resource studies,48,23,18,3.38 - 3.90,3.35 - 3.81,48%,78%,
Life Sciences,College Of Natural resources,Ecosystem management and forestry - forestry,17,3,3,masked,masked,18%,100%,
Life Sciences,College Of Natural resources,Ecosystem management and forestry - natural resource management,24,7,4,3.39 - 3.71,masked,29%,57%,
Life Sciences,College Of Natural resources,Environmental economics & policy,76,24,21,3.66 - 3.97,3.66 - 3.97,32%,88%,
Life Sciences,College Of Natural resources,Environmental science,182,21,11,3.58 - 3.85,3.56 - 3.84,12%,52%,
Life Sciences,College Of Natural resources,Genetics & plant biology,57,13,4,3.72 - 3.94,masked,23%,31%,
