Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,College Of Environmental design,Architecture,206,80,74,3.38 - 3.79,3.34 - 3.77,39%,93%,
Architecture,College Of Environmental design,Landscape architecture,15,6,5,3.21 - 3.93,3.64 - 3.95,40%,83%,
Architecture,College Of Environmental design,Sustainable environmental design,51,9,6,3.30 - 3.79,3.28 - 3.79,18%,67%,
Arts & Humanities,College Of Letters & science,Art,188,73,38,3.54 - 3.89,3.54 - 3.92,39%,52%,
Arts & Humanities,College Of Letters & science,Chinese language & literature,50,18,11,3.72 - 3.93,3.67 - 3.94,36%,61%,
Arts & Humanities,College Of Letters & science,Comparative literature,68,31,21,3.49 - 3.79,3.53 - 3.85,46%,68%,
Arts & Humanities,College Of Letters & science,Dance & performance studies,30,6,5,3.47 - 3.83,3.37 - 3.78,20%,83%,
Arts & Humanities,College Of Letters & science,"East asian religion, thought, and culture",43,6,3,3.59 - 3.64,masked,14%,50%,
Arts & Humanities,College Of Letters & science,English,640,223,136,3.56 - 3.88,3.50 - 3.82,35%,61%,
Arts & Humanities,College Of Letters & science,Film,247,58,36,3.50 - 3.85,3.49 - 3.78,23%,62%,
Arts & Humanities,College Of Letters & science,French,27,11,5,3.37 - 3.77,3.24 - 3.65,41%,45%,
Arts & Humanities,College Of Letters & science,German,10,4,3,masked,masked,40%,75%,
Arts & Humanities,College Of Letters & science,History,371,84,42,3.70 - 3.92,3.68 - 3.90,23%,50%,
Arts & Humanities,College Of Letters & science,History of art,112,55,33,3.49 - 3.85,3.49 - 3.91,49%,60%,
Arts & Humanities,College Of Letters & science,Japanese language & literature,62,29,15,3.42 - 3.86,3.37 - 3.83,47%,52%,
Arts & Humanities,College Of Letters & science,Linguistics,174,29,14,3.77 - 3.97,3.64 - 3.98,17%,48%,
Arts & Humanities,College Of Letters & science,Music,68,24,12,3.46 - 3.78,3.39 - 3.74,35%,50%,
Arts & Humanities,College Of Letters & science,Philosophy,362,160,107,3.50 - 3.85,3.48 - 3.84,44%,67%,
Arts & Humanities,College Of Letters & science,Rhetoric,135,61,50,3.44 - 3.75,3.40 - 3.75,45%,82%,
Arts & Humanities,College Of Letters & science,South & southeast asian studies,16,4,4,masked,masked,25%,100%,
Arts & Humanities,College Of Letters & science,Spanish,39,15,7,3.54 - 3.86,3.61 - 3.86,38%,47%,
Arts & Humanities,College Of Letters & science,Spanish - option d,22,4,3,masked,masked,18%,75%,
Arts & Humanities,College Of Letters & science,Theater and performance studies,84,29,15,3.62 - 3.95,3.45 - 3.92,35%,52%,
Business,School Of Business administration,Business administration,"1,917",106,100,3.79 - 4.00,3.79 - 4.00,6%,94%,
Computer Science,College Of Letters & science,Computer science,755,56,41,3.83 - 3.98,3.83 - 4.00,7%,73%,
Engineering,College Of Chemistry,Chemical engineering,231,53,39,3.82 - 3.98,3.81 - 3.95,23%,74%,
Engineering,College Of Chemistry,Chemical engineering and materials science and engineering,31,5,3,3.71 - 3.96,masked,16%,60%,
Engineering,College Of Chemistry,Chemical engineering and nuclear engineering,36,5,4,3.89 - 4.00,masked,14%,80%,
Engineering,College Of Engineering,Bioengineering,174,13,7,3.78 - 4.00,3.78 - 4.00,7%,54%,
Engineering,College Of Engineering,Civil engineering,255,28,23,3.82 - 3.95,3.82 - 3.92,11%,82%,
Engineering,College Of Engineering,Electrical engineering - computer science,"1,321",101,84,3.88 - 4.00,3.88 - 4.00,8%,83%,
Engineering,College Of Engineering,Industrial engineering & operations research engineering,55,10,10,3.80 - 4.00,3.80 - 4.00,18%,100%,
Engineering,College Of Engineering,Mechanical engineering,669,79,57,3.84 - 4.00,3.84 - 4.00,12%,72%,
Engineering,College Of Engineering,Nuclear engineering,31,7,6,3.90 - 4.00,3.88 - 4.00,23%,86%,
Engineering,College Of Letters & science,Operations research & management science,26,7,5,3.83 - 3.93,3.86 - 3.94,27%,71%,
Life Sciences,College Of Letters & science,Environmental economics & policy,76,26,19,3.63 - 3.94,3.65 - 3.94,34%,73%,
Life Sciences,College Of Letters & science,Integrative biology,133,19,14,3.57 - 3.93,3.51 - 3.91,14%,74%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 1,378,68,36,3.58 - 3.93,3.47 - 3.93,18%,53%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 2,51,8,4,3.59 - 3.79,masked,16%,50%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 3,76,13,4,3.71 - 3.98,masked,17%,31%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl2 - 2,188,40,21,3.71 - 4.00,3.74 - 4.00,21%,53%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl2 - 3,167,22,10,3.69 - 3.89,3.59 - 3.76,13%,45%,
Life Sciences,College Of Natural resources,Conservation & resource studies,66,22,20,3.32 - 3.88,3.31 - 3.85,33%,91%,
Life Sciences,College Of Natural resources,Environmental economics & policy,72,22,19,3.33 - 3.93,3.41 - 3.93,31%,86%,
