Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Humanities & social sci,Art,77,42,6,2.92 - 3.57,2.55 - 3.11,55%,14%,
Arts & Humanities,College Of Humanities & social sci,Art history,51,42,14,2.93 - 3.50,2.70 - 3.20,82%,33%,
Arts & Humanities,College Of Humanities & social sci,Comparative literature,18,12,3,2.76 - 3.47,masked,67%,25%,
Arts & Humanities,College Of Humanities & social sci,Creative writing,50,42,12,3.01 - 3.64,3.22 - 3.61,84%,29%,
Arts & Humanities,College Of Humanities & social sci,Dance,18,16,5,3.05 - 3.47,2.99 - 3.22,89%,31%,
Arts & Humanities,College Of Humanities & social sci,English,290,239,51,2.91 - 3.50,2.76 - 3.32,82%,21%,
Arts & Humanities,College Of Humanities & social sci,History,167,146,27,2.86 - 3.53,2.59 - 3.25,87%,18%,
Arts & Humanities,College Of Humanities & social sci,Japanese language & literature,18,13,3,3.04 - 3.62,masked,72%,23%,
Arts & Humanities,College Of Humanities & social sci,Language,27,22,7,2.82 - 3.50,2.77 - 3.36,81%,32%,
Arts & Humanities,College Of Humanities & social sci,Liberal studies,111,85,43,2.94 - 3.54,2.76 - 3.39,77%,51%,
Arts & Humanities,College Of Humanities & social sci,Linguistics,73,63,12,3.02 - 3.60,2.72 - 3.31,86%,19%,
Arts & Humanities,College Of Humanities & social sci,Media and cultural studies,113,92,14,2.94 - 3.54,2.62 - 3.13,81%,15%,
Arts & Humanities,College Of Humanities & social sci,Music,33,23,7,2.99 - 3.58,2.99 - 3.36,70%,30%,
Arts & Humanities,College Of Humanities & social sci,Philosophy,98,82,14,2.85 - 3.52,2.85 - 3.38,84%,17%,
Arts & Humanities,College Of Humanities & social sci,Spanish,55,45,14,2.95 - 3.53,2.77 - 3.16,82%,31%,
Arts & Humanities,College Of Humanities & social sci,"Theatre, film and digital production",150,120,19,3.08 - 3.66,3.03 - 3.59,80%,16%,
Business,College Of Humanities & social sci,Business economics,350,286,32,3.06 - 3.62,2.80 - 3.52,82%,11%,
Business,School Of Business administration,Business administration,"1,427",954,212,3.04 - 3.63,2.85 - 3.45,67%,22%,
Computer Science,College Of Engineering,Computer science,866,267,74,3.07 - 3.64,2.94 - 3.47,31%,28%,
Computer Science,College Of Engineering,Information sciences,42,12,3,3.12 - 3.53,masked,29%,25%,
Engineering,College Of Engineering,Bioengineering,115,65,12,3.15 - 3.69,2.95 - 3.18,57%,18%,
Engineering,College Of Engineering,Chemical engineering,202,128,41,3.05 - 3.56,2.87 - 3.26,63%,32%,
Engineering,College Of Engineering,Computer engineering,144,51,17,2.86 - 3.46,2.74 - 3.13,35%,33%,
Engineering,College Of Engineering,Electrical engineering,216,91,11,3.15 - 3.69,3.04 - 3.19,42%,12%,
Engineering,College Of Engineering,Environmental engineering,58,25,4,3.02 - 3.60,masked,43%,16%,
Engineering,College Of Engineering,Materials science & engineering,36,20,4,2.98 - 3.47,masked,56%,20%,
Engineering,College Of Engineering,Mechanical engineering,449,184,46,3.07 - 3.54,2.95 - 3.30,41%,25%,
