Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,College Of Environmental design,Architecture,204,75,63,3.29 - 3.75,3.27 - 3.71,37%,84%,
Architecture,College Of Environmental design,Sustainable environmental design,23,4,4,masked,masked,17%,100%,
Arts & Humanities,College Of Letters & science,Art,184,70,35,3.55 - 3.79,3.42 - 3.80,38%,50%,
Arts & Humanities,College Of Letters & science,Chinese language & literature,50,11,10,3.67 - 4.00,3.66 - 3.97,22%,91%,
Arts & Humanities,College Of Letters & science,Comparative literature,58,16,9,3.73 - 3.92,3.80 - 3.91,28%,56%,
Arts & Humanities,College Of Letters & science,Dance & performance studies,26,6,5,3.51 - 3.90,3.43 - 3.92,23%,83%,
Arts & Humanities,College Of Letters & science,English,564,189,131,3.51 - 3.90,3.44 - 3.90,34%,69%,
Arts & Humanities,College Of Letters & science,Film,249,56,29,3.47 - 3.91,3.35 - 3.90,22%,52%,
Arts & Humanities,College Of Letters & science,French,20,10,4,3.33 - 4.00,masked,50%,40%,
Arts & Humanities,College Of Letters & science,German,14,4,4,masked,masked,29%,100%,
Arts & Humanities,College Of Letters & science,History,306,62,30,3.72 - 4.00,3.66 - 3.95,20%,48%,
Arts & Humanities,College Of Letters & science,History of art,109,47,20,3.60 - 3.87,3.41 - 3.86,43%,43%,
Arts & Humanities,College Of Letters & science,Italian,10,4,3,masked,masked,40%,75%,
Arts & Humanities,College Of Letters & science,Japanese language & literature,82,18,12,3.58 - 3.85,3.67 - 3.93,22%,67%,
Arts & Humanities,College Of Letters & science,Linguistics,203,28,17,3.72 - 3.93,3.71 - 3.94,14%,61%,
Arts & Humanities,College Of Letters & science,Music,89,36,16,3.58 - 3.91,3.50 - 3.92,40%,44%,
Arts & Humanities,College Of Letters & science,Philosophy,293,100,58,3.53 - 3.91,3.49 - 3.91,34%,58%,
Arts & Humanities,College Of Letters & science,Religious studies,30,8,4,3.72 - 3.90,masked,27%,50%,
Arts & Humanities,College Of Letters & science,Rhetoric,140,55,42,3.42 - 3.85,3.39 - 3.81,39%,76%,
Arts & Humanities,College Of Letters & science,Spanish,37,13,7,3.48 - 3.84,3.37 - 3.60,35%,54%,
Arts & Humanities,College Of Letters & science,Spanish - option d,27,12,10,3.46 - 3.84,3.59 - 3.84,44%,83%,
Arts & Humanities,College Of Letters & science,Theater and performance studies,101,24,11,3.58 - 3.94,3.51 - 3.94,24%,46%,
Business,School Of Business administration,Business administration,"1,637",90,82,3.76 - 4.00,3.76 - 4.00,5%,91%,
Computer Science,College Of Letters & science,Computer science,455,43,39,3.76 - 3.98,3.76 - 3.98,9%,91%,
Engineering,College Of Chemistry,Chemical engineering,211,39,31,3.89 - 4.00,3.88 - 4.00,18%,79%,
Engineering,College Of Chemistry,Chemical engineering and materials science and engineering,48,6,4,3.95 - 4.00,masked,13%,67%,
Engineering,College Of Engineering,Bioengineering,108,7,5,3.95 - 4.00,3.95 - 4.00,6%,71%,
Engineering,College Of Engineering,Civil engineering,219,23,20,3.82 - 3.95,3.82 - 3.96,11%,87%,
Engineering,College Of Engineering,Electrical engineering  - computer science,870,82,70,3.90 - 4.00,3.90 - 4.00,9%,85%,
Engineering,College Of Engineering,Electrical engineering & computer sciences &  materials science and engineering,63,9,5,3.84 - 4.00,3.84 - 4.00,14%,56%,
Engineering,College Of Engineering,Energy engineering,22,3,3,masked,masked,14%,100%,
