Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Letters & science,Art - studio,104,58,6,3.35 - 3.76,3.24 - 3.57,56%,10%,
Arts & Humanities,College Of Letters & science,Art history,96,58,13,3.38 - 3.74,3.22 - 3.50,60%,22%,
Arts & Humanities,College Of Letters & science,"Comparative studies - language, society, & culture",14,9,3,3.26 - 3.64,masked,64%,33%,
Arts & Humanities,College Of Letters & science,English,395,236,26,3.34 - 3.81,3.29 - 3.65,60%,11%,
Arts & Humanities,College Of Letters & science,Film studies,260,119,38,3.33 - 3.84,3.07 - 3.66,46%,32%,
Arts & Humanities,College Of Letters & science,History,283,165,24,3.37 - 3.87,3.09 - 3.55,58%,15%,
Arts & Humanities,College Of Letters & science,Linguistics,107,59,7,3.42 - 3.74,3.17 - 3.43,55%,12%,
Arts & Humanities,College Of Letters & science,Music,38,25,9,3.27 - 3.81,3.15 - 3.64,66%,36%,
Arts & Humanities,College Of Letters & science,Philosophy,195,105,10,3.34 - 3.82,3.09 - 3.53,54%,10%,
Arts & Humanities,College Of Letters & science,Spanish,58,33,4,3.33 - 3.62,masked,57%,12%,
Arts & Humanities,College Of Letters & science,Theater,103,41,11,3.35 - 3.67,3.38 - 3.58,40%,27%,
Business,College Of Letters & science,Actuarial science,152,117,32,3.49 - 3.89,3.28 - 3.67,77%,27%,
Computer Science,College Of Engineering,Computer science,658,40,4,3.62 - 3.95,masked,6%,10%,
Engineering,College Of Engineering,Chemical engineering,774,69,14,3.72 - 3.96,3.67 - 3.88,9%,20%,
Engineering,College Of Engineering,Computer engineering,169,20,4,3.53 - 3.91,masked,12%,20%,
Engineering,College Of Engineering,Electrical engineering,310,50,10,3.70 - 3.93,3.49 - 3.88,16%,20%,
Life Sciences,College Of Letters & science,Biological sciences,"1,379",465,92,3.35 - 3.73,3.34 - 3.70,34%,20%,
Life Sciences,College Of Letters & science,Environmental studies,192,102,41,3.23 - 3.66,3.22 - 3.68,53%,40%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,"1,137",655,204,3.31 - 3.78,3.18 - 3.54,58%,31%,
Other/Interdisciplinary,College Of Letters & science,Global studies,216,126,31,3.34 - 3.72,3.12 - 3.51,58%,25%,
Physical Sciences/Math,College Of Letters & science,Chemistry,488,267,39,3.31 - 3.74,3.07 - 3.55,55%,15%,
Physical Sciences/Math,College Of Letters & science,Financial mathematics & statistics,121,86,19,3.48 - 3.80,3.38 - 3.57,71%,22%,
Physical Sciences/Math,College Of Letters & science,Geology,60,36,10,3.21 - 3.61,3.00 - 3.41,60%,28%,
Physical Sciences/Math,College Of Letters & science,Mathematical sciences,62,45,3,3.38 - 3.76,masked,73%,7%,
Physical Sciences/Math,College Of Letters & science,Mathematics,321,197,20,3.39 - 3.84,3.17 - 3.43,61%,10%,
Physical Sciences/Math,College Of Letters & science,Physics,246,158,45,3.41 - 3.84,3.11 - 3.67,64%,28%,
Physical Sciences/Math,College Of Letters & science,Statistical science,98,76,14,3.43 - 3.81,3.29 - 3.64,78%,18%,
Social Sciences,College Of Letters & science,Anthropology,310,164,25,3.33 - 3.71,3.11 - 3.46,53%,15%,
Social Sciences,College Of Letters & science,Biopsychology,169,104,29,3.28 - 3.66,3.18 - 3.53,62%,28%,
Social Sciences,College Of Letters & science,Chicano studies,38,15,3,3.19 - 3.63,masked,39%,20%,
Social Sciences,College Of Letters & science,Economics,"1,429",713,138,3.44 - 3.84,3.25 - 3.58,50%,19%,
Social Sciences,College Of Letters & science,Economics and accounting,"1,449",812,230,3.48 - 3.87,3.30 - 3.70,56%,28%,
Social Sciences,College Of Letters & science,Feminist studies,57,35,3,3.33 - 3.60,masked,61%,9%,
Social Sciences,College Of Letters & science,Geography,79,56,15,3.32 - 3.76,3.09 - 3.56,71%,27%,
Social Sciences,College Of Letters & science,Political science,622,339,59,3.37 - 3.78,3.11 - 3.50,55%,17%,
Social Sciences,College Of Letters & science,Psychology,"1,361",761,191,3.33 - 3.77,3.17 - 3.60,56%,25%,
Social Sciences,College Of Letters & science,Sociology,654,378,102,3.27 - 3.71,3.01 - 3.42,58%,27%,
