Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Not applicable,Art,117,88,21,3.01 - 3.71,3.17 - 3.82,75%,24%,
Arts & Humanities,Not applicable,Art history,58,41,8,3.06 - 3.63,2.89 - 3.24,71%,20%,
Arts & Humanities,Not applicable,Film and digital media,304,228,61,3.05 - 3.63,2.89 - 3.61,75%,27%,
Arts & Humanities,Not applicable,History,203,161,17,3.03 - 3.63,2.80 - 3.59,79%,11%,
Arts & Humanities,Not applicable,Language studies,72,54,6,2.89 - 3.66,2.81 - 3.51,75%,11%,
Arts & Humanities,Not applicable,Linguistics,76,58,7,2.95 - 3.56,3.09 - 3.33,76%,12%,
Arts & Humanities,Not applicable,Literature,392,311,65,3.01 - 3.66,2.84 - 3.45,79%,21%,
Arts & Humanities,Not applicable,Music,39,32,10,3.09 - 3.63,3.08 - 3.47,82%,31%,
Arts & Humanities,Not applicable,Philosophy,155,119,20,2.98 - 3.76,2.68 - 3.13,77%,17%,
Arts & Humanities,Not applicable,Theater arts,72,51,7,3.27 - 3.77,3.45 - 3.76,71%,14%,
Business,Not applicable,Business management - economics,753,411,46,3.13 - 3.68,2.98 - 3.53,55%,11%,
Computer Science,Not applicable,Computer science,944,421,164,3.21 - 3.74,3.05 - 3.46,45%,39%,
Computer Science,Not applicable,Computer science: computer game design,191,66,33,3.21 - 3.79,3.13 - 3.54,35%,50%,
Computer Science,Not applicable,Technology and information management,40,17,7,2.89 - 3.54,2.93 - 3.29,43%,41%,
Engineering,Not applicable,Bioengineering,143,70,15,3.25 - 3.64,3.16 - 3.38,49%,21%,
Engineering,Not applicable,Computer engineering,177,55,13,3.26 - 3.76,3.25 - 3.61,31%,24%,
Engineering,Not applicable,Electrical engineering,271,153,29,3.13 - 3.68,3.10 - 3.50,56%,19%,
Engineering,Not applicable,Robotics engineering bs,123,45,12,3.29 - 3.76,2.91 - 3.49,37%,27%,
Life Sciences,Not applicable,Biochemistry- molecular biology,142,77,10,3.26 - 3.75,3.00 - 3.41,54%,13%,
Life Sciences,Not applicable,Ecology & evolution,61,33,11,3.08 - 3.71,3.05 - 3.72,54%,33%,
Life Sciences,Not applicable,Environmental studies,148,50,19,3.09 - 3.59,3.10 - 3.61,34%,38%,
Life Sciences,Not applicable,Health sciences,115,77,16,3.11 - 3.58,2.93 - 3.54,67%,21%,
Life Sciences,Not applicable,Marine biology,120,54,25,2.97 - 3.44,2.96 - 3.44,45%,46%,
Life Sciences,Not applicable,"Molecular, cell, & developmental biology",80,64,21,2.88 - 3.47,2.65 - 3.14,80%,33%,
Life Sciences,Not applicable,Neuroscience,121,78,18,2.94 - 3.52,2.75 - 3.27,64%,23%,
Life Sciences,Not applicable,Plant science,28,12,5,2.96 - 3.36,2.64 - 3.24,43%,42%,
Other/Interdisciplinary,Not applicable,Cognitive science,113,41,6,3.12 - 3.63,3.01 - 3.55,36%,15%,
Other/Interdisciplinary,Not applicable,Economics - mathematics,15,14,12,2.84 - 3.42,2.83 - 3.37,93%,86%,
Other/Interdisciplinary,Not applicable,Legal studies,50,37,5,3.20 - 3.70,2.87 - 3.25,74%,14%,
Physical Sciences/Math,Not applicable,Applied physics,10,10,8,2.84 - 3.72,2.75 - 3.81,100%,80%,
Physical Sciences/Math,Not applicable,Astrophysics,69,29,9,3.25 - 3.89,2.93 - 3.91,42%,31%,
Physical Sciences/Math,Not applicable,Chemistry,253,118,12,3.04 - 3.66,2.73 - 3.10,47%,10%,
Physical Sciences/Math,Not applicable,Earth science,71,50,16,2.87 - 3.52,2.86 - 3.53,70%,32%,
Physical Sciences/Math,Not applicable,Mathematics,257,205,27,3.11 - 3.70,2.80 - 3.38,80%,13%,
Physical Sciences/Math,Not applicable,Physics,107,67,13,3.04 - 3.67,2.93 - 3.04,63%,19%,
Public Admin,Not applicable,Community studies,145,104,27,3.06 - 3.55,2.69 - 3.28,72%,26%,
Social Sciences,Not applicable,Anthropology,286,230,52,2.96 - 3.61,2.75 - 3.34,80%,23%,
Social Sciences,Not applicable,Economics,620,397,27,3.17 - 3.68,2.89 - 3.49,64%,7%,
Social Sciences,Not applicable,Latin american & latino studies,13,11,6,2.54 - 3.22,2.35 - 3.39,85%,55%,
Social Sciences,Not applicable,Latin american studies - politics,13,7,3,2.75 - 3.26,masked,54%,43%,
Social Sciences,Not applicable,Politics,470,368,53,2.96 - 3.61,2.70 - 3.20,78%,14%,
Social Sciences,Not applicable,Psychology,859,381,94,3.08 - 3.67,3.01 - 3.56,44%,25%,
Social Sciences,Not applicable,Sociology,735,478,86,3.00 - 3.60,2.78 - 3.40,65%,18%,
Social Sciences,Not applicable,Women's studies,72,49,18,2.90 - 3.66,3.02 - 3.48,68%,37%,
Unknown,Not applicable,Invalid ccm combination,104,99,86,2.82 - 3.19,2.85 - 3.23,95%,87%,
