Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,Not applicable,Real estate and development,39,23,9,3.23 - 3.69,3.33 - 3.72,59%,39%,
Arts & Humanities,Not applicable,Art history/criticism,48,23,6,3.52 - 3.89,3.10 - 3.31,48%,26%,
Arts & Humanities,Not applicable,Composite in literature,28,15,3,3.50 - 3.90,masked,54%,20%,
Arts & Humanities,Not applicable,Dance,24,11,3,3.26 - 3.72,masked,46%,27%,
Arts & Humanities,Not applicable,Drama,149,88,32,3.35 - 3.86,3.22 - 3.77,59%,36%,
Arts & Humanities,Not applicable,History,310,182,28,3.45 - 3.86,3.13 - 3.77,59%,15%,
Arts & Humanities,Not applicable,Linguistics,89,54,15,3.40 - 3.86,3.04 - 3.64,61%,28%,
Arts & Humanities,Not applicable,Linguistics - languages studies,32,20,9,3.24 - 3.80,3.19 - 3.60,63%,45%,
Arts & Humanities,Not applicable,Linguistics (languages & society),22,15,5,3.33 - 3.90,3.11 - 3.60,68%,33%,
Arts & Humanities,Not applicable,"Literature, english/american",221,117,20,3.44 - 3.87,3.13 - 3.64,53%,17%,
Arts & Humanities,Not applicable,Literature/cultural studies,57,25,5,3.47 - 4.00,3.02 - 3.67,44%,20%,
Arts & Humanities,Not applicable,Literature/writing,101,57,14,3.41 - 3.86,3.37 - 3.63,56%,25%,
Arts & Humanities,Not applicable,Music,45,30,11,3.27 - 3.87,3.15 - 3.87,67%,37%,
Arts & Humanities,Not applicable,Philosophy,253,145,25,3.47 - 3.88,3.10 - 3.51,57%,17%,
Arts & Humanities,Not applicable,Speculative design,26,17,8,3.30 - 3.74,3.23 - 3.60,65%,47%,
Arts & Humanities,Not applicable,Studio art,138,71,28,3.44 - 3.78,3.34 - 3.74,51%,39%,
Arts & Humanities,Not applicable,Visual arts - media,197,107,41,3.44 - 3.85,3.36 - 3.76,54%,38%,
Business,Not applicable,Management science,162,79,27,3.57 - 3.93,3.39 - 3.76,49%,34%,
Computer Science,Not applicable,Computer science,"1,648",473,258,3.53 - 3.89,3.44 - 3.82,29%,55%,
Education,Not applicable,Mathematics/secondary education,26,11,4,3.42 - 3.70,masked,42%,36%,
Engineering,Not applicable,Aerospace engineering,177,55,33,3.38 - 3.79,3.33 - 3.69,31%,60%,
Engineering,Not applicable,Bioengineering,122,37,21,3.57 - 3.94,3.58 - 3.93,30%,57%,
Engineering,Not applicable,Bioengineering (biotech),45,18,8,3.53 - 3.88,3.50 - 3.81,40%,44%,
Engineering,Not applicable,Bioengineering: biosystems,13,9,4,3.60 - 3.84,masked,69%,44%,
Engineering,Not applicable,Chemical engineering,218,126,39,3.44 - 3.90,3.39 - 3.75,58%,31%,
Engineering,Not applicable,Computer engineering,107,70,33,3.48 - 3.89,3.35 - 3.70,65%,47%,
Engineering,Not applicable,Electrical engineering - bs,435,221,69,3.48 - 3.88,3.38 - 3.74,51%,31%,
Engineering,Not applicable,Engineering physics,19,7,3,3.54 - 3.93,masked,37%,43%,
Engineering,Not applicable,Environmental engineering,59,23,7,3.52 - 3.89,3.31 - 3.64,39%,30%,
Engineering,Not applicable,Mechanical engineering,560,137,76,3.50 - 3.80,3.45 - 3.73,24%,55%,
Engineering,Not applicable,Nanoengineering,30,20,8,3.38 - 3.88,3.33 - 3.67,67%,40%,
Engineering,Not applicable,Structural engineering,152,85,35,3.47 - 3.83,3.35 - 3.72,56%,41%,
Life Sciences,Not applicable,Bioengineering - bioinformatics,13,7,4,3.37 - 3.64,masked,54%,57%,
Life Sciences,Not applicable,Biology,637,268,86,3.37 - 3.82,3.21 - 3.64,42%,32%,
Life Sciences,Not applicable,Computer science - bioinformatics,13,5,4,3.40 - 3.84,masked,38%,80%,
Life Sciences,Not applicable,"Ecology, behavior & evolution",66,22,4,3.35 - 3.77,masked,33%,18%,
Life Sciences,Not applicable,"Environmental systems - ecology, behavior, evolution",61,33,16,3.28 - 3.58,3.12 - 3.49,54%,48%,
Life Sciences,Not applicable,Environmental systems - environmental chemistry,23,17,4,3.28 - 3.65,masked,74%,24%,
Life Sciences,Not applicable,Environmental systems - environmental policy,58,27,4,3.29 - 3.76,masked,47%,15%,
Life Sciences,Not applicable,Human biology,515,264,128,3.39 - 3.83,3.18 - 3.68,51%,48%,
Life Sciences,Not applicable,Marine biology,126,61,36,3.19 - 3.62,3.32 - 3.51,48%,59%,
Life Sciences,Not applicable,Microbiology,117,53,19,3.44 - 3.87,3.44 - 3.73,45%,36%,
Life Sciences,Not applicable,Molecular & cell biology,273,149,46,3.42 - 3.85,3.32 - 3.74,55%,31%,
Life Sciences,Not applicable,Neurobiology,180,90,29,3.54 - 3.89,3.44 - 3.75,50%,32%,
Other Health Science,Not applicable,Global health,107,75,29,3.24 - 3.73,3.05 - 3.56,70%,39%,
Other/Interdisciplinary,Not applicable,Cognitive and behavioral neuroscience,59,27,9,3.44 - 3.88,3.08 - 3.82,46%,33%,
Other/Interdisciplinary,Not applicable,Cognitive science,254,173,73,3.25 - 3.73,3.25 - 3.56,68%,42%,
Other/Interdisciplinary,Not applicable,Communication arts,"1,111",594,172,3.36 - 3.85,3.18 - 3.76,53%,29%,
Other/Interdisciplinary,Not applicable,Interdisciplinary computer & the arts,17,9,5,3.11 - 3.60,2.99 - 3.45,53%,56%,
Other/Interdisciplinary,Not applicable,International studies - economics,272,184,90,3.41 - 3.84,3.37 - 3.78,68%,49%,
