Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Information & Computer Sci,Computer game science,126,46,21,3.26 - 3.74,3.19 - 3.61,37%,46%,
Arts & Humanities,School Of Humanities,Art history,81,55,8,3.26 - 3.68,3.08 - 3.51,68%,15%,
Arts & Humanities,School Of Humanities,Comparative literature,63,42,8,3.32 - 3.69,3.39 - 3.69,67%,19%,
Arts & Humanities,School Of Humanities,English,479,297,76,3.27 - 3.73,3.18 - 3.44,62%,26%,
Arts & Humanities,School Of Humanities,Film and media studies,267,172,37,3.26 - 3.71,3.09 - 3.55,64%,22%,
Arts & Humanities,School Of Humanities,French,19,11,4,3.07 - 3.76,masked,58%,36%,
Arts & Humanities,School Of Humanities,History,287,173,33,3.24 - 3.73,3.11 - 3.38,60%,19%,
Arts & Humanities,School Of Humanities,Japanese language & literature,67,42,12,3.19 - 3.68,3.15 - 3.43,63%,29%,
Arts & Humanities,School Of Humanities,Philosophy,199,135,17,3.30 - 3.75,3.04 - 3.45,68%,13%,
Arts & Humanities,School Of Humanities,Spanish,68,38,4,3.35 - 3.75,masked,56%,11%,
Arts & Humanities,School Of The arts,Art,158,109,31,3.26 - 3.71,3.26 - 3.68,69%,28%,
Arts & Humanities,School Of The arts,Dance,43,17,12,3.07 - 3.69,3.06 - 3.52,40%,71%,
Arts & Humanities,School Of The arts,Drama,171,115,49,3.31 - 3.75,3.40 - 3.70,67%,43%,
Arts & Humanities,School Of The arts,Music,46,13,10,3.41 - 3.66,3.42 - 3.59,28%,77%,
Business,Information & Computer Sci,Business information management,100,10,9,3.41 - 3.63,3.39 - 3.66,10%,90%,
Business,School Of Administration,Business administration,"1,776",108,12,3.87 - 4.00,3.69 - 3.95,6%,11%,
Business,School Of Social sciences,Business economics,597,354,57,3.50 - 3.86,3.41 - 3.76,59%,16%,
Computer Science,Information & Computer Sci,Computer science,499,235,89,3.28 - 3.70,3.20 - 3.62,47%,38%,
Computer Science,Information & Computer Sci,Informatics,37,15,12,3.33 - 3.71,3.34 - 3.73,41%,80%,
Engineering,Information & Computer Sci,Computer science & engineering,58,21,7,3.28 - 3.91,3.18 - 3.47,36%,33%,
Engineering,Information & Computer Sci,Software engineering,40,17,9,3.08 - 3.57,3.08 - 3.48,43%,53%,
Engineering,School Of Engineering,Aerospace engineering,115,46,8,3.40 - 3.81,3.18 - 3.55,40%,17%,
Engineering,School Of Engineering,Biomedical engineering,156,65,22,3.35 - 3.86,3.28 - 3.72,42%,34%,
Engineering,School Of Engineering,Biomedical engineering: premed,81,28,3,3.32 - 3.87,masked,35%,11%,
Engineering,School Of Engineering,Chemical engineering,245,108,23,3.37 - 3.76,3.27 - 3.77,44%,21%,
Engineering,School Of Engineering,Computer engineering,181,58,16,3.35 - 3.75,3.28 - 3.46,32%,28%,
Engineering,School Of Engineering,Computer science & engineering,65,20,9,3.40 - 3.70,3.42 - 3.69,31%,45%,
Engineering,School Of Engineering,Engineering - civil,225,72,13,3.39 - 3.74,3.29 - 3.47,32%,18%,
Engineering,School Of Engineering,Engineering - electrical,346,136,31,3.35 - 3.76,3.28 - 3.61,39%,23%,
Engineering,School Of Engineering,Engineering - mechanical,494,229,73,3.30 - 3.70,3.21 - 3.50,46%,32%,
Engineering,School Of Engineering,Environmental engineering,68,19,9,3.37 - 3.62,3.14 - 3.45,28%,47%,
Engineering,School Of Engineering,Materials science engineering,30,15,5,3.60 - 3.90,3.52 - 4.00,50%,33%,
Life Sciences,School Of Biological sciences,Biological sciences,"1,465",469,146,3.29 - 3.77,3.21 - 3.72,32%,31%,
Life Sciences,School Of Biological sciences,Ecology & evolutionary biology,62,15,3,3.17 - 3.62,masked,24%,20%,
Life Sciences,School Of Physical sciences,Environmental science,71,14,4,3.34 - 3.76,masked,20%,29%,
Nursing,School Of Nursing,Nursing science,104,6,3,3.62 - 3.88,masked,6%,50%,
Other/Interdisciplinary,School Of Humanities,Global cultures,46,26,4,3.29 - 3.59,masked,57%,15%,
Other/Interdisciplinary,School Of Humanities,Literary journalism,75,47,13,3.26 - 3.72,3.08 - 3.56,63%,28%,
Other/Interdisciplinary,School Of Social sciences,International studies,322,219,69,3.26 - 3.66,3.14 - 3.46,68%,32%,
Other/Interdisciplinary,Social Ecology,Social ecology,74,50,29,2.95 - 3.58,2.93 - 3.21,68%,58%,
Pharmacy,School Of Pharmacy,Pharmaceutical science,250,102,43,3.46 - 3.84,3.52 - 3.81,41%,42%,
Physical Sciences/Math,School Of Physical sciences,Chemistry,482,242,64,3.33 - 3.75,3.29 - 3.60,50%,26%,
Physical Sciences/Math,School Of Physical sciences,Mathematics,404,246,37,3.29 - 3.77,3.14 - 3.56,61%,15%,
Physical Sciences/Math,School Of Physical sciences,Physics,133,60,5,3.31 - 3.77,3.30 - 3.53,45%,8%,
Public Health,School Of Public health,Public health policy,89,58,33,3.26 - 3.68,3.19 - 3.51,65%,57%,
Public Health,School Of Public health,Public health sciences,151,56,26,3.36 - 3.77,3.32 - 3.77,37%,46%,
Social Sciences,School Of Humanities,Asian american studies,46,25,4,3.19 - 3.45,masked,54%,16%,
Social Sciences,School Of Humanities,Chinese studies,45,22,7,3.14 - 3.53,2.99 - 3.28,49%,32%,
Social Sciences,School Of Social sciences,Anthropology,286,186,32,3.21 - 3.65,2.99 - 3.38,65%,17%,
Social Sciences,School Of Social sciences,Economics,639,282,27,3.48 - 3.88,3.37 - 3.72,44%,10%,
Social Sciences,School Of Social sciences,Political science,601,400,94,3.22 - 3.73,3.12 - 3.44,67%,24%,
Social Sciences,School Of Social sciences,Psychology,"1,061",603,122,3.29 - 3.75,3.23 - 3.55,57%,20%,
Social Sciences,School Of Social sciences,Social sciences,12,10,9,3.00 - 3.58,3.09 - 3.65,83%,90%,
Social Sciences,School Of Social sciences,Sociology,550,354,92,3.18 - 3.64,3.08 - 3.46,64%,26%,
Social Sciences,Social Ecology,"Criminolgy, law & society",274,166,99,3.23 - 3.67,3.21 - 3.65,61%,60%,
Social Sciences,Social Ecology,Psychology & social behavior,661,495,278,3.22 - 3.67,3.18 - 3.59,75%,56%,
Social Sciences,Social Ecology,Urban studies,51,39,9,3.17 - 3.57,3.05 - 3.34,76%,23%,
