Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Letters & science,Art - studio,189,108,19,3.59 - 3.89,3.50 - 3.89,57%,18%,
Arts & Humanities,College Of Letters & science,Art history,118,66,9,3.53 - 3.89,3.48 - 3.72,56%,14%,
Arts & Humanities,College Of Letters & science,English,546,293,57,3.55 - 3.91,3.52 - 3.86,54%,19%,
Arts & Humanities,College Of Letters & science,Film studies,553,280,71,3.55 - 3.90,3.54 - 3.88,51%,25%,
Arts & Humanities,College Of Letters & science,History,390,201,38,3.55 - 3.92,3.41 - 3.77,52%,19%,
Arts & Humanities,College Of Letters & science,History of public policy and law,47,21,5,3.56 - 3.85,3.56 - 3.85,45%,24%,
Arts & Humanities,College Of Letters & science,Japanese,44,26,3,3.41 - 3.91,masked,59%,12%,
Arts & Humanities,College Of Letters & science,Linguistics,190,120,20,3.57 - 3.92,3.63 - 3.94,63%,17%,
Arts & Humanities,College Of Letters & science,Music,67,25,4,3.50 - 3.94,masked,37%,16%,
Arts & Humanities,College Of Letters & science,Philosophy,281,130,14,3.54 - 3.97,3.51 - 3.87,46%,11%,
Arts & Humanities,College Of Letters & science,Theater,151,67,12,3.57 - 3.88,3.58 - 3.89,44%,18%,
Business,College Of Letters & science,Actuarial science,102,84,26,3.61 - 3.97,3.50 - 3.87,82%,31%,
Computer Science,College Of Engineering,Computer science,"1,397",135,9,3.97 - 4.00,3.80 - 4.00,10%,7%,
Engineering,College Of Engineering,Chemical engineering,698,128,15,3.73 - 3.95,3.73 - 3.90,18%,12%,
Engineering,College Of Engineering,Computer engineering,292,98,21,3.79 - 3.92,3.74 - 3.91,34%,21%,
Engineering,College Of Engineering,Electrical engineering,264,67,5,3.74 - 3.95,3.66 - 3.87,25%,7%,
Life Sciences,College Of Letters & science,Biological sciences,"2,047",707,123,3.57 - 3.90,3.45 - 3.83,35%,17%,
Life Sciences,College Of Letters & science,Environmental studies,292,144,52,3.51 - 3.84,3.50 - 3.79,49%,36%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,"1,615",901,336,3.52 - 3.90,3.48 - 3.83,56%,37%,
Other/Interdisciplinary,College Of Letters & science,Global studies,249,159,23,3.41 - 3.89,3.42 - 3.69,64%,14%,
Physical Sciences/Math,College Of Letters & science,Applied mathematics,229,168,12,3.65 - 3.94,3.50 - 3.78,73%,7%,
Physical Sciences/Math,College Of Letters & science,Chemistry,449,252,33,3.59 - 3.93,3.50 - 3.80,56%,13%,
Physical Sciences/Math,College Of Letters & science,Financial mathematics & statistics,127,86,18,3.65 - 3.97,3.61 - 3.86,68%,21%,
Physical Sciences/Math,College Of Letters & science,Geology,83,39,12,3.43 - 3.80,3.36 - 3.68,47%,31%,
Physical Sciences/Math,College Of Letters & science,Mathematics,402,278,34,3.52 - 3.89,3.48 - 3.85,69%,12%,
Physical Sciences/Math,College Of Letters & science,Physics,238,150,20,3.54 - 3.93,3.42 - 3.85,63%,13%,
Physical Sciences/Math,College Of Letters & science,Statistics and data science,541,427,84,3.61 - 3.93,3.47 - 3.83,79%,20%,
Social Sciences,College Of Letters & science,Anthropology,395,200,39,3.53 - 3.91,3.45 - 3.78,51%,20%,
Social Sciences,College Of Letters & science,Biopsychology,300,182,47,3.60 - 3.91,3.53 - 3.86,61%,26%,
Social Sciences,College Of Letters & science,Economics,"2,298","1,329",245,3.52 - 3.91,3.35 - 3.77,58%,18%,
Social Sciences,College Of Letters & science,Economics and accounting,"1,291",770,182,3.56 - 3.93,3.39 - 3.82,60%,24%,
Social Sciences,College Of Letters & science,Feminist studies,63,32,3,3.58 - 3.89,masked,51%,9%,
Social Sciences,College Of Letters & science,Geography,94,54,11,3.50 - 3.94,3.56 - 3.94,57%,20%,
Social Sciences,College Of Letters & science,Political science,"1,133",621,127,3.57 - 3.91,3.49 - 3.78,55%,20%,
Social Sciences,College Of Letters & science,Psychological and brain science,"1,391",730,175,3.54 - 3.90,3.46 - 3.83,52%,24%,
Social Sciences,College Of Letters & science,Sociology,"1,417",764,182,3.52 - 3.91,3.41 - 3.80,54%,24%,
