Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,School Of The arts & architecture,Architectural studies,187,20,8,3.75 - 3.92,3.73 - 3.86,11%,40%,
Arts & Humanities,College Of Letters & science,American literature & culture,45,28,20,3.30 - 3.69,3.35 - 3.80,62%,71%,
Arts & Humanities,College Of Letters & science,Art history,132,79,41,3.40 - 3.78,3.40 - 3.71,60%,52%,
Arts & Humanities,College Of Letters & science,Chinese,80,32,18,3.37 - 3.74,3.28 - 3.67,40%,56%,
Arts & Humanities,College Of Letters & science,Comparative literature,55,34,20,3.17 - 3.68,3.13 - 3.43,62%,59%,
Arts & Humanities,College Of Letters & science,English,648,280,141,3.58 - 3.90,3.58 - 3.88,43%,50%,
Arts & Humanities,College Of Letters & science,French,22,16,7,3.25 - 3.74,3.33 - 3.66,73%,44%,
Arts & Humanities,College Of Letters & science,French & linguistics,5,4,3,masked,masked,80%,75%,
Arts & Humanities,College Of Letters & science,German,12,9,4,3.29 - 3.48,masked,75%,44%,
Arts & Humanities,College Of Letters & science,Japanese,92,54,39,3.39 - 3.70,3.40 - 3.67,59%,72%,
Arts & Humanities,College Of Letters & science,Jewish studies,16,9,8,3.51 - 3.90,3.47 - 3.86,56%,89%,
Arts & Humanities,College Of Letters & science,Korean,10,7,5,3.48 - 3.72,3.57 - 3.69,70%,71%,
Arts & Humanities,College Of Letters & science,Linguistics,130,78,59,3.50 - 3.81,3.47 - 3.79,60%,76%,
Arts & Humanities,College Of Letters & science,Linguistics & anthropology,12,6,3,3.65 - 3.96,masked,50%,50%,
Arts & Humanities,College Of Letters & science,Linguistics & asian languages & cultures,32,20,15,3.51 - 3.83,3.48 - 3.81,63%,75%,
Arts & Humanities,College Of Letters & science,Linguistics & computer science,32,10,7,3.42 - 3.86,3.43 - 3.96,31%,70%,
Arts & Humanities,College Of Letters & science,Linguistics & psychology,41,19,16,3.47 - 3.66,3.47 - 3.65,46%,84%,
Arts & Humanities,College Of Letters & science,Music history,27,14,8,3.65 - 3.98,3.70 - 3.87,52%,57%,
Arts & Humanities,College Of Letters & science,Philosophy,294,171,105,3.40 - 3.78,3.35 - 3.80,58%,61%,
Arts & Humanities,College Of Letters & science,Portuguese,7,3,3,masked,masked,43%,100%,
Arts & Humanities,College Of Letters & science,Pre-history,411,250,171,3.50 - 3.90,3.45 - 3.85,61%,68%,
Arts & Humanities,College Of Letters & science,Spanish,57,38,25,3.30 - 3.75,3.27 - 3.74,67%,66%,
Arts & Humanities,College Of Letters & science,Spanish & linguistics,7,6,4,3.42 - 3.81,masked,86%,67%,
Arts & Humanities,College Of Letters & science,Study of religion,27,10,4,3.35 - 3.68,masked,37%,40%,
Arts & Humanities,School Of The arts & architecture,Art,189,16,13,3.32 - 3.86,3.12 - 3.80,8%,81%,
Arts & Humanities,School Of The arts & architecture,Design media arts,219,17,16,3.49 - 3.83,3.49 - 3.79,8%,94%,
Arts & Humanities,School Of The arts & architecture,Ethnomusicology,41,7,6,3.58 - 3.78,3.54 - 3.82,17%,86%,
Arts & Humanities,School Of The arts & architecture,Music,83,4,3,masked,masked,5%,75%,
Arts & Humanities,School Of The arts & architecture,World arts & culture,28,6,4,3.38 - 3.85,masked,21%,67%,
Arts & Humanities,"School Of Theater, film and television",Film & television,607,12,9,3.53 - 3.88,3.56 - 3.88,2%,75%,
Arts & Humanities,"School Of Theater, film and television",Theater,219,6,6,3.33 - 3.70,3.33 - 3.70,3%,100%,
Business,College Of Letters & science,Pre-business economics,"2,133",248,157,3.90 - 4.00,3.90 - 4.00,12%,63%,
Computer Science,School Of Engineering & applied sci,Computer science,836,31,13,3.86 - 4.00,3.76 - 3.94,4%,42%,
Engineering,School Of Engineering & applied sci,Aerospace engineering,140,17,13,3.83 - 4.00,3.83 - 4.00,12%,76%,
Engineering,School Of Engineering & applied sci,Chemical engineering,252,32,18,3.85 - 4.00,3.82 - 4.00,13%,56%,
Engineering,School Of Engineering & applied sci,Civil engineering,243,31,16,3.77 - 3.95,3.77 - 3.96,13%,52%,
Engineering,School Of Engineering & applied sci,Computer science & engineering,317,35,17,3.90 - 4.00,3.83 - 4.00,11%,49%,
Engineering,School Of Engineering & applied sci,Electrical engineering,403,65,33,3.80 - 4.00,3.77 - 4.00,16%,51%,
Engineering,School Of Engineering & applied sci,Materials engineering,53,11,6,3.83 - 3.99,3.79 - 3.96,21%,55%,
Engineering,School Of Engineering & applied sci,Mechanical engineering,555,87,35,3.77 - 3.98,3.75 - 3.94,16%,40%,
Life Sciences,College Of Letters & science,Biochemistry,394,101,44,3.66 - 3.93,3.68 - 3.90,26%,44%,
Life Sciences,College Of Letters & science,Biology,817,162,89,3.62 - 3.88,3.62 - 3.86,20%,55%,
Life Sciences,College Of Letters & science,Environmental science,101,22,9,3.41 - 3.78,3.41 - 3.55,22%,41%,
Life Sciences,College Of Letters & science,"Molecular, cell, & developmental biology",157,80,45,3.60 - 3.88,3.59 - 3.83,51%,56%,
Life Sciences,College Of Letters & science,Neuroscience,168,53,30,3.54 - 3.91,3.51 - 3.85,32%,57%,
Life Sciences,College Of Letters & science,Physiological science,112,30,20,3.56 - 3.91,3.54 - 3.76,27%,67%,
Life Sciences,College Of Letters & science,Pre-microbiology - immunology - molecular genetics,117,39,19,3.59 - 3.81,3.48 - 3.77,33%,49%,
Nursing,School Of Nursing,Nursing - four year program,150,10,10,3.82 - 3.96,3.82 - 3.96,7%,100%,
Other/Interdisciplinary,College Of Letters & science,Classical civilization,22,14,5,3.34 - 3.76,3.52 - 3.72,64%,36%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,962,128,90,3.90 - 4.00,3.90 - 4.00,13%,70%,
Other/Interdisciplinary,College Of Letters & science,Pre human biology and society,117,12,7,3.73 - 4.00,3.70 - 4.00,10%,58%,
Other/Interdisciplinary,College Of Letters & science,Pre-cognitive science,108,48,30,3.48 - 3.81,3.43 - 3.66,44%,63%,
Other/Interdisciplinary,College Of Letters & science,Pre-global studies,122,41,22,3.72 - 3.91,3.73 - 3.92,34%,54%,
Physical Sciences/Math,College Of Letters & science,Astrophysics,53,14,6,3.52 - 3.80,3.48 - 3.79,26%,43%,
Physical Sciences/Math,College Of Letters & science,Chemistry,268,87,53,3.47 - 3.89,3.41 - 3.81,32%,61%,
Physical Sciences/Math,College Of Letters & science,Chemistry - material science,43,15,11,3.42 - 3.73,3.40 - 3.60,35%,73%,
Physical Sciences/Math,College Of Letters & science,Geology,16,7,4,3.65 - 3.89,masked,44%,57%,
Physical Sciences/Math,College Of Letters & science,Geophysics - geology & space physics,5,3,3,masked,masked,60%,100%,
Physical Sciences/Math,College Of Letters & science,Physics,167,64,19,3.63 - 3.94,3.60 - 3.93,38%,30%,
Physical Sciences/Math,College Of Letters & science,Pre-applied mathematics,135,65,38,3.55 - 3.92,3.46 - 3.88,48%,58%,
Physical Sciences/Math,College Of Letters & science,Pre-financial actuarial mathematics,204,70,46,3.80 - 4.00,3.80 - 4.00,34%,66%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics,189,82,39,3.54 - 3.90,3.50 - 3.81,43%,48%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics for teaching,36,10,6,3.58 - 3.92,3.57 - 3.79,28%,60%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics of computation,31,18,8,3.56 - 3.88,3.55 - 3.79,58%,44%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics/applied science,31,15,7,3.64 - 3.90,3.58 - 3.80,48%,47%,
Physical Sciences/Math,College Of Letters & science,Pre-mathematics/economics,203,70,41,3.80 - 3.98,3.77 - 3.92,34%,59%,
Physical Sciences/Math,College Of Letters & science,Pre-statistics,146,67,30,3.62 - 3.91,3.67 - 3.90,46%,45%,
Social Sciences,College Of Letters & science,African american studies,42,23,15,3.21 - 3.41,3.27 - 3.39,55%,65%,
Social Sciences,College Of Letters & science,American indian studies,9,4,4,masked,masked,44%,100%,
Social Sciences,College Of Letters & science,Anthropology,437,222,134,3.35 - 3.77,3.34 - 3.68,51%,60%,
Social Sciences,College Of Letters & science,Asian american studies,59,23,19,3.36 - 3.64,3.34 - 3.61,39%,83%,
Social Sciences,College Of Letters & science,Asian humanities,19,12,7,3.51 - 3.79,3.48 - 3.77,63%,58%,
Social Sciences,College Of Letters & science,Chicana & chicano studies,63,24,17,3.19 - 3.53,3.16 - 3.46,38%,71%,
Social Sciences,College Of Letters & science,Gender studies,179,105,81,3.32 - 3.67,3.29 - 3.66,59%,77%,
Social Sciences,College Of Letters & science,Geography,70,43,28,3.44 - 3.84,3.44 - 3.85,61%,65%,
Social Sciences,College Of Letters & science,Geography/environmental studies,65,31,16,3.47 - 3.90,3.54 - 3.85,48%,52%,
Social Sciences,College Of Letters & science,Middle eastern studies,27,8,3,3.28 - 3.53,masked,30%,38%,
Social Sciences,College Of Letters & science,Pre international development studies,154,46,21,3.70 - 3.94,3.71 - 3.95,30%,46%,
Social Sciences,College Of Letters & science,Pre-asian studies,109,56,39,3.52 - 3.82,3.51 - 3.82,51%,70%,
Social Sciences,College Of Letters & science,Pre-economics,"1,299",186,95,3.85 - 4.00,3.83 - 4.00,14%,51%,
Social Sciences,College Of Letters & science,Pre-european studies,9,6,6,3.10 - 3.38,3.10 - 3.38,67%,100%,
Social Sciences,College Of Letters & science,Pre-latin american studies,24,10,5,3.08 - 3.27,3.14 - 3.27,42%,50%,
Social Sciences,College Of Letters & science,Pre-political science,904,390,218,3.58 - 3.89,3.56 - 3.81,43%,56%,
Social Sciences,College Of Letters & science,Pre-psychobiology,122,31,23,3.55 - 3.82,3.57 - 3.78,25%,74%,
Social Sciences,College Of Letters & science,Pre-psychology,"1,577",350,255,3.73 - 3.95,3.72 - 3.94,22%,73%,
Social Sciences,College Of Letters & science,Pre-sociology,919,393,252,3.57 - 3.87,3.56 - 3.84,43%,64%,
Social Sciences,College Of Letters & science,Spanish and community and culture,13,7,5,3.26 - 3.68,3.27 - 3.58,54%,71%,
Undeclared,College Of Letters & science,Undeclared - social science,6,5,5,2.85 - 3.22,2.85 - 3.22,83%,100%,
