Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,College Of Agric & environ sciences,Community & regional development,63,49,24,3.07 - 3.66,3.00 - 3.44,78%,49%,
Architecture,College Of Agric & environ sciences,Pre-landscape architecture,58,42,15,3.22 - 3.66,3.24 - 3.63,72%,36%,
Arts & Humanities,College Of Letters & science,Art - studio,92,67,19,3.23 - 3.70,3.21 - 3.65,73%,28%,
Arts & Humanities,College Of Letters & science,Art history,65,47,9,3.20 - 3.60,3.24 - 3.77,72%,19%,
Arts & Humanities,College Of Letters & science,Comparative literature,15,9,3,2.94 - 3.37,masked,60%,33%,
Arts & Humanities,College Of Letters & science,Design,167,121,45,3.28 - 3.69,3.30 - 3.69,72%,37%,
Arts & Humanities,College Of Letters & science,Dramatic art,40,28,11,3.20 - 3.73,3.29 - 3.67,70%,39%,
Arts & Humanities,College Of Letters & science,English,423,312,97,3.22 - 3.72,3.14 - 3.59,74%,31%,
Arts & Humanities,College Of Letters & science,Film studies,81,61,10,3.10 - 3.75,3.12 - 3.74,75%,16%,
Arts & Humanities,College Of Letters & science,French,17,13,4,3.32 - 3.75,masked,76%,31%,
Arts & Humanities,College Of Letters & science,History,223,159,57,3.20 - 3.72,3.08 - 3.53,71%,36%,
Arts & Humanities,College Of Letters & science,Japanese,34,28,6,3.17 - 3.69,3.19 - 3.66,82%,21%,
Arts & Humanities,College Of Letters & science,Linguistics,113,91,29,3.29 - 3.75,3.21 - 3.66,81%,32%,
Arts & Humanities,College Of Letters & science,Music,38,32,7,3.23 - 3.70,3.08 - 3.52,84%,22%,
Arts & Humanities,College Of Letters & science,Philosophy,151,108,24,3.21 - 3.65,3.03 - 3.42,72%,22%,
Arts & Humanities,College Of Letters & science,Religious studies,21,13,3,3.28 - 3.76,masked,62%,23%,
Arts & Humanities,College Of Letters & science,Spanish,49,37,11,3.11 - 3.54,3.14 - 3.43,76%,30%,
Arts & Humanities,College Of Letters & science,Technocultural studies,9,8,3,3.31 - 3.64,masked,89%,38%,
Business,College Of Agric & environ sciences,Managerial economics,451,366,153,3.24 - 3.68,3.14 - 3.54,81%,42%,
Computer Science,College Of Letters & science,Computer science,294,210,82,3.17 - 3.66,3.11 - 3.54,71%,39%,
Education,College Of Agric & environ sciences,Agricultural and environmental education,20,13,8,3.36 - 3.82,3.46 - 3.88,65%,62%,
Engineering,College Of Engineering,Aerospace science and engineering,90,21,11,3.40 - 3.85,3.48 - 3.87,23%,52%,
Engineering,College Of Engineering,Biochemical engineering,18,6,3,3.46 - 3.95,masked,33%,50%,
Engineering,College Of Engineering,Biomedical engineering,122,33,15,3.52 - 3.86,3.32 - 3.59,27%,45%,
Engineering,College Of Engineering,Chemical engineering,157,55,17,3.45 - 3.76,3.33 - 3.55,35%,31%,
Engineering,College Of Engineering,Chemistry/materials science & engineering,24,9,3,3.37 - 3.82,masked,38%,33%,
Engineering,College Of Engineering,Civil engineering,240,74,32,3.45 - 3.75,3.42 - 3.68,31%,43%,
