Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,School Of The arts & architecture,Architectural studies,209,25,11,3.62 - 3.94,3.32 - 3.87,12%,44%,
Arts & Humanities,College Of Letters & science,American literature & culture,40,19,16,3.26 - 3.61,3.25 - 3.59,48%,84%,
Arts & Humanities,College Of Letters & science,Art history,157,103,61,3.41 - 3.78,3.38 - 3.69,66%,59%,
Arts & Humanities,College Of Letters & science,Chinese,46,19,6,3.42 - 3.82,3.44 - 3.52,41%,32%,
Arts & Humanities,College Of Letters & science,Comparative literature,56,38,21,3.31 - 3.73,3.28 - 3.70,68%,55%,
Arts & Humanities,College Of Letters & science,English,713,272,153,3.55 - 3.86,3.56 - 3.85,38%,56%,
Arts & Humanities,College Of Letters & science,French,30,17,9,3.41 - 3.76,3.32 - 3.75,57%,53%,
Arts & Humanities,College Of Letters & science,French & linguistics,8,3,3,masked,masked,38%,100%,
Arts & Humanities,College Of Letters & science,German,12,8,3,3.33 - 3.71,masked,67%,38%,
Arts & Humanities,College Of Letters & science,Italian,6,3,3,masked,masked,50%,100%,
Arts & Humanities,College Of Letters & science,Japanese,88,55,35,3.43 - 3.78,3.38 - 3.71,63%,64%,
Arts & Humanities,College Of Letters & science,Jewish studies,16,10,6,3.34 - 3.59,3.38 - 3.58,63%,60%,
Arts & Humanities,College Of Letters & science,Linguistics,113,60,45,3.41 - 3.79,3.38 - 3.71,53%,75%,
Arts & Humanities,College Of Letters & science,Linguistics & anthropology,18,11,8,3.57 - 3.73,3.59 - 3.70,61%,73%,
Arts & Humanities,College Of Letters & science,Linguistics & asian languages & cultures,30,18,11,3.40 - 3.86,3.36 - 3.84,60%,61%,
Arts & Humanities,College Of Letters & science,Linguistics & psychology,47,25,21,3.34 - 3.64,3.34 - 3.66,53%,84%,
Arts & Humanities,College Of Letters & science,Linguistics & spanish,13,5,3,3.54 - 3.68,masked,38%,60%,
Arts & Humanities,College Of Letters & science,Music history,21,12,7,3.52 - 3.80,3.55 - 3.85,57%,58%,
Arts & Humanities,College Of Letters & science,Philosophy,410,242,157,3.35 - 3.73,3.34 - 3.67,59%,65%,
Arts & Humanities,College Of Letters & science,Pre-history,475,215,150,3.59 - 3.91,3.56 - 3.91,45%,70%,
Arts & Humanities,College Of Letters & science,Spanish,75,54,31,3.16 - 3.68,3.07 - 3.66,72%,57%,
Arts & Humanities,College Of Letters & science,Study of religion,33,18,8,3.33 - 3.83,3.31 - 3.57,55%,44%,
Arts & Humanities,School Of The arts & architecture,Art,205,25,22,3.36 - 3.63,3.36 - 3.62,12%,88%,
Arts & Humanities,School Of The arts & architecture,Design media arts,175,15,12,3.43 - 3.82,3.37 - 3.84,9%,80%,
Arts & Humanities,School Of The arts & architecture,Ethnomusicology,33,8,6,3.35 - 3.75,3.65 - 3.85,24%,75%,
Arts & Humanities,School Of The arts & architecture,Music,102,17,14,3.19 - 3.65,3.03 - 3.64,17%,82%,
Arts & Humanities,School Of The arts & architecture,World arts & culture,50,16,12,3.37 - 3.76,3.50 - 3.74,32%,75%,
Arts & Humanities,"School Of Theater, film and television",Film & television,546,15,13,3.45 - 3.84,3.37 - 3.81,3%,87%,
Arts & Humanities,"School Of Theater, film and television",Theater,238,9,8,3.61 - 3.88,3.58 - 3.88,4%,89%,
Business,College Of Letters & science,Pre-business economics,"1,880",335,183,3.88 - 4.00,3.87 - 4.00,18%,55%,
Computer Science,School Of Engineering & applied sci,Computer science,404,18,10,3.84 - 3.95,3.77 - 3.93,4%,56%,
Engineering,College Of Letters & science,Geology - engineering geology,10,6,4,3.30 - 3.55,masked,60%,67%,
Engineering,School Of Engineering & applied sci,Aerospace engineering,123,11,3,3.86 - 4.00,masked,9%,27%,
Engineering,School Of Engineering & applied sci,Bioengineering,150,38,12,3.65 - 3.98,3.67 - 3.96,25%,32%,
Engineering,School Of Engineering & applied sci,Chemical engineering,215,26,12,3.81 - 4.00,3.85 - 3.97,12%,46%,
Engineering,School Of Engineering & applied sci,Civil engineering,234,27,8,3.80 - 3.93,3.76 - 3.90,12%,30%,
Engineering,School Of Engineering & applied sci,Computer science & engineering,210,34,13,3.84 - 4.00,3.86 - 3.94,16%,38%,
Engineering,School Of Engineering & applied sci,Electrical engineering,356,105,60,3.71 - 3.94,3.67 - 3.84,29%,57%,
Engineering,School Of Engineering & applied sci,Materials engineering,55,12,6,3.67 - 4.00,3.62 - 3.73,22%,50%,
Engineering,School Of Engineering & applied sci,Mechanical engineering,399,22,7,3.80 - 4.00,3.72 - 3.92,6%,32%,
Life Sciences,College Of Letters & science,Biochemistry,527,184,81,3.71 - 3.94,3.68 - 3.92,35%,44%,
Life Sciences,College Of Letters & science,Biology,855,120,73,3.58 - 3.87,3.58 - 3.84,14%,61%,
Life Sciences,College Of Letters & science,"Ecology, behavior & evolution",33,5,3,3.39 - 3.80,masked,15%,60%,
Life Sciences,College Of Letters & science,Environmental science,88,19,7,3.43 - 3.84,3.33 - 3.59,22%,37%,
Life Sciences,College Of Letters & science,"Molecular, cell, & developmental biology",162,77,38,3.52 - 3.82,3.40 - 3.80,48%,49%,
Life Sciences,College Of Letters & science,Neuroscience,123,31,18,3.50 - 3.83,3.51 - 3.83,25%,58%,
Life Sciences,College Of Letters & science,Physiological science,105,27,19,3.39 - 3.83,3.45 - 3.75,26%,70%,
Life Sciences,College Of Letters & science,Pre-microbiology - immunology - molecular genetics,134,44,27,3.59 - 3.85,3.47 - 3.84,33%,61%,
Nursing,School Of Nursing,Nursing - four year program,159,10,10,3.76 - 3.90,3.76 - 3.90,6%,100%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,907,118,91,3.83 - 3.96,3.83 - 3.95,13%,77%,
Other/Interdisciplinary,College Of Letters & science,Pre human biology and society,87,17,10,3.33 - 3.55,3.30 - 3.54,20%,59%,
Other/Interdisciplinary,College Of Letters & science,Pre-cognitive science,100,35,21,3.42 - 3.74,3.35 - 3.59,35%,60%,
Other/Interdisciplinary,College Of Letters & science,Pre-global studies,118,33,12,3.77 - 4.00,3.77 - 3.88,28%,36%,
