Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,College Of Environmental design,Architecture,226,64,49,3.47 - 3.89,3.46 - 3.89,28%,77%,
Architecture,College Of Environmental design,Landscape architecture,18,6,5,3.21 - 3.54,3.22 - 3.58,33%,83%,
Architecture,College Of Environmental design,Sustainable environmental design,36,7,6,3.32 - 3.78,3.47 - 3.81,19%,86%,
Arts & Humanities,College Of Letters & science,Art,212,71,39,3.54 - 3.87,3.54 - 3.87,33%,55%,
Arts & Humanities,College Of Letters & science,Chinese language & literature,72,25,8,3.75 - 4.00,3.73 - 4.00,35%,32%,
Arts & Humanities,College Of Letters & science,Comparative literature,59,27,13,3.45 - 3.90,3.34 - 3.70,46%,48%,
Arts & Humanities,College Of Letters & science,"East asian religion, thought, and culture",117,28,11,3.58 - 3.93,3.79 - 3.93,24%,39%,
Arts & Humanities,College Of Letters & science,English,557,175,91,3.58 - 3.98,3.52 - 3.97,31%,52%,
Arts & Humanities,College Of Letters & science,Film,261,59,33,3.65 - 3.92,3.67 - 3.91,23%,56%,
Arts & Humanities,College Of Letters & science,French,17,6,3,3.63 - 3.94,masked,35%,50%,
Arts & Humanities,College Of Letters & science,History,356,91,41,3.74 - 3.95,3.63 - 3.93,26%,45%,
Arts & Humanities,College Of Letters & science,History of art,107,51,22,3.54 - 3.89,3.65 - 3.89,48%,43%,
Arts & Humanities,College Of Letters & science,Japanese language & literature,78,35,18,3.51 - 3.88,3.49 - 3.90,45%,51%,
Arts & Humanities,College Of Letters & science,Linguistics,182,34,12,3.78 - 4.00,3.81 - 3.93,19%,35%,
Arts & Humanities,College Of Letters & science,Music,68,20,7,3.66 - 3.94,3.64 - 3.90,29%,35%,
Arts & Humanities,College Of Letters & science,Philosophy,324,146,76,3.49 - 3.91,3.35 - 3.86,45%,52%,
Arts & Humanities,College Of Letters & science,Rhetoric,87,45,35,3.33 - 3.77,3.28 - 3.75,52%,78%,
Arts & Humanities,College Of Letters & science,South & southeast asian studies,13,6,4,3.75 - 3.95,masked,46%,67%,
Arts & Humanities,College Of Letters & science,Spanish,49,21,9,3.41 - 3.83,3.24 - 3.55,43%,43%,
Arts & Humanities,College Of Letters & science,Spanish - option d,20,9,6,3.29 - 3.78,3.19 - 3.55,45%,67%,
Arts & Humanities,College Of Letters & science,Theater and performance studies,90,25,13,3.44 - 3.85,3.56 - 3.86,28%,52%,
Business,School Of Business administration,Business administration,"1,919",104,91,3.84 - 4.00,3.84 - 4.00,5%,88%,
Computer Science,College Of Letters & science,Computer science,"1,026",63,48,3.88 - 4.00,3.89 - 4.00,6%,76%,
Engineering,College Of Chemistry,Chemical engineering,140,46,29,3.81 - 3.95,3.80 - 3.95,33%,63%,
Engineering,College Of Engineering,Bioengineering,138,9,7,3.84 - 3.95,3.83 - 3.94,7%,78%,
Engineering,College Of Engineering,Civil engineering,216,28,20,3.76 - 3.95,3.76 - 3.95,13%,71%,
Engineering,College Of Engineering,Electrical engineering - computer science,"1,319",151,128,3.86 - 4.00,3.87 - 4.00,11%,85%,
Engineering,College Of Engineering,Engineering physics,36,4,3,masked,masked,11%,75%,
Engineering,College Of Engineering,Industrial engineering & operations research engineering,47,5,5,3.83 - 3.94,3.83 - 3.94,11%,100%,
Engineering,College Of Engineering,Mechanical engineering,572,68,43,3.82 - 4.00,3.82 - 4.00,12%,63%,
Engineering,College Of Letters & science,Operations research & management science,12,6,6,3.60 - 3.92,3.60 - 3.92,50%,100%,
Life Sciences,College Of Letters & science,Environmental economics & policy,101,34,32,3.70 - 3.90,3.70 - 3.91,34%,94%,
Life Sciences,College Of Letters & science,Geography,53,7,4,3.67 - 4.00,masked,13%,57%,
Life Sciences,College Of Letters & science,Integrative biology,135,31,15,3.74 - 3.93,3.63 - 3.85,23%,48%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 1,377,97,34,3.68 - 3.95,3.64 - 3.97,26%,35%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 2,69,7,3,3.57 - 3.86,masked,10%,43%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl1 - 3,73,19,10,3.59 - 3.93,3.57 - 3.74,26%,53%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl2 - 2,191,47,19,3.65 - 3.94,3.54 - 3.92,25%,40%,
Life Sciences,College Of Letters & science,Molecular & cell biology - pl2 - 3,181,41,19,3.64 - 3.96,3.49 - 3.85,23%,46%,
Life Sciences,College Of Natural resources,Conservation & resource studies,57,21,14,3.41 - 3.74,3.42 - 3.64,37%,67%,
Life Sciences,College Of Natural resources,Environmental economics & policy,109,28,24,3.58 - 3.85,3.58 - 3.85,26%,86%,
Life Sciences,College Of Natural resources,Environmental science,83,15,4,3.59 - 3.83,masked,18%,27%,
Life Sciences,College Of Natural resources,Forestry & natural resources,23,10,8,3.47 - 3.93,3.45 - 3.96,43%,80%,
Life Sciences,College Of Natural resources,Genetics & plant biology,33,6,3,3.32 - 3.49,masked,18%,50%,
Life Sciences,College Of Natural resources,Microbial biology,97,33,16,3.65 - 3.93,3.54 - 3.85,34%,48%,
Life Sciences,College Of Natural resources,Molecular environmental biology,147,25,9,3.58 - 3.85,3.46 - 3.83,17%,36%,
Life Sciences,College Of Natural resources,Society and environment,85,29,22,3.41 - 3.73,3.41 - 3.76,34%,76%,
Other/Interdisciplinary,College Of Letters & science,Cognitive science,184,29,15,3.73 - 4.00,3.59 - 3.98,16%,52%,
Other/Interdisciplinary,College Of Letters & science,Global studies,202,46,25,3.72 - 3.94,3.67 - 3.86,23%,54%,
Other/Interdisciplinary,College Of Letters & science,Interdisciplinary studies,60,24,17,3.41 - 3.68,3.44 - 3.63,40%,71%,
Other/Interdisciplinary,College Of Letters & science,Legal studies,101,35,28,3.49 - 3.92,3.47 - 3.85,35%,80%,
Other/Interdisciplinary,College Of Letters & science,Media studies,517,218,133,3.48 - 3.91,3.40 - 3.86,42%,61%,
Other/Interdisciplinary,College Of Letters & science,Near eastern civilizations,10,6,6,3.35 - 3.57,3.35 - 3.57,60%,100%,
Other/Interdisciplinary,College Of Natural resources,Nutritional science,123,16,11,3.60 - 3.90,3.56 - 3.76,13%,69%,
Physical Sciences/Math,College Of Chemistry,Chemical biology,148,25,13,3.75 - 4.00,3.75 - 4.00,17%,52%,
Physical Sciences/Math,College Of Chemistry,Chemistry,233,36,20,3.73 - 3.92,3.72 - 3.87,15%,56%,
Physical Sciences/Math,College Of Engineering,Materials science & engineering,53,8,7,3.80 - 3.86,3.79 - 3.88,15%,88%,
Physical Sciences/Math,College Of Letters & science,Applied mathematics,440,130,81,3.69 - 4.00,3.65 - 4.00,30%,62%,
Physical Sciences/Math,College Of Letters & science,Astrophysics,84,16,9,3.62 - 3.84,3.62 - 3.80,19%,56%,
Physical Sciences/Math,College Of Letters & science,Chemistry,30,15,8,3.50 - 3.76,3.51 - 3.65,50%,53%,
Physical Sciences/Math,College Of Letters & science,Geology,25,9,4,3.60 - 3.88,masked,36%,44%,
Physical Sciences/Math,College Of Letters & science,Mathematics,339,96,56,3.64 - 3.95,3.57 - 3.96,28%,58%,
Physical Sciences/Math,College Of Letters & science,Physics,207,81,47,3.54 - 3.91,3.54 - 3.88,39%,58%,
Physical Sciences/Math,College Of Letters & science,Statistics,264,79,58,3.73 - 4.00,3.68 - 4.00,30%,73%,
Public Admin,College Of Letters & science,Social welfare,92,32,26,3.43 - 3.87,3.37 - 3.88,35%,81%,
Public Health,College Of Letters & science,Public health,192,40,23,3.55 - 3.90,3.56 - 3.87,21%,58%,
Social Sciences,College Of Environmental design,Urban studies,34,7,5,3.37 - 3.52,3.33 - 3.43,21%,71%,
Social Sciences,College Of Letters & science,African-american studies,42,6,4,3.67 - 3.72,masked,14%,67%,
Social Sciences,College Of Letters & science,American studies,19,11,10,3.14 - 3.35,3.14 - 3.34,58%,91%,
Social Sciences,College Of Letters & science,Anthropology,404,97,45,3.66 - 3.92,3.60 - 3.89,24%,46%,
Social Sciences,College Of Letters & science,Economics,"1,342",297,200,3.84 - 4.00,3.83 - 4.00,22%,67%,
Social Sciences,College Of Letters & science,Ethnic studies,68,9,4,3.08 - 3.85,masked,13%,44%,
Social Sciences,College Of Letters & science,Gender & women's studies,104,12,4,3.62 - 3.89,masked,12%,33%,
Social Sciences,College Of Letters & science,Political economy,135,28,24,3.70 - 3.93,3.65 - 3.91,21%,86%,
Social Sciences,College Of Letters & science,Political science,"1,081",288,161,3.72 - 3.94,3.64 - 3.93,27%,56%,
Social Sciences,College Of Letters & science,Psychology,"1,131",94,52,3.77 - 3.97,3.75 - 3.98,8%,55%,
Social Sciences,College Of Letters & science,Sociology,"1,005",228,88,3.76 - 3.97,3.71 - 3.93,23%,39%,
