Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Not applicable,Drama,99,36,10,3.56 - 3.82,3.42 - 3.79,36%,28%,
Arts & Humanities,Not applicable,History,277,141,16,3.57 - 3.87,3.37 - 3.80,51%,11%,
Arts & Humanities,Not applicable,Linguistics,90,37,3,3.57 - 3.88,masked,41%,8%,
Arts & Humanities,Not applicable,Linguistics (cognition & language),25,12,5,3.67 - 3.86,3.67 - 3.86,48%,42%,
Arts & Humanities,Not applicable,Linguistics (languages & society),25,11,4,3.68 - 3.92,masked,44%,36%,
Arts & Humanities,Not applicable,"Literature, english/american",148,62,3,3.53 - 3.91,masked,42%,5%,
Arts & Humanities,Not applicable,Literature/writing,145,72,9,3.55 - 3.80,3.46 - 3.70,50%,13%,
Arts & Humanities,Not applicable,Music,50,18,6,3.72 - 3.93,3.81 - 3.98,36%,33%,
Arts & Humanities,Not applicable,Philosophy,211,88,11,3.59 - 3.85,3.41 - 3.74,42%,13%,
Arts & Humanities,Not applicable,Studio art,109,40,15,3.52 - 3.85,3.45 - 3.77,37%,38%,
Arts & Humanities,Not applicable,Visual arts - media,248,83,40,3.53 - 3.82,3.48 - 3.82,33%,48%,
Business,Not applicable,Management science,232,107,36,3.62 - 3.95,3.51 - 3.75,46%,34%,
Computer Science,Not applicable,Computer science,879,402,220,3.52 - 3.85,3.44 - 3.77,46%,55%,
Education,Not applicable,Mathematics/secondary education,37,15,6,3.53 - 3.81,3.51 - 3.69,41%,40%,
Engineering,Not applicable,Aerospace engineering,129,40,10,3.59 - 3.82,3.51 - 3.63,31%,25%,
Engineering,Not applicable,Bioengineering,108,29,13,3.67 - 4.00,3.66 - 4.00,27%,45%,
Engineering,Not applicable,Bioengineering (biotech),44,20,12,3.74 - 3.88,3.72 - 3.81,45%,60%,
Engineering,Not applicable,Bioengineering: biosystems,12,4,3,masked,masked,33%,75%,
