Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Letters & science,Art - studio,93,56,17,3.22 - 3.54,3.17 - 3.47,60%,30%,
Arts & Humanities,College Of Letters & science,Art history,117,72,10,3.29 - 3.73,3.04 - 3.66,62%,14%,
Arts & Humanities,College Of Letters & science,Classics,21,10,5,3.00 - 3.58,2.87 - 3.10,48%,50%,
Arts & Humanities,College Of Letters & science,Comparative literature,30,18,3,3.40 - 3.87,masked,60%,17%,
Arts & Humanities,College Of Letters & science,Dance,22,6,3,3.56 - 3.69,masked,27%,50%,
Arts & Humanities,College Of Letters & science,English,458,263,51,3.27 - 3.72,3.10 - 3.45,57%,19%,
Arts & Humanities,College Of Letters & science,Film studies,283,134,36,3.24 - 3.70,3.14 - 3.49,47%,27%,
Arts & Humanities,College Of Letters & science,History,330,176,34,3.29 - 3.70,2.99 - 3.31,53%,19%,
Arts & Humanities,College Of Letters & science,History of public policy,13,8,4,3.12 - 3.46,masked,62%,50%,
Arts & Humanities,College Of Letters & science,Japanese,45,28,3,3.23 - 3.64,masked,62%,11%,
Arts & Humanities,College Of Letters & science,Linguistics,117,52,3,3.35 - 3.76,masked,44%,6%,
Arts & Humanities,College Of Letters & science,Music,51,23,3,3.39 - 3.81,masked,45%,13%,
Arts & Humanities,College Of Letters & science,Philosophy,253,141,18,3.27 - 3.67,3.07 - 3.39,56%,13%,
Arts & Humanities,College Of Letters & science,Religious studies,30,18,3,3.19 - 3.54,masked,60%,17%,
Arts & Humanities,College Of Letters & science,Spanish,65,39,8,3.27 - 3.67,3.12 - 3.69,60%,21%,
Arts & Humanities,College Of Letters & science,Theater,96,54,11,3.29 - 3.78,3.07 - 3.62,56%,20%,
Business,College Of Letters & science,Actuarial science,98,67,21,3.33 - 3.86,3.13 - 3.48,68%,31%,
Computer Science,College Of Engineering,Computer science,284,19,5,3.46 - 3.91,3.38 - 3.84,7%,26%,
Engineering,College Of Engineering,Chemical engineering,223,55,9,3.75 - 3.95,3.57 - 3.81,25%,16%,
Engineering,College Of Engineering,Computer engineering,116,20,4,3.64 - 3.81,masked,17%,20%,
Engineering,College Of Engineering,Electrical engineering,258,55,6,3.51 - 3.85,3.32 - 3.78,21%,11%,
Engineering,College Of Engineering,Mechanical engineering,457,46,10,3.56 - 3.91,3.47 - 3.54,10%,22%,
Life Sciences,College Of Letters & science,Biological sciences,"1,233",401,91,3.32 - 3.74,3.18 - 3.59,33%,23%,
Life Sciences,College Of Letters & science,Environmental studies,205,117,41,3.16 - 3.64,3.00 - 3.50,57%,35%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,"1,045",610,236,3.21 - 3.67,3.09 - 3.50,58%,39%,
Other/Interdisciplinary,College Of Letters & science,Global studies,197,127,37,3.22 - 3.74,3.15 - 3.42,64%,29%,
Physical Sciences/Math,College Of Letters & science,Chemistry,527,333,59,3.26 - 3.70,3.12 - 3.44,63%,18%,
Physical Sciences/Math,College Of Letters & science,Financial mathematics & statistics,37,20,5,3.48 - 3.78,3.15 - 3.53,54%,25%,
Physical Sciences/Math,College Of Letters & science,Geology,65,40,13,3.25 - 3.63,3.23 - 3.66,62%,33%,
Physical Sciences/Math,College Of Letters & science,Mathematical sciences,39,25,5,3.26 - 3.72,3.52 - 3.90,64%,20%,
Physical Sciences/Math,College Of Letters & science,Mathematics,192,119,22,3.30 - 3.71,3.18 - 3.55,62%,18%,
Physical Sciences/Math,College Of Letters & science,Physics,204,137,31,3.28 - 3.78,3.18 - 3.65,67%,23%,
Physical Sciences/Math,College Of Letters & science,Statistical science,26,17,3,3.51 - 3.76,masked,65%,18%,
Social Sciences,College Of Letters & science,Anthropology,426,259,49,3.28 - 3.74,3.17 - 3.61,61%,19%,
Social Sciences,College Of Letters & science,Biopsychology,152,87,27,3.27 - 3.64,3.15 - 3.51,57%,31%,
Social Sciences,College Of Letters & science,Chicano studies,32,16,4,3.20 - 3.44,masked,50%,25%,
Social Sciences,College Of Letters & science,Economics,"1,031",498,88,3.33 - 3.81,3.12 - 3.47,48%,18%,
Social Sciences,College Of Letters & science,Economics - mathematics,113,76,6,3.51 - 3.87,3.14 - 3.35,67%,8%,
Social Sciences,College Of Letters & science,Economics and accounting,"1,237",724,175,3.36 - 3.81,3.21 - 3.61,59%,24%,
Social Sciences,College Of Letters & science,Geography,69,51,14,3.22 - 3.80,3.08 - 3.59,74%,27%,
Social Sciences,College Of Letters & science,Physical geography,13,6,3,3.03 - 3.46,masked,46%,50%,
Social Sciences,College Of Letters & science,Political science,697,398,90,3.19 - 3.69,3.00 - 3.36,57%,23%,
Social Sciences,College Of Letters & science,Psychology,"1,473",839,248,3.25 - 3.74,3.14 - 3.57,57%,30%,
Social Sciences,College Of Letters & science,Sociology,644,356,124,3.19 - 3.59,3.07 - 3.47,55%,35%,
