Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Humanities & social sci,Art,115,42,12,3.04 - 3.85,2.98 - 3.73,37%,29%,
Arts & Humanities,College Of Humanities & social sci,Art history,72,57,10,2.93 - 3.71,3.01 - 3.73,79%,18%,
Arts & Humanities,College Of Humanities & social sci,Creative writing,97,78,14,3.10 - 3.70,3.02 - 3.63,80%,18%,
Arts & Humanities,College Of Humanities & social sci,English,271,213,38,3.16 - 3.77,3.11 - 3.64,79%,18%,
Arts & Humanities,College Of Humanities & social sci,History,204,161,33,3.10 - 3.75,3.04 - 3.52,79%,20%,
Arts & Humanities,College Of Humanities & social sci,Japanese language & literature,26,24,4,3.10 - 3.66,masked,92%,17%,
Arts & Humanities,College Of Humanities & social sci,Liberal studies,64,41,13,3.08 - 3.63,2.95 - 3.67,64%,32%,
Arts & Humanities,College Of Humanities & social sci,Linguistics,47,38,8,3.04 - 3.79,2.71 - 3.60,81%,21%,
Arts & Humanities,College Of Humanities & social sci,Media and cultural studies,119,94,14,3.05 - 3.79,3.08 - 3.45,79%,15%,
Arts & Humanities,College Of Humanities & social sci,Music,63,37,7,2.95 - 3.67,2.78 - 3.54,59%,19%,
Arts & Humanities,College Of Humanities & social sci,Philosophy,114,90,13,2.94 - 3.78,2.89 - 3.46,79%,14%,
Arts & Humanities,College Of Humanities & social sci,Spanish,48,36,8,3.36 - 3.84,3.50 - 3.84,75%,22%,
Arts & Humanities,College Of Humanities & social sci,"Theatre, film and digital production",338,245,38,3.19 - 3.79,3.06 - 3.76,72%,16%,
Business,School Of Business administration,Business administration,"1,589",959,250,3.20 - 3.82,3.12 - 3.67,60%,26%,
Computer Science,College Of Engineering,Computer science,"1,580",416,55,3.79 - 4.00,3.70 - 3.92,26%,13%,
Computer Science,College Of Engineering,Computer science with business applications,135,49,10,3.58 - 3.90,3.38 - 3.77,36%,20%,
Computer Science,College Of Engineering,Data science,152,57,4,3.52 - 3.91,masked,38%,7%,
Education,School Of Education,"Education, society, and human development",225,168,44,2.98 - 3.67,2.83 - 3.37,75%,26%,
Engineering,College Of Engineering,Bioengineering,102,45,8,3.23 - 3.85,3.07 - 3.65,44%,18%,
Engineering,College Of Engineering,Chemical engineering,87,45,9,3.17 - 3.74,2.65 - 3.63,52%,20%,
Engineering,College Of Engineering,Computer engineering,188,50,9,3.58 - 3.93,3.23 - 3.52,27%,18%,
Engineering,College Of Engineering,Electrical engineering,189,94,21,3.16 - 3.79,3.21 - 3.54,50%,22%,
Engineering,College Of Engineering,Mechanical engineering,352,93,20,3.20 - 3.61,2.99 - 3.53,26%,22%,
Life Sciences,College Of Humanities & social sci,Neuroscience,54,20,5,3.10 - 3.74,2.96 - 3.37,37%,25%,
Life Sciences,College Of Natural & agricultural sci,Biochemistry,163,93,20,3.14 - 3.83,2.72 - 3.43,57%,22%,
