Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Not applicable,History,66,37,9,2.74 - 3.41,2.84 - 3.78,56%,24%,
Arts & Humanities,Not applicable,Literatures and cultures,52,25,4,2.80 - 3.51,masked,48%,16%,
Business,Not applicable,Management,146,50,7,2.89 - 3.52,2.96 - 3.26,34%,14%,
Engineering,Not applicable,Mechanical engineering,117,54,11,2.95 - 3.55,3.05 - 3.41,46%,20%,
Life Sciences,Not applicable,Biological sciences,384,37,7,3.03 - 3.64,3.15 - 3.89,10%,19%,
Physical Sciences/Math,Not applicable,Chemical sciences,117,23,4,2.97 - 3.76,masked,20%,17%,
Social Sciences,Not applicable,Anthropology,94,61,6,2.89 - 3.39,2.73 - 3.03,65%,10%,
Social Sciences,Not applicable,Economics,189,118,4,3.00 - 3.50,masked,62%,3%,
Social Sciences,Not applicable,Political science,86,33,8,2.93 - 3.39,2.65 - 3.34,38%,24%,
Social Sciences,Not applicable,Psychology,235,125,23,2.92 - 3.41,2.92 - 3.50,53%,18%,
Social Sciences,Not applicable,Sociology,88,28,4,2.83 - 3.39,masked,32%,14%,
Undeclared,Not applicable,Undeclared,430,421,37,2.82 - 3.41,2.61 - 3.30,98%,9%,
