Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Not applicable,Art history/criticism,71,35,7,3.47 - 3.83,3.18 - 3.83,49%,20%,
Arts & Humanities,Not applicable,Dance,23,12,3,3.58 - 3.85,masked,52%,25%,
Arts & Humanities,Not applicable,Drama,109,47,14,3.51 - 3.83,3.41 - 3.69,43%,30%,
Arts & Humanities,Not applicable,History,339,147,31,3.53 - 3.87,3.18 - 3.66,43%,21%,
Arts & Humanities,Not applicable,Linguistics,83,33,8,3.62 - 3.84,3.30 - 3.61,40%,24%,
Arts & Humanities,Not applicable,Linguistics - languages studies,39,18,3,3.66 - 3.84,masked,46%,17%,
Arts & Humanities,Not applicable,Linguistics (cognition & language),19,8,3,3.17 - 3.85,masked,42%,38%,
Arts & Humanities,Not applicable,"Literature, english/american",207,87,12,3.56 - 3.88,3.20 - 3.60,42%,14%,
Arts & Humanities,Not applicable,Literature/writing,139,60,12,3.55 - 3.80,3.11 - 3.62,43%,20%,
Arts & Humanities,Not applicable,Music,60,21,8,3.54 - 3.84,3.16 - 3.89,35%,38%,
Arts & Humanities,Not applicable,Philosophy,272,101,18,3.53 - 3.85,3.12 - 3.65,37%,18%,
Arts & Humanities,Not applicable,Studio art,87,35,14,3.42 - 3.76,3.18 - 3.67,40%,40%,
Arts & Humanities,Not applicable,Visual arts - media,233,105,42,3.39 - 3.82,3.27 - 3.67,45%,40%,
Business,Not applicable,Management science,231,120,43,3.48 - 3.86,3.26 - 3.67,52%,36%,
Computer Science,Not applicable,Computer science,476,198,105,3.48 - 3.84,3.39 - 3.75,42%,53%,
Education,Not applicable,Mathematics/secondary education,39,16,4,3.44 - 3.72,masked,41%,25%,
Engineering,Not applicable,Aerospace engineering,113,24,9,3.68 - 3.93,3.70 - 3.89,21%,38%,
Engineering,Not applicable,Bioengineering,86,24,8,3.84 - 4.00,3.72 - 3.94,28%,33%,
Engineering,Not applicable,Bioengineering (biotech),52,21,14,3.64 - 3.87,3.61 - 3.83,40%,67%,
Engineering,Not applicable,Chemical engineering,207,121,56,3.47 - 3.89,3.22 - 3.74,58%,46%,
Engineering,Not applicable,Computer engineering,204,103,52,3.37 - 3.82,3.21 - 3.65,50%,50%,
Engineering,Not applicable,Electrical engineering - bs,391,194,82,3.46 - 3.84,3.22 - 3.63,50%,42%,
Engineering,Not applicable,Engineering science,32,14,7,3.41 - 3.72,3.34 - 3.70,44%,50%,
Engineering,Not applicable,Environmental engineering,81,34,14,3.43 - 3.87,3.34 - 3.90,42%,41%,
Engineering,Not applicable,Mechanical engineering,292,66,20,3.65 - 3.89,3.60 - 3.79,23%,30%,
Engineering,Not applicable,Nanoengineering,60,32,19,3.45 - 3.83,3.22 - 3.64,53%,59%,
Engineering,Not applicable,Structural engineering,197,98,47,3.44 - 3.87,3.32 - 3.71,50%,48%,
Life Sciences,Not applicable,Biochemistry & cell biology,408,177,47,3.64 - 3.92,3.52 - 3.75,43%,27%,
Life Sciences,Not applicable,Bioengineering - bioinformatics,23,12,7,3.49 - 3.61,3.49 - 3.61,52%,58%,
Life Sciences,Not applicable,Biology,498,144,48,3.63 - 3.86,3.47 - 3.79,29%,33%,
Life Sciences,Not applicable,Computer science - bioinformatics,11,8,6,3.68 - 3.77,3.66 - 3.72,73%,75%,
Life Sciences,Not applicable,"Ecology, behavior & evolution",42,12,10,3.54 - 3.74,3.51 - 3.72,29%,83%,
Life Sciences,Not applicable,Environmental systems - earth sciences,52,15,8,3.36 - 3.78,3.47 - 3.81,29%,53%,
Life Sciences,Not applicable,"Environmental systems - ecology, behavior, evolution",54,20,9,3.18 - 3.83,2.98 - 3.23,37%,45%,
Life Sciences,Not applicable,Human biology,460,144,59,3.61 - 3.87,3.58 - 3.83,31%,41%,
Life Sciences,Not applicable,Microbiology,79,23,7,3.61 - 3.87,3.60 - 3.92,29%,30%,
Life Sciences,Not applicable,Molecular biology,85,43,10,3.68 - 3.93,3.82 - 4.00,51%,23%,
Life Sciences,Not applicable,Physics - biophysics,17,10,6,3.46 - 3.87,3.29 - 3.87,59%,60%,
Life Sciences,Not applicable,Physiology & neuroscience,201,61,18,3.67 - 3.89,3.66 - 3.87,30%,30%,
Other/Interdisciplinary,Not applicable,Cognitive science,124,61,30,3.34 - 3.85,3.26 - 3.60,49%,49%,
Other/Interdisciplinary,Not applicable,Communication arts,937,385,125,3.51 - 3.84,3.37 - 3.69,41%,32%,
Other/Interdisciplinary,Not applicable,Interdisciplinary computer & the arts,15,8,7,3.45 - 3.70,3.40 - 3.73,53%,88%,
Other/Interdisciplinary,Not applicable,International studies -  economics,151,65,16,3.57 - 3.89,3.42 - 3.70,43%,25%,
Other/Interdisciplinary,Not applicable,International studies -  linguistics,25,12,3,3.50 - 3.93,masked,48%,25%,
Other/Interdisciplinary,Not applicable,International studies -  political science,122,50,14,3.53 - 3.91,3.49 - 3.83,41%,28%,
Other/Interdisciplinary,Not applicable,International studies -  sociology,55,30,10,3.46 - 3.86,3.39 - 3.71,55%,33%,
Other/Interdisciplinary,Not applicable,Pre-mathematics - computer science,16,9,5,3.66 - 3.94,3.65 - 3.94,56%,56%,
Physical Sciences/Math,Not applicable,Applied mathematics,82,37,3,3.61 - 3.91,masked,45%,8%,
Physical Sciences/Math,Not applicable,Chemistry,293,117,32,3.46 - 3.80,3.25 - 3.70,40%,27%,
Physical Sciences/Math,Not applicable,Chemistry - biochemistry,178,101,54,3.36 - 3.81,3.22 - 3.57,57%,53%,
Physical Sciences/Math,Not applicable,Earth sciences,34,10,6,3.49 - 3.76,3.36 - 3.76,29%,60%,
Physical Sciences/Math,Not applicable,Mathematics,156,68,23,3.53 - 3.86,3.37 - 3.67,44%,34%,
Physical Sciences/Math,Not applicable,Mathematics - applied science,36,17,4,3.71 - 3.92,masked,47%,24%,
Physical Sciences/Math,Not applicable,Mathematics/economics,279,160,25,3.61 - 3.88,3.37 - 3.93,57%,16%,
Physical Sciences/Math,Not applicable,Molecular synthesis,6,4,3,masked,masked,67%,75%,
Physical Sciences/Math,Not applicable,Natural sciences,49,20,7,3.56 - 3.84,3.41 - 3.76,41%,35%,
Physical Sciences/Math,Not applicable,Pharmacological chemistry,107,59,32,3.44 - 3.86,3.32 - 3.78,55%,54%,
Physical Sciences/Math,Not applicable,Physics,94,46,8,3.50 - 3.87,3.15 - 3.88,49%,17%,
Social Sciences,Not applicable,Anthropology,189,69,21,3.48 - 3.82,3.15 - 3.55,37%,30%,
Social Sciences,Not applicable,Anthropology(concentration in sociocultral anthropology),244,109,19,3.54 - 3.88,3.33 - 3.72,45%,17%,
Social Sciences,Not applicable,Economics,"2,062","1,119",373,3.52 - 3.90,3.36 - 3.74,54%,33%,
Social Sciences,Not applicable,Political science,430,209,45,3.53 - 3.87,3.32 - 3.61,49%,22%,
Social Sciences,Not applicable,Political science - american politics,37,20,7,3.50 - 3.88,3.29 - 3.68,54%,35%,
Social Sciences,Not applicable,Political science - comparative politics,17,10,3,3.71 - 3.91,masked,59%,30%,
Social Sciences,Not applicable,Political science - international relations,193,101,28,3.52 - 3.83,3.29 - 3.69,52%,28%,
Social Sciences,Not applicable,Political science - political theory,22,12,4,3.52 - 3.90,masked,55%,33%,
Social Sciences,Not applicable,Political science - public law,117,51,15,3.39 - 3.82,3.13 - 3.57,44%,29%,
Social Sciences,Not applicable,Political science - public policy,55,26,7,3.44 - 3.74,3.35 - 3.76,47%,27%,
Social Sciences,Not applicable,Pre-human development,75,40,23,3.42 - 3.82,3.28 - 3.79,53%,58%,
Social Sciences,Not applicable,Psychology,"1,187",491,165,3.49 - 3.85,3.28 - 3.67,41%,34%,
Social Sciences,Not applicable,Sociology,735,274,78,3.44 - 3.80,3.28 - 3.63,37%,28%,
Social Sciences,Not applicable,Urban studies & planning,92,44,15,3.41 - 3.76,3.21 - 3.46,48%,34%,
Undeclared,Not applicable,Undeclared,266,210,95,3.28 - 3.54,3.14 - 3.47,79%,45%,
