Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Information & Computer Sci,Computer game science,131,28,14,3.53 - 3.80,3.51 - 3.81,21%,50%,
Arts & Humanities,School Of Humanities,Comparative literature,60,41,7,3.29 - 3.72,3.10 - 3.49,68%,17%,
Arts & Humanities,School Of Humanities,English,486,310,65,3.33 - 3.79,3.27 - 3.63,64%,21%,
Arts & Humanities,School Of Humanities,Film and media studies,321,185,38,3.32 - 3.81,3.20 - 3.49,58%,21%,
Arts & Humanities,School Of Humanities,History,214,138,16,3.34 - 3.82,3.09 - 3.39,64%,12%,
Arts & Humanities,School Of Humanities,Japanese language & literature,94,62,12,3.39 - 3.74,3.05 - 3.53,66%,19%,
Arts & Humanities,School Of Humanities,Korean literature and culture,17,13,4,3.31 - 3.57,masked,76%,31%,
Arts & Humanities,School Of Humanities,Philosophy,155,103,19,3.26 - 3.73,3.14 - 3.37,66%,18%,
Arts & Humanities,School Of Humanities,Spanish,49,28,6,3.24 - 3.75,2.83 - 3.59,57%,21%,
Arts & Humanities,School Of The arts,Art,187,110,31,3.31 - 3.76,3.27 - 3.70,59%,28%,
Arts & Humanities,School Of The arts,Drama,164,88,28,3.36 - 3.79,3.23 - 3.69,54%,32%,
Arts & Humanities,School Of The arts,Music,36,14,7,3.06 - 3.57,3.09 - 3.62,39%,50%,
Business,Information & Computer Sci,Business information management,115,18,12,3.50 - 3.79,3.47 - 3.72,16%,67%,
Business,School Of Social sciences,Business economics,762,484,98,3.62 - 3.90,3.52 - 3.81,64%,20%,
Computer Science,Information & Computer Sci,Computer science,910,327,133,3.51 - 3.84,3.47 - 3.78,36%,41%,
Computer Science,Information & Computer Sci,Informatics,53,12,8,3.31 - 3.75,3.13 - 3.55,23%,67%,
Education,School Of Education,Education sciences,106,51,15,3.28 - 3.72,3.22 - 3.58,48%,29%,
Engineering,Information & Computer Sci,Computer science & engineering,116,24,7,3.41 - 3.71,3.37 - 3.58,21%,29%,
Engineering,Information & Computer Sci,Software engineering,88,24,15,3.54 - 3.78,3.54 - 3.68,27%,63%,
Engineering,School Of Engineering,Aerospace engineering,142,52,10,3.51 - 3.84,3.34 - 3.69,37%,19%,
Engineering,School Of Engineering,Biomedical engineering,187,69,16,3.51 - 3.87,3.47 - 3.71,37%,23%,
Engineering,School Of Engineering,Biomedical engineering: premed,61,22,11,3.64 - 3.90,3.54 - 3.84,36%,50%,
Engineering,School Of Engineering,Chemical engineering,270,108,31,3.48 - 3.88,3.35 - 3.71,40%,29%,
Engineering,School Of Engineering,Computer engineering,225,55,12,3.44 - 3.92,3.40 - 3.77,24%,22%,
Engineering,School Of Engineering,Computer science & engineering,101,26,8,3.51 - 3.79,3.46 - 3.62,26%,31%,
Engineering,School Of Engineering,Engineering - civil,222,55,15,3.45 - 3.79,3.30 - 3.57,25%,27%,
Engineering,School Of Engineering,Engineering - electrical,400,154,42,3.45 - 3.84,3.31 - 3.66,39%,27%,
Engineering,School Of Engineering,Engineering - mechanical,593,223,77,3.46 - 3.79,3.39 - 3.58,38%,35%,
Engineering,School Of Engineering,Environmental engineering,52,14,3,3.48 - 3.83,masked,27%,21%,
Life Sciences,School Of Biological sciences,Biological sciences,"1,320",479,138,3.28 - 3.75,3.21 - 3.55,36%,29%,
Life Sciences,School Of Biological sciences,Ecology & evolutionary biology,55,14,4,3.21 - 3.82,masked,25%,29%,
Nursing,School Of Nursing,Nursing science,111,13,6,3.72 - 3.94,3.63 - 3.91,12%,46%,
Other/Interdisciplinary,School Of Humanities,Global cultures,32,21,7,3.31 - 3.62,3.23 - 3.59,66%,33%,
Other/Interdisciplinary,School Of Humanities,Literary journalism,71,40,11,3.30 - 3.82,3.18 - 3.78,56%,28%,
Other/Interdisciplinary,School Of Social sciences,International studies,272,184,60,3.25 - 3.71,3.14 - 3.42,68%,33%,
Other/Interdisciplinary,Social Ecology,Social ecology,69,51,28,3.07 - 3.63,2.93 - 3.60,74%,55%,
Pharmacy,School Of Pharmacy,Pharmaceutical science,199,91,29,3.47 - 3.80,3.44 - 3.77,46%,32%,
Physical Sciences/Math,School Of Physical sciences,Chemistry,568,274,64,3.37 - 3.77,3.30 - 3.68,48%,23%,
Physical Sciences/Math,School Of Physical sciences,Mathematics,493,319,53,3.36 - 3.83,3.24 - 3.64,65%,17%,
Physical Sciences/Math,School Of Physical sciences,Physics,161,77,12,3.25 - 3.76,3.18 - 3.52,48%,16%,
Public Health,School Of Public health,Public health policy,131,93,40,3.25 - 3.70,3.11 - 3.55,71%,43%,
Public Health,School Of Public health,Public health sciences,203,85,38,3.35 - 3.73,3.33 - 3.65,42%,45%,
Social Sciences,School Of Humanities,Asian american studies,46,26,9,3.23 - 3.50,3.16 - 3.41,57%,35%,
Social Sciences,School Of Humanities,Chinese studies,69,32,8,3.22 - 3.68,3.12 - 3.53,46%,25%,
