Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,College Of Environmental design,Architecture,230,51,45,3.64 - 3.93,3.68 - 3.93,22%,88%,
Arts & Humanities,College Of Letters & science,Art,249,53,24,3.75 - 3.96,3.71 - 3.97,21%,45%,
Arts & Humanities,College Of Letters & science,Chinese language & literature,43,18,7,3.80 - 4.00,3.81 - 3.99,42%,39%,
Arts & Humanities,College Of Letters & science,Comparative literature,37,29,15,3.79 - 4.00,3.69 - 3.99,78%,52%,
Arts & Humanities,College Of Letters & science,Dance & performance studies,23,12,5,3.54 - 4.00,3.52 - 3.62,52%,42%,
Arts & Humanities,College Of Letters & science,"East asian religion, thought, and culture",78,27,17,3.71 - 4.00,3.71 - 4.00,35%,63%,
Arts & Humanities,College Of Letters & science,English,485,329,167,3.46 - 3.93,3.40 - 3.94,68%,51%,
Arts & Humanities,College Of Letters & science,Film,407,235,125,3.52 - 3.88,3.47 - 3.86,58%,53%,
Arts & Humanities,College Of Letters & science,French,14,11,6,3.65 - 3.80,3.11 - 3.71,79%,55%,
Arts & Humanities,College Of Letters & science,History,282,137,49,3.69 - 3.96,3.63 - 3.94,49%,36%,
Arts & Humanities,College Of Letters & science,History of art,108,85,39,3.61 - 3.89,3.57 - 3.87,79%,46%,
Arts & Humanities,College Of Letters & science,Japanese language & literature,34,26,12,3.67 - 4.00,3.58 - 4.00,76%,46%,
Arts & Humanities,College Of Letters & science,Linguistics,107,61,22,3.53 - 3.95,3.46 - 3.94,57%,36%,
Arts & Humanities,College Of Letters & science,Middle eastern languages & literatures,11,9,7,3.33 - 3.92,3.53 - 3.96,82%,78%,
Arts & Humanities,College Of Letters & science,Music,74,31,14,3.51 - 3.85,3.72 - 3.85,42%,45%,
Arts & Humanities,College Of Letters & science,Philosophy,283,182,87,3.49 - 3.91,3.40 - 3.89,64%,48%,
Arts & Humanities,College Of Letters & science,Rhetoric,91,64,41,3.70 - 4.00,3.65 - 4.00,70%,64%,
Arts & Humanities,College Of Letters & science,South & southeast asian studies,25,17,6,3.55 - 3.88,3.59 - 3.86,68%,35%,
Arts & Humanities,College Of Letters & science,Spanish / portuguese,50,28,14,3.52 - 3.87,3.47 - 3.84,56%,50%,
Arts & Humanities,College Of Letters & science,Theater and performance studies,100,55,19,3.49 - 3.88,3.53 - 3.83,55%,35%,
Business,School Of Business administration,Business administration,"2,390",118,103,3.87 - 4.00,3.86 - 4.00,5%,87%,
Computer Science,College Of Letters & science,Computer science,"1,320",64,52,3.85 - 4.00,3.73 - 4.00,5%,81%,
