Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,School Of Humanities,Art history,75,47,10,3.30 - 3.82,3.25 - 3.73,63%,21%,
Arts & Humanities,School Of Humanities,Classics,15,10,4,3.33 - 3.75,masked,67%,40%,
Arts & Humanities,School Of Humanities,Comparative literature,42,30,3,3.19 - 3.70,masked,71%,10%,
Arts & Humanities,School Of Humanities,English,539,413,111,3.31 - 3.82,3.12 - 3.66,77%,27%,
Arts & Humanities,School Of Humanities,Film and media studies,495,321,115,3.33 - 3.81,3.22 - 3.67,65%,36%,
Arts & Humanities,School Of Humanities,History,317,253,61,3.27 - 3.81,3.08 - 3.67,80%,24%,
Arts & Humanities,School Of Humanities,Japanese language & literature,76,52,9,3.42 - 3.77,3.08 - 3.44,68%,17%,
Arts & Humanities,School Of Humanities,Korean literature and culture,17,14,9,3.14 - 3.67,3.13 - 3.37,82%,64%,
Arts & Humanities,School Of Humanities,Philosophy,252,193,43,3.26 - 3.82,3.11 - 3.42,77%,22%,
Arts & Humanities,School Of Humanities,Spanish,65,45,6,3.17 - 3.70,3.30 - 3.53,69%,13%,
Arts & Humanities,School Of Social sciences,Language science,62,40,7,3.37 - 3.88,3.41 - 3.88,65%,18%,
Arts & Humanities,School Of The arts,Art,283,175,50,3.37 - 3.79,3.29 - 3.69,62%,29%,
Arts & Humanities,School Of The arts,Dance,47,8,4,3.50 - 3.78,masked,17%,50%,
Arts & Humanities,School Of The arts,Drama,243,168,81,3.40 - 3.80,3.38 - 3.79,69%,48%,
Arts & Humanities,School Of The arts,Music,58,18,8,3.16 - 3.58,3.13 - 3.50,31%,44%,
Business,Information & Computer Sci,Business information management,106,17,11,3.65 - 3.92,3.64 - 3.89,16%,65%,
Business,School Of Administration,Business administration,"2,318",306,92,3.83 - 4.00,3.79 - 3.91,13%,30%,
Business,School Of Social sciences,Business economics,754,374,144,3.61 - 3.90,3.54 - 3.80,50%,39%,
Computer Science,Information & Computer Sci,Computer game science,227,30,24,3.55 - 3.75,3.54 - 3.73,13%,80%,
Computer Science,Information & Computer Sci,Computer science,"2,012",563,324,3.63 - 3.90,3.55 - 3.83,28%,58%,
Computer Science,Information & Computer Sci,Informatics,79,24,18,3.59 - 3.77,3.58 - 3.74,30%,75%,
Education,School Of Education,Education sciences,197,95,39,3.32 - 3.76,3.34 - 3.70,48%,41%,
Engineering,Information & Computer Sci,Computer science & engineering,150,55,23,3.54 - 3.93,3.44 - 3.82,37%,42%,
Engineering,Information & Computer Sci,Software engineering,87,18,15,3.52 - 3.86,3.52 - 3.86,21%,83%,
Engineering,School Of Engineering,Aerospace engineering,181,59,20,3.35 - 3.79,3.44 - 3.67,33%,34%,
Engineering,School Of Engineering,Biomedical engineering,163,78,30,3.50 - 3.81,3.38 - 3.66,48%,38%,
Engineering,School Of Engineering,Biomedical engineering: premed,51,14,4,3.37 - 3.91,masked,27%,29%,
Engineering,School Of Engineering,Chemical engineering,203,78,27,3.45 - 3.84,3.34 - 3.56,38%,35%,
Engineering,School Of Engineering,Computer engineering,253,39,9,3.48 - 3.72,3.50 - 3.68,15%,23%,
Engineering,School Of Engineering,Computer science & engineering,181,67,27,3.56 - 3.93,3.46 - 3.78,37%,40%,
Engineering,School Of Engineering,Engineering - civil,209,25,7,3.68 - 3.94,3.20 - 3.66,12%,28%,
Engineering,School Of Engineering,Engineering - electrical,378,94,20,3.44 - 3.80,3.29 - 3.53,25%,21%,
Engineering,School Of Engineering,Engineering - mechanical,584,189,60,3.44 - 3.84,3.31 - 3.69,32%,32%,
Engineering,School Of Engineering,Environmental engineering,51,8,4,3.41 - 3.82,masked,16%,50%,
Life Sciences,School Of Biological sciences,Biological sciences,"1,758",687,187,3.40 - 3.83,3.35 - 3.78,39%,27%,
Life Sciences,School Of Physical sciences,Environmental science and policy,89,44,14,3.25 - 3.60,3.19 - 3.51,49%,32%,
Nursing,School Of Nursing,Nursing science,125,16,12,3.71 - 3.94,3.65 - 3.94,13%,75%,
Other/Interdisciplinary,Information & Computer Sci,Data science,135,24,8,3.74 - 3.94,3.85 - 3.93,18%,33%,
Other/Interdisciplinary,School Of Humanities,Global cultures,31,21,5,3.52 - 3.91,3.60 - 3.89,68%,24%,
Other/Interdisciplinary,School Of Humanities,Literary journalism,70,45,17,3.22 - 3.77,3.00 - 3.31,64%,38%,
Other/Interdisciplinary,School Of Social sciences,International studies,333,217,81,3.39 - 3.80,3.34 - 3.67,65%,37%,
Other/Interdisciplinary,Social Ecology,Social ecology,76,51,24,3.12 - 3.65,3.06 - 3.46,67%,47%,
Pharmacy,School Of Pharmacy,Pharmaceutical science,144,59,23,3.44 - 3.82,3.42 - 3.77,41%,39%,
Physical Sciences/Math,School Of Physical sciences,Applied physics,36,16,4,3.25 - 3.63,masked,44%,25%,
Physical Sciences/Math,School Of Physical sciences,Chemistry,459,227,52,3.38 - 3.82,3.31 - 3.71,49%,23%,
Physical Sciences/Math,School Of Physical sciences,Mathematics,633,356,67,3.51 - 3.91,3.35 - 3.74,56%,19%,
Physical Sciences/Math,School Of Physical sciences,Physics,156,74,18,3.42 - 3.76,3.34 - 3.71,47%,24%,
Public Health,School Of Public health,Public health policy,118,81,32,3.34 - 3.64,3.36 - 3.63,69%,40%,
Public Health,School Of Public health,Public health sciences,285,131,58,3.37 - 3.76,3.30 - 3.61,46%,44%,
Social Sciences,School Of Humanities,Asian american studies,46,28,4,3.42 - 3.77,masked,61%,14%,
Social Sciences,School Of Humanities,Chinese studies,77,52,14,3.33 - 4.00,3.30 - 3.78,68%,27%,
Social Sciences,School Of Humanities,East asian cultures,118,82,16,3.42 - 3.88,3.34 - 3.61,69%,20%,
Social Sciences,School Of Humanities,Gender and sexuality studies,74,51,5,3.32 - 3.82,3.19 - 3.62,69%,10%,
Social Sciences,School Of Social sciences,Anthropology,280,166,36,3.31 - 3.80,3.19 - 3.49,59%,22%,
Social Sciences,School Of Social sciences,Chicano/latino studies,36,20,6,3.27 - 3.64,2.95 - 3.33,56%,30%,
Social Sciences,School Of Social sciences,Economics,923,357,76,3.63 - 3.92,3.47 - 3.77,39%,21%,
Social Sciences,School Of Social sciences,Political science,857,523,97,3.46 - 3.87,3.15 - 3.58,61%,19%,
Social Sciences,School Of Social sciences,Psychology,"1,609",817,201,3.41 - 3.83,3.27 - 3.70,51%,25%,
Social Sciences,School Of Social sciences,Quantitative economics,43,22,4,3.68 - 3.92,masked,51%,18%,
Social Sciences,School Of Social sciences,Social policy and public service,84,47,7,3.39 - 3.78,3.28 - 3.60,56%,15%,
Social Sciences,School Of Social sciences,Sociology,894,520,116,3.37 - 3.83,3.18 - 3.59,58%,22%,
Social Sciences,Social Ecology,"Criminolgy, law & society",420,232,129,3.32 - 3.74,3.32 - 3.69,55%,56%,
Social Sciences,Social Ecology,Psychological science,589,505,325,3.37 - 3.80,3.34 - 3.74,86%,64%,
Social Sciences,Social Ecology,Urban studies,63,45,15,3.28 - 3.69,3.15 - 3.52,71%,33%,
Undeclared,Unaffiliated,Undeclared,25,4,4,masked,masked,16%,100%,
