Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,College Of Environmental design,Architecture,206,77,67,3.28 - 3.76,3.27 - 3.75,37%,87%,
Architecture,College Of Environmental design,Landscape architecture,28,11,8,3.11 - 3.60,3.09 - 3.54,39%,73%,
Architecture,College Of Environmental design,Sustainable environmental design,46,9,7,3.24 - 3.77,3.33 - 3.88,20%,78%,
Arts & Humanities,College Of Letters & science,Art,169,43,24,3.54 - 3.82,3.55 - 3.80,25%,56%,
Arts & Humanities,College Of Letters & science,Chinese language & literature,66,9,7,3.38 - 3.82,3.36 - 3.83,14%,78%,
Arts & Humanities,College Of Letters & science,Comparative literature,51,21,13,3.60 - 3.87,3.54 - 3.82,41%,62%,
Arts & Humanities,College Of Letters & science,Dance & performance studies,22,5,4,3.49 - 3.75,masked,23%,80%,
Arts & Humanities,College Of Letters & science,English,598,221,142,3.60 - 3.92,3.53 - 3.92,37%,64%,
Arts & Humanities,College Of Letters & science,Film,214,47,24,3.56 - 3.92,3.57 - 3.92,22%,51%,
Arts & Humanities,College Of Letters & science,French,25,14,7,3.62 - 3.85,3.51 - 3.82,56%,50%,
Arts & Humanities,College Of Letters & science,German,9,4,3,masked,masked,44%,75%,
Arts & Humanities,College Of Letters & science,History,312,78,48,3.74 - 4.00,3.73 - 4.00,25%,62%,
Arts & Humanities,College Of Letters & science,History of art,107,43,24,3.53 - 3.86,3.47 - 3.83,40%,56%,
Arts & Humanities,College Of Letters & science,Japanese language & literature,65,17,9,3.68 - 3.85,3.46 - 3.83,26%,53%,
Arts & Humanities,College Of Letters & science,Linguistics,185,23,10,3.76 - 3.95,3.71 - 3.95,12%,43%,
Arts & Humanities,College Of Letters & science,Music,79,27,16,3.64 - 3.93,3.65 - 3.91,34%,59%,
Arts & Humanities,College Of Letters & science,Philosophy,275,94,49,3.59 - 3.89,3.53 - 3.84,34%,52%,
Arts & Humanities,College Of Letters & science,Religious studies,34,8,4,3.54 - 3.86,masked,24%,50%,
Arts & Humanities,College Of Letters & science,Rhetoric,127,40,28,3.50 - 3.81,3.50 - 3.81,31%,70%,
Arts & Humanities,College Of Letters & science,South & southeast asian studies,18,6,4,3.52 - 3.85,masked,33%,67%,
Arts & Humanities,College Of Letters & science,Spanish,35,14,9,3.31 - 3.65,3.31 - 3.59,40%,64%,
Arts & Humanities,College Of Letters & science,Theater and performance studies,105,31,15,3.52 - 3.90,3.42 - 3.79,30%,48%,
Business,School Of Business administration,Business administration,"1,824",94,87,3.76 - 4.00,3.76 - 4.00,5%,93%,
Computer Science,College Of Letters & science,Computer science,639,47,37,3.79 - 4.00,3.81 - 3.98,7%,79%,
Engineering,College Of Chemistry,Chemical engineering,197,28,20,3.78 - 4.00,3.75 - 4.00,14%,71%,
