Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Humanities & social sci,Art,73,51,10,2.96 - 3.54,2.89 - 3.27,70%,20%,
Arts & Humanities,College Of Humanities & social sci,Art history,36,28,8,3.14 - 3.58,2.86 - 3.12,78%,29%,
Arts & Humanities,College Of Humanities & social sci,Art history/administration studies,11,8,3,3.11 - 3.44,masked,73%,38%,
Arts & Humanities,College Of Humanities & social sci,Asian literature & cultures,25,16,4,2.86 - 3.42,masked,64%,25%,
Arts & Humanities,College Of Humanities & social sci,Creative writing,67,47,20,2.92 - 3.59,2.91 - 3.56,70%,43%,
Arts & Humanities,College Of Humanities & social sci,English,239,183,56,2.88 - 3.49,2.66 - 3.35,77%,31%,
Arts & Humanities,College Of Humanities & social sci,History,161,121,31,2.90 - 3.51,2.62 - 3.20,75%,26%,
Arts & Humanities,College Of Humanities & social sci,History/law & society,25,19,7,3.01 - 3.55,2.78 - 3.23,76%,37%,
Arts & Humanities,College Of Humanities & social sci,Language,33,26,9,2.88 - 3.43,2.82 - 3.18,79%,35%,
Arts & Humanities,College Of Humanities & social sci,Liberal studies,65,44,17,2.69 - 3.39,2.85 - 3.39,68%,39%,
Arts & Humanities,College Of Humanities & social sci,Linguistics,39,29,6,3.00 - 3.51,2.70 - 3.10,74%,21%,
Arts & Humanities,College Of Humanities & social sci,Media and cultural studies,117,81,23,2.78 - 3.45,2.60 - 3.26,69%,28%,
Arts & Humanities,College Of Humanities & social sci,Philosophy,114,82,14,2.90 - 3.53,2.67 - 2.93,72%,17%,
Arts & Humanities,College Of Humanities & social sci,Philosophy/law & society,21,17,3,2.73 - 3.57,masked,81%,18%,
Arts & Humanities,College Of Humanities & social sci,Spanish,35,31,9,2.98 - 3.52,2.64 - 3.11,89%,29%,
Arts & Humanities,College Of Humanities & social sci,Theater,39,26,3,3.03 - 3.52,masked,67%,12%,
Business,College Of Humanities & social sci,Business economics,263,204,41,3.03 - 3.64,2.72 - 3.27,78%,20%,
Business,School Of Business administration,Business administration,"1,238",830,234,3.00 - 3.58,2.82 - 3.41,67%,28%,
Computer Science,College Of Engineering,Computer science,222,82,19,3.13 - 3.59,2.98 - 3.50,37%,23%,
Engineering,College Of Engineering,Bioengineering,86,49,8,3.08 - 3.65,3.02 - 3.59,57%,16%,
Engineering,College Of Engineering,Chemical engineering,107,60,9,3.10 - 3.60,2.87 - 3.23,56%,15%,
Engineering,College Of Engineering,Computer engineering,75,30,4,3.11 - 3.49,masked,40%,13%,
Engineering,College Of Engineering,Electrical engineering,132,66,18,3.09 - 3.54,2.86 - 3.35,50%,27%,
Engineering,College Of Engineering,Environmental engineering,59,23,6,3.12 - 3.70,3.05 - 3.68,39%,26%,
Engineering,College Of Engineering,Materials science & engineering,20,12,3,2.98 - 3.87,masked,60%,25%,
Engineering,College Of Engineering,Mechanical engineering,253,114,24,3.05 - 3.50,2.90 - 3.25,45%,21%,
Life Sciences,College Of Humanities & social sci,Neuroscience,37,26,10,2.89 - 3.46,2.90 - 3.41,70%,38%,
