Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,School Of Humanities,Art history,99,69,18,3.49 - 3.89,3.45 - 3.72,70%,26%,
Arts & Humanities,School Of Humanities,English,599,427,100,3.40 - 3.84,3.28 - 3.72,71%,23%,
Arts & Humanities,School Of Humanities,Film and media studies,629,406,100,3.45 - 3.87,3.32 - 3.75,65%,25%,
Arts & Humanities,School Of Humanities,History,334,229,58,3.44 - 3.86,3.36 - 3.68,69%,25%,
Arts & Humanities,School Of Humanities,Japanese language & literature,66,46,11,3.45 - 3.91,3.24 - 3.80,70%,24%,
Arts & Humanities,School Of Humanities,Korean literature and culture,16,12,4,3.54 - 3.79,masked,75%,33%,
Arts & Humanities,School Of Humanities,Philosophy,255,182,37,3.41 - 3.85,3.30 - 3.63,71%,20%,
Arts & Humanities,School Of Humanities,Spanish,69,44,6,3.33 - 3.75,3.14 - 3.32,64%,14%,
Arts & Humanities,School Of The arts,Art,336,210,62,3.47 - 3.87,3.42 - 3.81,63%,30%,
Arts & Humanities,School Of The arts,Dance,37,10,4,3.65 - 3.83,masked,27%,40%,
Arts & Humanities,School Of The arts,Drama,248,150,64,3.52 - 3.87,3.49 - 3.75,60%,43%,
Arts & Humanities,School Of The arts,Music,63,11,3,3.58 - 3.84,masked,17%,27%,
Business,Information & Computer Sci,Business information management,108,16,11,3.78 - 3.96,3.76 - 3.92,15%,69%,
Business,School Of Administration,Business administration,"2,746",484,191,3.89 - 4.00,3.88 - 4.00,18%,39%,
Business,School Of Social sciences,Business economics,"1,076",466,169,3.78 - 3.98,3.69 - 3.93,43%,36%,
Computer Science,Information & Computer Sci,Computer science,"2,298",257,82,3.92 - 4.00,3.87 - 4.00,11%,32%,
Computer Science,Information & Computer Sci,Game design and interactive media,168,31,19,3.58 - 3.86,3.63 - 3.84,18%,61%,
Computer Science,Information & Computer Sci,Informatics,95,22,11,3.70 - 3.89,3.66 - 3.88,23%,50%,
Education,School Of Education,Education sciences,249,107,41,3.54 - 3.87,3.56 - 3.82,43%,38%,
Engineering,Information & Computer Sci,Software engineering,128,34,12,3.65 - 3.90,3.66 - 3.86,27%,35%,
Engineering,School Of Engineering,Aerospace engineering,225,75,25,3.60 - 3.82,3.54 - 3.79,33%,33%,
Engineering,School Of Engineering,Biomedical engineering,170,54,17,3.67 - 3.88,3.63 - 3.77,32%,31%,
Engineering,School Of Engineering,Biomedical engineering: premed,52,10,5,3.75 - 3.99,3.74 - 4.00,19%,50%,
Engineering,School Of Engineering,Chemical engineering,166,57,14,3.62 - 3.90,3.59 - 3.80,34%,25%,
Engineering,School Of Engineering,Computer engineering,288,94,47,3.62 - 3.91,3.57 - 3.79,33%,50%,
Engineering,School Of Engineering,Engineering - civil,277,88,24,3.68 - 3.91,3.58 - 3.87,32%,27%,
Engineering,School Of Engineering,Engineering - electrical,309,87,22,3.63 - 3.94,3.51 - 3.74,28%,25%,
Engineering,School Of Engineering,Engineering - mechanical,666,216,64,3.58 - 3.91,3.50 - 3.76,32%,30%,
Engineering,School Of Engineering,Environmental engineering,55,17,4,3.52 - 3.83,masked,31%,24%,
