Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,School Of The arts & architecture,Architectural studies,194,24,14,3.49 - 3.81,3.41 - 3.74,12%,58%,
Arts & Humanities,College Of Letters & science,American literature & culture,39,26,23,3.28 - 3.59,3.26 - 3.56,67%,88%,
Arts & Humanities,College Of Letters & science,Applied linguistics,9,6,5,3.41 - 3.72,3.37 - 3.60,67%,83%,
Arts & Humanities,College Of Letters & science,Art history,164,94,66,3.36 - 3.75,3.36 - 3.71,57%,70%,
Arts & Humanities,College Of Letters & science,Chinese,51,17,12,3.36 - 3.72,3.33 - 3.71,33%,71%,
Arts & Humanities,College Of Letters & science,Comparative literature,59,32,21,3.22 - 3.66,3.15 - 3.50,54%,66%,
Arts & Humanities,College Of Letters & science,English,641,228,111,3.56 - 3.86,3.54 - 3.84,36%,49%,
Arts & Humanities,College Of Letters & science,French,26,16,7,3.24 - 3.78,3.24 - 3.88,62%,44%,
Arts & Humanities,College Of Letters & science,Japanese,74,40,19,3.33 - 3.77,3.42 - 3.83,54%,48%,
Arts & Humanities,College Of Letters & science,Jewish studies,15,7,5,3.38 - 3.75,3.28 - 3.71,47%,71%,
Arts & Humanities,College Of Letters & science,Linguistics,113,65,41,3.46 - 3.83,3.44 - 3.71,58%,63%,
Arts & Humanities,College Of Letters & science,Linguistics - english,16,6,4,3.23 - 3.45,masked,38%,67%,
Arts & Humanities,College Of Letters & science,Linguistics & anthropology,13,6,4,3.61 - 3.93,masked,46%,67%,
Arts & Humanities,College Of Letters & science,Linguistics & asian languages & cultures,32,21,18,3.41 - 3.80,3.45 - 3.80,66%,86%,
Arts & Humanities,College Of Letters & science,Linguistics & computer science,9,4,3,masked,masked,44%,75%,
Arts & Humanities,College Of Letters & science,Linguistics & psychology,42,25,19,3.51 - 3.73,3.41 - 3.72,60%,76%,
Arts & Humanities,College Of Letters & science,Philosophy,338,204,106,3.40 - 3.83,3.34 - 3.81,60%,52%,
Arts & Humanities,College Of Letters & science,Pre-history,443,208,140,3.59 - 3.89,3.57 - 3.87,47%,67%,
Arts & Humanities,College Of Letters & science,Spanish,72,42,21,3.25 - 3.75,3.21 - 3.56,58%,50%,
Arts & Humanities,College Of Letters & science,Spanish & linguistics,14,7,3,3.18 - 3.46,masked,50%,43%,
Arts & Humanities,College Of Letters & science,Study of religion,26,10,5,3.40 - 3.74,3.37 - 3.69,38%,50%,
Arts & Humanities,School Of The arts & architecture,Art,201,25,23,3.19 - 3.66,3.18 - 3.63,12%,92%,
Arts & Humanities,School Of The arts & architecture,Design media arts,186,4,4,masked,masked,2%,100%,
Arts & Humanities,School Of The arts & architecture,Ethnomusicology,32,7,5,2.97 - 3.77,2.93 - 3.38,22%,71%,
Arts & Humanities,School Of The arts & architecture,World arts & culture,24,5,4,3.70 - 3.83,masked,21%,80%,
Arts & Humanities,"School Of Theater, film and television",Film & television,588,16,13,3.32 - 3.86,3.36 - 3.83,3%,81%,
Arts & Humanities,"School Of Theater, film and television",Theater,214,6,5,3.35 - 3.70,3.35 - 3.54,3%,83%,
Business,College Of Letters & science,Pre-business economics,"1,973",356,201,3.89 - 4.00,3.88 - 4.00,18%,56%,
Engineering,College Of Letters & science,Geology - engineering geology,8,4,4,masked,masked,50%,100%,
Engineering,School Of Engineering & applied sci,Aerospace engineering,115,18,12,3.76 - 3.94,3.76 - 3.89,16%,67%,
Engineering,School Of Engineering & applied sci,Bioengineering,149,13,4,3.90 - 4.00,masked,9%,31%,
Engineering,School Of Engineering & applied sci,Civil engineering,245,39,17,3.72 - 3.93,3.74 - 3.92,16%,44%,
Engineering,School Of Engineering & applied sci,Electrical engineering,432,34,12,3.87 - 4.00,3.85 - 3.93,8%,35%,
Engineering,School Of Engineering & applied sci,Materials engineering,61,8,3,3.86 - 3.94,masked,13%,38%,
Engineering,School Of Engineering & applied sci,Mechanical engineering,440,34,8,3.89 - 4.00,3.81 - 3.94,8%,24%,
Life Sciences,College Of Letters & science,Biochemistry,436,125,54,3.68 - 3.97,3.65 - 3.94,29%,43%,
Life Sciences,College Of Letters & science,Biology,827,128,60,3.60 - 3.86,3.60 - 3.86,15%,47%,
Life Sciences,College Of Letters & science,Environmental science,94,20,5,3.56 - 3.86,3.38 - 3.85,21%,25%,
Life Sciences,College Of Letters & science,"Molecular, cell, & developmental biology",167,66,33,3.69 - 3.92,3.67 - 3.89,40%,50%,
Life Sciences,College Of Letters & science,Neuroscience,145,34,19,3.64 - 3.88,3.61 - 3.88,23%,56%,
Life Sciences,College Of Letters & science,Physiological science,128,25,18,3.57 - 3.77,3.52 - 3.72,20%,72%,
