Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,College Of Environmental design,Architecture,247,49,40,3.75 - 3.94,3.73 - 3.91,20%,82%,
Arts & Humanities,College Of Letters & science,Art,209,52,26,3.69 - 4.00,3.70 - 4.00,25%,50%,
Arts & Humanities,College Of Letters & science,Chinese language & literature,65,21,10,3.50 - 3.95,3.35 - 3.90,32%,48%,
Arts & Humanities,College Of Letters & science,Comparative literature,52,30,9,3.60 - 4.00,3.26 - 3.78,58%,30%,
Arts & Humanities,College Of Letters & science,Dance & performance studies,24,13,6,3.44 - 3.91,3.20 - 3.64,54%,46%,
Arts & Humanities,College Of Letters & science,"East asian religion, thought, and culture",38,16,8,3.59 - 3.93,3.67 - 3.93,42%,50%,
Arts & Humanities,College Of Letters & science,English,492,316,157,3.50 - 3.93,3.41 - 3.88,64%,50%,
Arts & Humanities,College Of Letters & science,Film,423,209,103,3.54 - 3.93,3.54 - 3.94,49%,49%,
Arts & Humanities,College Of Letters & science,History,296,143,63,3.64 - 3.94,3.53 - 3.97,48%,44%,
Arts & Humanities,College Of Letters & science,History of art,115,64,35,3.46 - 3.96,3.46 - 3.95,56%,55%,
Arts & Humanities,College Of Letters & science,Japanese language & literature,43,28,10,3.64 - 3.90,3.53 - 3.93,65%,36%,
Arts & Humanities,College Of Letters & science,Linguistics,98,44,21,3.66 - 3.95,3.65 - 3.94,45%,48%,
Arts & Humanities,College Of Letters & science,Music,79,35,13,3.47 - 3.90,3.48 - 3.90,44%,37%,
Arts & Humanities,College Of Letters & science,Philosophy,285,167,93,3.54 - 3.90,3.47 - 3.86,59%,56%,
Arts & Humanities,College Of Letters & science,Rhetoric,96,72,53,3.45 - 3.91,3.46 - 3.91,75%,74%,
Arts & Humanities,College Of Letters & science,South & southeast asian studies,13,7,3,3.80 - 3.91,masked,54%,43%,
Arts & Humanities,College Of Letters & science,Spanish / portuguese,44,25,13,3.35 - 3.72,3.34 - 3.89,57%,52%,
Arts & Humanities,College Of Letters & science,Theater and performance studies,101,52,15,3.53 - 3.93,3.41 - 3.81,51%,29%,
Business,School Of Business administration,Business administration,"2,424",111,101,3.86 - 4.00,3.85 - 4.00,5%,91%,
Computer Science,College Of Letters & science,Computer science,"1,093",50,38,3.81 - 4.00,3.81 - 4.00,5%,76%,
Computer Science,College Of Letters & science,Data science,391,51,43,3.81 - 4.00,3.82 - 4.00,13%,84%,
Engineering,College Of Chemistry,Chemical engineering,119,36,22,3.68 - 3.96,3.67 - 3.95,30%,61%,
Engineering,College Of Engineering,Bioengineering,128,26,13,3.65 - 3.93,3.64 - 3.90,20%,50%,
Engineering,College Of Engineering,Civil engineering,164,44,26,3.75 - 3.96,3.71 - 3.99,27%,59%,
Engineering,College Of Engineering,Electrical engineering - computer science,"1,231",126,107,3.90 - 4.00,3.90 - 4.00,10%,85%,
Engineering,College Of Engineering,Industrial engineering & operations research engineering,25,5,5,3.67 - 3.92,3.67 - 3.92,20%,100%,
Engineering,College Of Engineering,Mechanical engineering,549,91,61,3.81 - 4.00,3.82 - 4.00,17%,67%,
Engineering,College Of Engineering,Nuclear engineering,21,7,6,3.55 - 3.82,3.58 - 3.85,33%,86%,
Life Sciences,College Of Letters & science,Environmental earth science,29,9,6,3.38 - 3.70,3.39 - 3.66,31%,67%,
Life Sciences,College Of Letters & science,Environmental economics & policy,102,34,31,3.57 - 4.00,3.58 - 4.00,33%,91%,
Life Sciences,College Of Letters & science,Geography,40,26,19,3.61 - 3.94,3.56 - 3.93,65%,73%,
Life Sciences,College Of Letters & science,Integrative biology,184,70,36,3.45 - 3.89,3.38 - 3.78,38%,51%,
Life Sciences,College Of Letters & science,Molecular & cell biology,688,230,101,3.59 - 3.93,3.43 - 3.91,33%,44%,
Life Sciences,College Of Natural resources,Conservation & resource studies,40,22,15,3.44 - 3.90,3.46 - 3.89,55%,68%,
Life Sciences,College Of Natural resources,Ecosystem management and forestry - forestry,12,5,4,3.59 - 3.94,masked,42%,80%,
Life Sciences,College Of Natural resources,Ecosystem management and forestry - natural resource management,21,5,4,3.38 - 3.58,masked,24%,80%,
Life Sciences,College Of Natural resources,Environmental economics & policy,52,30,24,3.55 - 3.92,3.69 - 3.92,58%,80%,
Life Sciences,College Of Natural resources,Environmental science,145,34,11,3.46 - 3.83,3.40 - 3.74,23%,32%,
Life Sciences,College Of Natural resources,Genetics & plant biology,57,17,10,3.67 - 3.95,3.69 - 3.89,30%,59%,
Life Sciences,College Of Natural resources,Microbial biology,143,55,23,3.63 - 3.92,3.58 - 3.91,38%,42%,
Life Sciences,College Of Natural resources,Molecular environmental biology,90,28,6,3.57 - 3.83,3.51 - 3.86,31%,21%,
Life Sciences,College Of Natural resources,Society and environment,77,17,15,3.50 - 3.94,3.48 - 3.93,22%,88%,
Other/Interdisciplinary,College Of Letters & science,Ancient greek and roman studies,18,6,3,3.58 - 3.97,masked,33%,50%,
