Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,School Of The arts & architecture,Architectural studies,172,29,15,3.56 - 3.77,3.52 - 3.74,17%,52%,
Arts & Humanities,College Of Letters & science,American literature & culture,55,35,23,3.23 - 3.55,3.30 - 3.55,64%,66%,
Arts & Humanities,College Of Letters & science,Applied linguistics,20,14,9,3.49 - 3.90,3.45 - 3.80,70%,64%,
Arts & Humanities,College Of Letters & science,Arabic,10,3,3,masked,masked,30%,100%,
Arts & Humanities,College Of Letters & science,Art history,146,74,38,3.45 - 3.82,3.38 - 3.79,51%,51%,
Arts & Humanities,College Of Letters & science,Chinese,64,32,14,3.54 - 3.85,3.42 - 3.85,50%,44%,
Arts & Humanities,College Of Letters & science,Comparative literature,69,43,25,3.22 - 3.77,3.12 - 3.72,62%,58%,
Arts & Humanities,College Of Letters & science,English,642,279,148,3.52 - 3.85,3.50 - 3.84,43%,53%,
Arts & Humanities,College Of Letters & science,French,23,13,7,3.28 - 3.65,3.26 - 3.55,57%,54%,
Arts & Humanities,College Of Letters & science,German,8,4,3,masked,masked,50%,75%,
Arts & Humanities,College Of Letters & science,Italian,11,7,5,3.25 - 3.68,3.40 - 3.46,64%,71%,
Arts & Humanities,College Of Letters & science,Japanese,84,53,34,3.42 - 3.80,3.42 - 3.80,63%,64%,
Arts & Humanities,College Of Letters & science,Jewish studies,16,6,3,3.50 - 3.66,masked,38%,50%,
Arts & Humanities,College Of Letters & science,Korean,23,13,12,3.36 - 3.58,3.35 - 3.55,57%,92%,
Arts & Humanities,College Of Letters & science,Linguistics,142,79,60,3.47 - 3.75,3.46 - 3.74,56%,76%,
Arts & Humanities,College Of Letters & science,Linguistics & anthropology,15,5,4,3.35 - 3.91,masked,33%,80%,
Arts & Humanities,College Of Letters & science,Linguistics & asian languages & cultures,24,15,13,3.50 - 3.72,3.46 - 3.69,63%,87%,
Arts & Humanities,College Of Letters & science,Linguistics & computer science,22,15,8,3.57 - 3.78,3.51 - 3.72,68%,53%,
Arts & Humanities,College Of Letters & science,Linguistics & psychology,44,18,11,3.30 - 3.60,3.30 - 3.78,41%,61%,
Arts & Humanities,College Of Letters & science,Music history,21,13,10,3.34 - 3.72,3.33 - 3.77,62%,77%,
Arts & Humanities,College Of Letters & science,Philosophy,364,200,98,3.47 - 3.86,3.40 - 3.77,55%,49%,
Arts & Humanities,College Of Letters & science,Pre-history,479,301,210,3.42 - 3.82,3.37 - 3.82,63%,70%,
Arts & Humanities,College Of Letters & science,Spanish,82,40,26,3.15 - 3.63,3.15 - 3.54,49%,65%,
Arts & Humanities,College Of Letters & science,Spanish & linguistics,7,5,4,3.26 - 3.80,masked,71%,80%,
Arts & Humanities,School Of The arts & architecture,Art,225,19,15,3.19 - 3.67,3.20 - 3.80,8%,79%,
Arts & Humanities,School Of The arts & architecture,Dance,38,7,6,3.34 - 3.93,3.28 - 3.95,18%,86%,
Arts & Humanities,School Of The arts & architecture,Design media arts,217,12,12,3.53 - 3.74,3.53 - 3.74,6%,100%,
Arts & Humanities,School Of The arts & architecture,Ethnomusicology,30,8,8,3.56 - 3.91,3.56 - 3.91,27%,100%,
Arts & Humanities,School Of The arts & architecture,Music,94,10,8,3.30 - 3.73,3.26 - 3.58,11%,80%,
Arts & Humanities,School Of The arts & architecture,World arts & culture,23,7,3,3.46 - 3.71,masked,30%,43%,
Arts & Humanities,"School Of Theater, film and television",Film & television,601,16,16,3.46 - 3.80,3.46 - 3.80,3%,100%,
Arts & Humanities,"School Of Theater, film and television",Theater,169,13,11,3.59 - 3.81,3.58 - 3.86,8%,85%,
Business,College Of Letters & science,Pre-business economics,"2,243",255,153,3.81 - 4.00,3.79 - 4.00,11%,60%,
Computer Science,School Of Engineering & applied sci,Computer science,"1,108",59,32,3.81 - 4.00,3.80 - 3.96,5%,54%,
Engineering,School Of Engineering & applied sci,Aerospace engineering,161,21,15,3.87 - 3.94,3.84 - 3.93,13%,71%,
Engineering,School Of Engineering & applied sci,Bioengineering,177,22,13,3.81 - 3.98,3.77 - 3.95,12%,59%,
Engineering,School Of Engineering & applied sci,Chemical engineering,276,41,10,3.82 - 4.00,3.78 - 3.86,15%,24%,
Engineering,School Of Engineering & applied sci,Civil engineering,249,41,17,3.83 - 3.94,3.79 - 3.91,16%,41%,
Engineering,School Of Engineering & applied sci,Computer science & engineering,354,50,25,3.83 - 4.00,3.75 - 3.94,14%,50%,
Engineering,School Of Engineering & applied sci,Electrical engineering,445,127,74,3.81 - 4.00,3.81 - 4.00,29%,58%,
Engineering,School Of Engineering & applied sci,Mechanical engineering,620,89,38,3.82 - 4.00,3.80 - 3.96,14%,43%,
Life Sciences,College Of Letters & science,Biochemistry,429,116,57,3.69 - 3.94,3.63 - 3.91,27%,49%,
Life Sciences,College Of Letters & science,Biology,889,175,97,3.63 - 3.87,3.63 - 3.85,20%,55%,
Life Sciences,College Of Letters & science,Biophysics,16,6,3,3.65 - 3.98,masked,38%,50%,
Life Sciences,College Of Letters & science,Environmental science,104,20,11,3.53 - 3.77,3.62 - 3.78,19%,55%,
Life Sciences,College Of Letters & science,"Molecular, cell, & developmental biology",164,70,42,3.67 - 3.93,3.67 - 3.89,43%,60%,
Life Sciences,College Of Letters & science,Neuroscience,185,50,26,3.56 - 3.82,3.64 - 3.92,27%,52%,
Life Sciences,College Of Letters & science,Physiological science,120,28,16,3.64 - 3.86,3.51 - 3.84,23%,57%,
Life Sciences,College Of Letters & science,Pre-microbiology - immunology - molecular genetics,124,35,18,3.65 - 3.92,3.68 - 3.89,28%,51%,
Nursing,School Of Nursing,Nursing - four year program,183,10,10,3.72 - 3.87,3.72 - 3.87,5%,100%,
Other/Interdisciplinary,College Of Letters & science,Classical civilization,14,9,4,3.71 - 3.92,masked,64%,44%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,"1,063",121,86,3.84 - 3.98,3.84 - 3.97,11%,71%,
Other/Interdisciplinary,College Of Letters & science,Pre human biology and society,111,11,3,3.71 - 3.90,masked,10%,27%,
Other/Interdisciplinary,College Of Letters & science,Pre-cognitive science,110,32,19,3.51 - 3.78,3.50 - 3.82,29%,59%,
