Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Humanities & social sci,Art,65,36,4,3.17 - 3.72,masked,55%,11%,
Arts & Humanities,College Of Humanities & social sci,Art history,43,32,5,3.16 - 3.54,2.71 - 3.52,74%,16%,
Arts & Humanities,College Of Humanities & social sci,Chinese language & literature,27,20,5,2.70 - 3.18,2.39 - 2.52,74%,25%,
Arts & Humanities,College Of Humanities & social sci,Creative writing,62,48,22,2.79 - 3.51,2.59 - 3.40,77%,46%,
Arts & Humanities,College Of Humanities & social sci,Dance,20,14,5,3.13 - 3.52,3.23 - 3.59,70%,36%,
Arts & Humanities,College Of Humanities & social sci,English,218,168,42,2.96 - 3.59,2.89 - 3.32,77%,25%,
Arts & Humanities,College Of Humanities & social sci,History,158,118,35,2.97 - 3.55,2.76 - 3.18,75%,30%,
Arts & Humanities,College Of Humanities & social sci,Japanese language & literature,35,24,4,3.05 - 3.49,masked,69%,17%,
Arts & Humanities,College Of Humanities & social sci,Language,29,20,4,3.00 - 3.33,masked,69%,20%,
Arts & Humanities,College Of Humanities & social sci,Liberal studies,73,47,22,2.69 - 3.41,2.59 - 3.31,64%,47%,
Arts & Humanities,College Of Humanities & social sci,Linguistics,69,55,8,3.04 - 3.57,2.69 - 3.19,80%,15%,
Arts & Humanities,College Of Humanities & social sci,Media and cultural studies,138,97,17,3.00 - 3.56,2.60 - 3.00,70%,18%,
Arts & Humanities,College Of Humanities & social sci,Music,29,15,6,3.19 - 3.60,3.19 - 3.52,52%,40%,
Arts & Humanities,College Of Humanities & social sci,Music & culture,9,8,3,2.95 - 3.55,masked,89%,38%,
Arts & Humanities,College Of Humanities & social sci,Philosophy,89,64,8,2.99 - 3.62,2.68 - 2.95,72%,13%,
Arts & Humanities,College Of Humanities & social sci,Religious studies,10,8,3,2.83 - 3.28,masked,80%,38%,
Arts & Humanities,College Of Humanities & social sci,Spanish,22,15,8,2.76 - 3.51,2.79 - 3.44,68%,53%,
Arts & Humanities,College Of Humanities & social sci,Theater,50,34,7,2.86 - 3.55,2.72 - 3.09,68%,21%,
Business,College Of Humanities & social sci,Business economics,351,263,41,3.08 - 3.70,2.80 - 3.23,75%,16%,
Business,School Of Business administration,Business administration,"1,416",877,187,3.17 - 3.69,2.97 - 3.51,62%,21%,
Computer Science,College Of Engineering,Computer science,463,108,30,3.03 - 3.57,3.04 - 3.32,23%,28%,
Engineering,College Of Engineering,Bioengineering,108,53,24,3.06 - 3.71,2.86 - 3.56,49%,45%,
Engineering,College Of Engineering,Chemical engineering,208,100,26,3.14 - 3.56,3.02 - 3.32,48%,26%,
Engineering,College Of Engineering,Computer engineering,105,46,17,3.07 - 3.54,2.97 - 3.25,44%,37%,
Engineering,College Of Engineering,Electrical engineering,209,96,19,3.15 - 3.66,2.86 - 3.40,46%,20%,
Engineering,College Of Engineering,Environmental engineering,56,27,3,3.10 - 3.61,masked,48%,11%,
Engineering,College Of Engineering,Materials science & engineering,28,15,4,3.17 - 3.59,masked,54%,27%,
Engineering,College Of Engineering,Mechanical engineering,366,161,38,3.07 - 3.50,2.92 - 3.33,44%,24%,
Life Sciences,College Of Natural & agricultural sci,Biochemistry,421,182,37,3.11 - 3.59,2.97 - 3.45,43%,20%,
Life Sciences,College Of Natural & agricultural sci,Biology,732,264,65,3.13 - 3.61,3.00 - 3.56,36%,25%,
Life Sciences,College Of Natural & agricultural sci,"Cell, molecular, & developmental biology",136,74,21,3.01 - 3.58,2.81 - 3.34,54%,28%,
Life Sciences,College Of Natural & agricultural sci,Environmental science,104,24,4,2.80 - 3.36,masked,23%,17%,
Life Sciences,College Of Natural & agricultural sci,Microbiology,67,27,5,3.14 - 3.44,3.14 - 3.20,40%,19%,
Life Sciences,College Of Natural & agricultural sci,Neuroscience,92,48,13,3.07 - 3.57,2.83 - 3.47,52%,27%,
Other/Interdisciplinary,College Of Humanities & social sci,Global studies,56,42,9,2.93 - 3.48,2.60 - 3.17,75%,21%,
Physical Sciences/Math,College Of Natural & agricultural sci,Chemistry,182,72,17,3.02 - 3.53,2.78 - 3.19,40%,24%,
Physical Sciences/Math,College Of Natural & agricultural sci,Geology,19,7,3,3.14 - 3.62,masked,37%,43%,
