Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Humanities & social sci,Art,59,26,8,3.12 - 3.55,2.99 - 3.43,44%,31%,
Arts & Humanities,College Of Humanities & social sci,Art history,45,37,7,3.01 - 3.70,2.60 - 2.95,82%,19%,
Arts & Humanities,College Of Humanities & social sci,Art history/administration studies,5,5,3,3.43 - 3.61,masked,100%,60%,
Arts & Humanities,College Of Humanities & social sci,Chinese language & literature,14,10,4,2.92 - 3.29,masked,71%,40%,
Arts & Humanities,College Of Humanities & social sci,Creative writing,77,51,21,2.90 - 3.42,3.04 - 3.41,66%,41%,
Arts & Humanities,College Of Humanities & social sci,Dance,13,9,4,3.13 - 3.69,masked,69%,44%,
Arts & Humanities,College Of Humanities & social sci,English,223,181,43,2.94 - 3.44,2.73 - 3.37,81%,24%,
Arts & Humanities,College Of Humanities & social sci,History,182,134,35,2.84 - 3.56,2.63 - 3.15,74%,26%,
Arts & Humanities,College Of Humanities & social sci,Japanese language & literature,25,16,5,2.99 - 3.61,2.95 - 3.39,64%,31%,
Arts & Humanities,College Of Humanities & social sci,Language,21,15,5,3.27 - 3.88,3.08 - 3.80,71%,33%,
Arts & Humanities,College Of Humanities & social sci,Liberal studies,76,55,30,2.73 - 3.25,2.66 - 3.26,72%,55%,
Arts & Humanities,College Of Humanities & social sci,Linguistics,56,47,11,2.91 - 3.54,2.92 - 3.40,84%,23%,
Arts & Humanities,College Of Humanities & social sci,Media and cultural studies,159,107,24,3.01 - 3.68,2.76 - 3.43,67%,22%,
Arts & Humanities,College Of Humanities & social sci,Music,37,20,4,3.21 - 3.83,masked,54%,20%,
Arts & Humanities,College Of Humanities & social sci,Philosophy,134,109,20,2.95 - 3.62,2.49 - 2.95,81%,18%,
Arts & Humanities,College Of Humanities & social sci,Spanish,42,35,6,2.86 - 3.44,2.89 - 3.21,83%,17%,
Arts & Humanities,College Of Humanities & social sci,Theater,52,28,6,2.96 - 3.59,2.69 - 3.33,54%,21%,
Business,College Of Humanities & social sci,Business economics,348,274,60,3.01 - 3.63,2.73 - 3.30,79%,22%,
Business,School Of Business administration,Business administration,"1,323",797,189,3.10 - 3.68,2.91 - 3.50,60%,24%,
Computer Science,College Of Engineering,Computer science,416,110,16,3.08 - 3.52,2.90 - 3.32,26%,15%,
Engineering,College Of Engineering,Bioengineering,105,39,13,3.05 - 3.40,2.93 - 3.20,37%,33%,
Engineering,College Of Engineering,Chemical engineering,190,108,26,3.06 - 3.65,2.95 - 3.48,57%,24%,
Engineering,College Of Engineering,Computer engineering,120,39,6,3.15 - 3.66,2.93 - 3.39,33%,15%,
Engineering,College Of Engineering,Electrical engineering,217,89,15,3.05 - 3.48,2.86 - 3.44,41%,17%,
Engineering,College Of Engineering,Materials science & engineering,41,18,3,3.04 - 3.71,masked,44%,17%,
Engineering,College Of Engineering,Mechanical engineering,350,164,27,3.11 - 3.61,2.82 - 3.18,47%,16%,
Life Sciences,College Of Humanities & social sci,Neuroscience,35,25,7,3.03 - 3.51,2.91 - 3.06,71%,28%,
Life Sciences,College Of Natural & agricultural sci,Biochemistry,425,185,35,3.14 - 3.72,3.02 - 3.44,44%,19%,
Life Sciences,College Of Natural & agricultural sci,Biology,582,233,64,3.04 - 3.52,2.99 - 3.33,40%,27%,
Life Sciences,College Of Natural & agricultural sci,"Cell, molecular, & developmental biology",169,69,20,2.96 - 3.56,2.88 - 3.31,41%,29%,
Life Sciences,College Of Natural & agricultural sci,Microbiology,68,27,12,2.99 - 3.41,2.88 - 3.35,40%,44%,
Life Sciences,College Of Natural & agricultural sci,Neuroscience,94,50,6,3.23 - 3.57,3.11 - 3.32,53%,12%,
Other/Interdisciplinary,College Of Humanities & social sci,Global studies,68,60,15,2.91 - 3.45,2.76 - 3.04,88%,25%,
Physical Sciences/Math,College Of Natural & agricultural sci,Chemistry,159,64,12,3.02 - 3.53,2.69 - 2.90,40%,19%,
Physical Sciences/Math,College Of Natural & agricultural sci,Mathematics,176,88,24,3.00 - 3.70,2.68 - 3.11,50%,27%,
Physical Sciences/Math,College Of Natural & agricultural sci,Mathematics for secondary school,25,11,4,2.90 - 3.60,masked,44%,36%,
Physical Sciences/Math,College Of Natural & agricultural sci,Physics,66,18,3,3.02 - 3.56,masked,27%,17%,
Public Admin,College Of Humanities & social sci,Public policy,62,41,10,2.93 - 3.32,2.54 - 3.29,66%,24%,
Social Sciences,College Of Humanities & social sci,Anthropology,200,157,43,2.89 - 3.51,2.76 - 3.11,79%,27%,
Social Sciences,College Of Humanities & social sci,Economics,379,301,55,3.04 - 3.55,2.73 - 3.17,79%,18%,
Social Sciences,College Of Humanities & social sci,Economics/administrative studies,42,32,7,3.01 - 3.56,2.86 - 3.38,76%,22%,
Social Sciences,College Of Humanities & social sci,Ethnic studies,11,6,4,2.79 - 3.20,masked,55%,67%,
Social Sciences,College Of Humanities & social sci,Political science,227,169,41,2.87 - 3.50,2.50 - 3.05,74%,24%,
Social Sciences,College Of Humanities & social sci,Political science / international studies,89,67,13,2.91 - 3.49,2.73 - 3.00,75%,19%,
Social Sciences,College Of Humanities & social sci,Political science/administration studies,12,9,3,2.59 - 3.29,masked,75%,33%,
Social Sciences,College Of Humanities & social sci,Psychology,874,630,176,2.97 - 3.50,2.75 - 3.25,72%,28%,
Social Sciences,College Of Humanities & social sci,Sociology,436,360,100,2.88 - 3.47,2.61 - 3.16,83%,28%,
Social Sciences,College Of Humanities & social sci,Sociology/administration studies,37,25,7,2.85 - 3.60,2.60 - 2.90,68%,28%,
Social Sciences,College Of Humanities & social sci,Women's studies,32,24,3,2.90 - 3.59,masked,75%,13%,
