Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Humanities & social sci,Art,60,20,3,3.21 - 3.66,masked,33%,15%,
Arts & Humanities,College Of Humanities & social sci,Art history,47,31,4,3.03 - 3.38,masked,66%,13%,
Arts & Humanities,College Of Humanities & social sci,Creative writing,75,47,24,3.00 - 3.46,2.90 - 3.38,63%,51%,
Arts & Humanities,College Of Humanities & social sci,English,262,183,51,2.93 - 3.50,2.70 - 3.44,70%,28%,
Arts & Humanities,College Of Humanities & social sci,French,7,5,4,2.55 - 3.54,masked,71%,80%,
Arts & Humanities,College Of Humanities & social sci,History,207,151,47,2.84 - 3.47,2.66 - 3.14,73%,31%,
Arts & Humanities,College Of Humanities & social sci,History/law & society,18,11,3,2.74 - 3.58,masked,61%,27%,
Arts & Humanities,College Of Humanities & social sci,Language,26,19,6,2.90 - 3.46,2.50 - 3.36,73%,32%,
Arts & Humanities,College Of Humanities & social sci,Liberal studies,58,35,15,2.75 - 3.39,2.57 - 3.27,60%,43%,
Arts & Humanities,College Of Humanities & social sci,Linguistics,62,39,8,2.93 - 3.31,2.58 - 2.97,63%,21%,
Arts & Humanities,College Of Humanities & social sci,Media and cultural studies,141,100,20,2.87 - 3.50,2.51 - 3.21,71%,20%,
Arts & Humanities,College Of Humanities & social sci,Music,41,26,6,2.84 - 3.40,2.83 - 2.92,63%,23%,
Arts & Humanities,College Of Humanities & social sci,Philosophy,104,76,12,2.94 - 3.57,2.75 - 3.21,73%,16%,
Arts & Humanities,College Of Humanities & social sci,Spanish,37,25,7,2.78 - 3.44,2.32 - 2.93,68%,28%,
Arts & Humanities,College Of Humanities & social sci,Theater,37,22,7,2.72 - 3.36,2.42 - 3.17,59%,32%,
Business,College Of Humanities & social sci,Business economics,327,237,55,2.96 - 3.59,2.72 - 3.29,72%,23%,
Business,School Of Business administration,Business administration,"1,351",846,219,3.05 - 3.63,2.88 - 3.45,63%,26%,
Computer Science,College Of Engineering,Computer science,342,86,16,3.13 - 3.57,2.98 - 3.56,25%,19%,
Engineering,College Of Engineering,Bioengineering,138,47,13,3.06 - 3.74,2.93 - 3.22,34%,28%,
Engineering,College Of Engineering,Chemical engineering,143,82,30,3.04 - 3.58,2.87 - 3.34,57%,37%,
Engineering,College Of Engineering,Computer engineering,103,26,9,3.05 - 3.55,2.93 - 3.11,25%,35%,
Engineering,College Of Engineering,Electrical engineering,215,86,18,3.13 - 3.60,3.07 - 3.23,40%,21%,
Engineering,College Of Engineering,Environmental engineering,61,23,6,3.25 - 3.65,2.76 - 3.35,38%,26%,
Engineering,College Of Engineering,Materials science & engineering,48,9,4,2.78 - 3.16,masked,19%,44%,
