Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Letters & science,Art - studio,103,63,10,3.37 - 3.75,3.26 - 3.41,61%,16%,
Arts & Humanities,College Of Letters & science,Art history,103,54,11,3.31 - 3.75,3.13 - 3.62,52%,20%,
Arts & Humanities,College Of Letters & science,English,422,241,36,3.29 - 3.74,3.00 - 3.46,57%,15%,
Arts & Humanities,College Of Letters & science,Film studies,250,126,33,3.33 - 3.75,3.23 - 3.63,50%,26%,
Arts & Humanities,College Of Letters & science,History,288,167,16,3.39 - 3.78,3.10 - 3.48,58%,10%,
Arts & Humanities,College Of Letters & science,Linguistics,106,57,6,3.28 - 3.75,3.36 - 3.90,54%,11%,
Arts & Humanities,College Of Letters & science,Philosophy,233,125,10,3.32 - 3.78,3.16 - 3.58,54%,8%,
Arts & Humanities,College Of Letters & science,Spanish,71,41,7,3.25 - 3.60,3.04 - 3.37,58%,17%,
Arts & Humanities,College Of Letters & science,Theater,97,45,5,3.36 - 3.74,3.52 - 3.72,46%,11%,
Business,College Of Letters & science,Actuarial science,105,77,21,3.45 - 3.86,3.27 - 3.82,73%,27%,
Computer Science,College Of Engineering,Computer science,510,30,8,3.65 - 3.91,3.62 - 3.88,6%,27%,
Engineering,College Of Engineering,Chemical engineering,702,57,18,3.64 - 3.91,3.50 - 3.80,8%,32%,
Engineering,College Of Engineering,Computer engineering,163,32,5,3.67 - 3.96,3.30 - 3.68,20%,16%,
Life Sciences,College Of Letters & science,Biological sciences,"1,300",463,100,3.34 - 3.73,3.21 - 3.66,36%,22%,
Life Sciences,College Of Letters & science,Environmental studies,190,103,32,3.26 - 3.74,3.15 - 3.60,54%,31%,
Other/Interdisciplinary,College Of Letters & science,Communication studies,"1,089",634,215,3.31 - 3.76,3.16 - 3.53,58%,34%,
Other/Interdisciplinary,College Of Letters & science,Global studies,191,105,28,3.29 - 3.71,3.07 - 3.44,55%,27%,
Physical Sciences/Math,College Of Letters & science,Chemistry,529,321,58,3.31 - 3.72,3.19 - 3.48,61%,18%,
Physical Sciences/Math,College Of Letters & science,Financial mathematics & statistics,54,27,6,3.34 - 3.67,3.21 - 3.44,50%,22%,
Physical Sciences/Math,College Of Letters & science,Geology,90,51,13,3.32 - 3.64,3.03 - 3.50,57%,25%,
Physical Sciences/Math,College Of Letters & science,Mathematics,227,136,23,3.33 - 3.75,3.27 - 3.56,60%,17%,
Physical Sciences/Math,College Of Letters & science,Physics,220,149,36,3.35 - 3.82,3.26 - 3.64,68%,24%,
Physical Sciences/Math,College Of Letters & science,Statistical science,65,42,7,3.42 - 3.85,3.07 - 3.47,65%,17%,
Social Sciences,College Of Letters & science,Anthropology,356,196,27,3.34 - 3.67,3.15 - 3.50,55%,14%,
Social Sciences,College Of Letters & science,Biopsychology,165,107,35,3.30 - 3.70,3.20 - 3.54,65%,33%,
Social Sciences,College Of Letters & science,Economics,"1,344",711,138,3.37 - 3.82,3.17 - 3.56,53%,19%,
Social Sciences,College Of Letters & science,Economics - mathematics,107,62,13,3.39 - 3.80,3.28 - 3.50,58%,21%,
Social Sciences,College Of Letters & science,Economics and accounting,"1,342",850,271,3.41 - 3.86,3.27 - 3.70,63%,32%,
Social Sciences,College Of Letters & science,Geography,81,41,13,3.36 - 3.88,3.20 - 3.47,51%,32%,
Social Sciences,College Of Letters & science,Physical geography,9,5,3,3.26 - 3.56,masked,56%,60%,
Social Sciences,College Of Letters & science,Political science,634,336,63,3.33 - 3.73,3.10 - 3.48,53%,19%,
Social Sciences,College Of Letters & science,Psychology,"1,405",784,206,3.28 - 3.73,3.16 - 3.57,56%,26%,
Social Sciences,College Of Letters & science,Sociology,641,355,91,3.24 - 3.66,3.06 - 3.32,55%,26%,
