Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,College Of Humanities & social sci,Art,98,28,13,3.04 - 3.71,2.83 - 3.55,29%,46%,
Arts & Humanities,College Of Humanities & social sci,Art history,57,47,3,3.24 - 3.81,masked,82%,6%,
Arts & Humanities,College Of Humanities & social sci,Creative writing,101,83,19,3.17 - 3.87,2.96 - 3.67,82%,23%,
Arts & Humanities,College Of Humanities & social sci,English,302,254,37,3.06 - 3.78,2.90 - 3.69,84%,15%,
Arts & Humanities,College Of Humanities & social sci,History,201,159,32,3.07 - 3.80,2.93 - 3.40,79%,20%,
Arts & Humanities,College Of Humanities & social sci,Liberal studies,72,57,19,3.06 - 3.70,2.88 - 3.62,79%,33%,
Arts & Humanities,College Of Humanities & social sci,Linguistics,70,58,4,3.05 - 3.68,masked,83%,7%,
Arts & Humanities,College Of Humanities & social sci,Media and cultural studies,148,122,19,3.10 - 3.78,3.14 - 3.68,82%,16%,
Arts & Humanities,College Of Humanities & social sci,Music,55,37,7,3.14 - 3.64,3.10 - 3.47,67%,19%,
Arts & Humanities,College Of Humanities & social sci,Philosophy,115,90,11,3.03 - 3.70,2.87 - 3.46,78%,12%,
Arts & Humanities,College Of Humanities & social sci,Spanish,53,41,9,3.22 - 3.85,3.47 - 3.89,77%,22%,
Arts & Humanities,College Of Humanities & social sci,"Theatre, film and digital production",344,262,40,3.13 - 3.74,3.00 - 3.59,76%,15%,
Business,School Of Business administration,Business administration,"1,548",806,234,3.21 - 3.82,3.07 - 3.69,52%,29%,
Computer Science,College Of Engineering,Computer science,"1,395",497,74,3.70 - 3.93,3.60 - 3.84,36%,15%,
Computer Science,College Of Engineering,Data science,177,104,19,3.45 - 3.89,3.45 - 3.74,59%,18%,
Computer Science,College Of Engineering,Information sciences,133,38,6,3.45 - 3.87,3.52 - 3.88,29%,16%,
Computer Science,College Of Natural & agricultural sci,Data science,68,42,6,3.47 - 3.82,3.24 - 3.29,62%,14%,
Education,School Of Education,"Education, society, and human development",222,170,43,3.00 - 3.71,2.84 - 3.47,77%,25%,
Engineering,College Of Engineering,Bioengineering,85,52,11,3.20 - 3.78,3.13 - 3.57,61%,21%,
Engineering,College Of Engineering,Chemical engineering,102,60,15,3.11 - 3.61,2.75 - 3.55,59%,25%,
Engineering,College Of Engineering,Computer engineering,178,67,6,3.44 - 3.83,3.38 - 3.84,38%,9%,
Engineering,College Of Engineering,Electrical engineering,174,98,15,3.20 - 3.78,3.07 - 3.78,56%,15%,
Engineering,College Of Engineering,Materials science & engineering,44,23,3,3.32 - 3.78,masked,52%,13%,
Engineering,College Of Engineering,Mechanical engineering,383,139,41,3.13 - 3.73,3.01 - 3.30,36%,29%,
Engineering,College Of Engineering,Robotics,39,38,6,3.46 - 3.60,3.50 - 3.55,97%,16%,
Life Sciences,College Of Natural & agricultural sci,Biochemistry,182,118,13,3.23 - 3.83,2.82 - 3.36,65%,11%,
Life Sciences,College Of Natural & agricultural sci,Biology,"1,013",585,108,3.20 - 3.76,3.04 - 3.59,58%,18%,
Life Sciences,College Of Natural & agricultural sci,"Cell, molecular, & developmental biology",139,85,11,3.15 - 3.79,2.80 - 3.45,61%,13%,
Life Sciences,College Of Natural & agricultural sci,Entomology,16,7,3,3.28 - 3.77,masked,44%,43%,
Life Sciences,College Of Natural & agricultural sci,Environmental science,114,39,7,2.90 - 3.59,2.85 - 2.99,34%,18%,
Life Sciences,College Of Natural & agricultural sci,Microbiology,60,32,7,3.09 - 3.73,3.02 - 3.48,53%,22%,
Life Sciences,College Of Natural & agricultural sci,Neuroscience,121,70,13,3.18 - 3.77,2.89 - 3.58,58%,19%,
Life Sciences,College Of Natural & agricultural sci,Plant biology,48,26,7,3.11 - 3.75,3.30 - 3.92,54%,27%,
Other/Interdisciplinary,College Of Humanities & social sci,Global studies,92,76,8,2.99 - 3.75,2.86 - 3.55,83%,11%,
Physical Sciences/Math,College Of Natural & agricultural sci,Chemistry,138,82,16,3.08 - 3.66,2.76 - 3.26,59%,20%,
Physical Sciences/Math,College Of Natural & agricultural sci,Mathematics,205,138,25,3.08 - 3.81,2.69 - 3.14,67%,18%,
Physical Sciences/Math,College Of Natural & agricultural sci,Mathematics for secondary school,25,13,4,3.01 - 3.77,masked,52%,31%,
Physical Sciences/Math,College Of Natural & agricultural sci,Physics,89,57,9,2.91 - 3.55,2.81 - 3.17,64%,16%,
Physical Sciences/Math,College Of Natural & agricultural sci,Statistics,35,27,5,3.08 - 3.84,2.82 - 3.61,77%,19%,
Public Admin,School Of Public policy,Public policy,113,96,29,2.97 - 3.69,2.83 - 3.59,85%,30%,
Social Sciences,College Of Humanities & social sci,Anthropology,162,140,24,3.05 - 3.68,2.83 - 3.27,86%,17%,
Social Sciences,College Of Humanities & social sci,Asian studies,32,28,4,3.02 - 3.73,masked,88%,14%,
Social Sciences,College Of Humanities & social sci,Business economics,588,432,65,3.28 - 3.83,3.10 - 3.64,73%,15%,
Social Sciences,College Of Humanities & social sci,Chicano studies,29,22,4,3.10 - 3.76,masked,76%,18%,
Social Sciences,College Of Humanities & social sci,Economics,449,336,43,3.22 - 3.76,2.76 - 3.45,75%,13%,
Social Sciences,College Of Humanities & social sci,Gender and sexuality studies,27,24,5,3.14 - 3.70,2.54 - 3.04,89%,21%,
Social Sciences,College Of Humanities & social sci,Political science,392,344,43,3.09 - 3.71,2.66 - 3.47,88%,13%,
Social Sciences,College Of Humanities & social sci,Political science / international studies,74,60,8,3.03 - 3.73,3.23 - 3.95,81%,13%,
Social Sciences,College Of Humanities & social sci,Political science/administration studies,31,25,5,3.00 - 3.63,3.48 - 3.86,81%,20%,
Social Sciences,College Of Humanities & social sci,Psychology,"1,220",579,128,3.35 - 3.85,3.16 - 3.74,47%,22%,
Social Sciences,College Of Humanities & social sci,Sociology,842,699,131,3.03 - 3.74,2.77 - 3.50,83%,19%,
Social Sciences,College Of Humanities & social sci,Sociology/administration studies,76,58,6,3.23 - 3.82,3.09 - 3.64,76%,10%,
Undeclared,College Of Natural & agricultural sci,Undeclared - life science,8,7,3,3.22 - 3.86,masked,88%,43%,
Unknown,Not available,Invalid ccm combination,6,6,6,3.22 - 3.60,3.22 - 3.60,100%,100%,
