Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Not applicable,Applied linguistics and multilingualism,22,19,6,3.01 - 3.77,2.61 - 3.50,86%,32%,
Arts & Humanities,Not applicable,Art,162,129,29,3.06 - 3.68,2.91 - 3.56,80%,22%,
Arts & Humanities,Not applicable,Art and design: games and playable media,69,52,16,3.13 - 3.62,2.89 - 3.63,75%,31%,
Arts & Humanities,Not applicable,Art history,57,48,10,2.84 - 3.67,2.96 - 3.35,84%,21%,
Arts & Humanities,Not applicable,Film and digital media,405,337,77,3.01 - 3.61,2.86 - 3.36,83%,23%,
Arts & Humanities,Not applicable,History,243,198,50,2.96 - 3.61,2.86 - 3.44,81%,25%,
Arts & Humanities,Not applicable,Language studies,79,65,9,2.85 - 3.58,2.84 - 3.58,82%,14%,
Arts & Humanities,Not applicable,Linguistics,99,83,25,3.01 - 3.71,2.72 - 3.53,84%,30%,
Arts & Humanities,Not applicable,Literature,374,305,81,2.96 - 3.68,2.72 - 3.42,82%,27%,
Arts & Humanities,Not applicable,Music,54,39,7,3.03 - 3.70,2.93 - 3.18,72%,18%,
Arts & Humanities,Not applicable,Philosophy,202,175,38,2.87 - 3.54,2.75 - 3.40,87%,22%,
Arts & Humanities,Not applicable,Spanish studies,43,37,4,2.83 - 3.57,masked,86%,11%,
Arts & Humanities,Not applicable,Theater arts,85,56,7,3.10 - 3.64,3.00 - 3.70,66%,13%,
Business,Not applicable,Business management - economics,867,524,73,3.09 - 3.70,2.88 - 3.46,60%,14%,
Computer Science,Not applicable,Computer science,"1,153",631,201,3.23 - 3.75,3.05 - 3.50,55%,32%,
Computer Science,Not applicable,Computer science: computer game design,215,97,57,3.09 - 3.60,2.98 - 3.54,45%,59%,
Computer Science,Not applicable,Technology and information management,48,27,12,3.04 - 3.63,2.98 - 3.51,56%,44%,
Education,Not applicable,Science education,25,21,4,2.89 - 3.38,masked,84%,19%,
Engineering,Not applicable,Bioengineering,134,70,13,3.15 - 3.78,3.03 - 3.34,52%,19%,
Engineering,Not applicable,Computer engineering,166,69,9,3.23 - 3.70,3.06 - 3.51,42%,13%,
Engineering,Not applicable,Electrical engineering,295,164,24,3.19 - 3.73,2.99 - 3.41,56%,15%,
Engineering,Not applicable,Robotics engineering bs,107,41,5,3.32 - 3.84,3.50 - 3.66,38%,12%,
Life Sciences,Not applicable,Biochemistry- molecular biology,155,85,10,3.17 - 3.76,2.76 - 3.36,55%,12%,
Life Sciences,Not applicable,Biology,650,412,86,3.01 - 3.56,2.83 - 3.30,63%,21%,
Life Sciences,Not applicable,Ecology & evolution,57,37,15,3.19 - 3.64,2.95 - 3.64,65%,41%,
Life Sciences,Not applicable,Environmental studies,146,43,19,3.16 - 3.68,3.18 - 3.71,29%,44%,
Life Sciences,Not applicable,Environmental studies/biology,39,10,4,3.02 - 3.75,masked,26%,40%,
Life Sciences,Not applicable,Health sciences,115,62,12,2.97 - 3.46,2.90 - 3.34,54%,19%,
Life Sciences,Not applicable,Marine biology,105,60,27,2.89 - 3.39,2.88 - 3.33,57%,45%,
Life Sciences,Not applicable,"Molecular, cell, & developmental biology",97,79,19,3.05 - 3.68,2.71 - 3.14,81%,24%,
Life Sciences,Not applicable,Neuroscience,135,74,14,3.08 - 3.63,2.69 - 3.32,55%,19%,
Life Sciences,Not applicable,Plant science,34,18,6,3.08 - 3.47,2.64 - 3.34,53%,33%,
Other/Interdisciplinary,Not applicable,Cognitive science,136,67,22,3.14 - 3.66,3.06 - 3.74,49%,33%,
Other/Interdisciplinary,Not applicable,Legal studies,107,85,25,2.90 - 3.43,2.90 - 3.17,79%,29%,
Physical Sciences/Math,Not applicable,Applied physics,6,6,6,2.95 - 3.60,2.95 - 3.60,100%,100%,
Physical Sciences/Math,Not applicable,Astrophysics,89,55,20,3.16 - 3.63,3.04 - 3.41,62%,36%,
Physical Sciences/Math,Not applicable,Chemistry,289,160,25,3.06 - 3.63,2.64 - 3.18,55%,16%,
Physical Sciences/Math,Not applicable,Earth science,136,118,45,2.87 - 3.43,2.62 - 3.24,87%,38%,
Physical Sciences/Math,Not applicable,Mathematics,403,318,82,2.95 - 3.63,2.75 - 3.33,79%,26%,
Physical Sciences/Math,Not applicable,Physics,120,89,15,3.21 - 3.75,2.97 - 3.43,74%,17%,
Public Admin,Not applicable,Community studies,143,124,30,2.92 - 3.54,2.83 - 3.15,87%,24%,
Social Sciences,Not applicable,Anthropology,339,290,80,2.93 - 3.60,2.76 - 3.39,86%,28%,
Social Sciences,Not applicable,Economics,765,543,61,3.10 - 3.65,2.76 - 3.32,71%,11%,
Social Sciences,Not applicable,Ethnic studies,64,54,16,2.92 - 3.50,2.74 - 3.53,84%,30%,
Social Sciences,Not applicable,Latin american & latino studies,27,21,5,2.82 - 3.26,2.84 - 3.13,78%,24%,
Social Sciences,Not applicable,Politics,525,438,73,2.95 - 3.61,2.67 - 3.38,83%,17%,
Social Sciences,Not applicable,Psychology,"1,069",540,176,3.03 - 3.67,2.85 - 3.56,51%,33%,
Social Sciences,Not applicable,Sociology,747,530,132,2.95 - 3.58,2.74 - 3.39,71%,25%,
Social Sciences,Not applicable,Women's studies,71,56,12,2.90 - 3.57,2.73 - 3.19,79%,21%,
Unknown,Not applicable,Invalid ccm combination,24,5,5,2.69 - 3.25,2.69 - 3.25,21%,100%,
