Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,School Of The arts & architecture,Architectural studies,293,22,14,3.65 - 3.93,3.54 - 3.89,8%,64%,
Arts & Humanities,College Of Letters & science,American literature & culture,28,17,14,3.59 - 3.93,3.61 - 3.96,61%,82%,
Arts & Humanities,College Of Letters & science,Art history,147,77,42,3.66 - 3.94,3.65 - 3.93,52%,55%,
Arts & Humanities,College Of Letters & science,Asian languages and linguistics,27,12,8,3.65 - 3.88,3.71 - 3.88,44%,67%,
Arts & Humanities,College Of Letters & science,Chinese,28,10,5,3.68 - 3.93,3.66 - 3.89,36%,50%,
Arts & Humanities,College Of Letters & science,Comparative literature,49,22,13,3.58 - 3.86,3.46 - 3.80,45%,59%,
Arts & Humanities,College Of Letters & science,English,639,253,144,3.76 - 4.00,3.78 - 4.00,40%,57%,
Arts & Humanities,College Of Letters & science,European languages and transcultural studies with french and francophone,16,9,4,3.60 - 3.95,masked,56%,44%,
Arts & Humanities,College Of Letters & science,European languages and transcultural studies with german,6,3,3,masked,masked,50%,100%,
Arts & Humanities,College Of Letters & science,Japanese,54,31,17,3.69 - 3.95,3.69 - 3.94,57%,55%,
Arts & Humanities,College Of Letters & science,Korean,17,6,4,3.71 - 3.89,masked,35%,67%,
Arts & Humanities,College Of Letters & science,Linguistics,82,33,14,3.69 - 3.93,3.66 - 3.91,40%,42%,
Arts & Humanities,College Of Letters & science,Linguistics - english,10,5,4,3.78 - 3.93,masked,50%,80%,
Arts & Humanities,College Of Letters & science,Linguistics & anthropology,16,6,3,3.62 - 3.96,masked,38%,50%,
Arts & Humanities,College Of Letters & science,Linguistics & asian languages & cultures,19,9,4,3.81 - 3.97,masked,47%,44%,
Arts & Humanities,College Of Letters & science,Linguistics & computer science,84,29,15,3.66 - 3.88,3.45 - 3.87,35%,52%,
Arts & Humanities,College Of Letters & science,Linguistics & psychology,77,29,19,3.64 - 3.87,3.66 - 3.89,38%,66%,
