Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,Not applicable,Real estate and development,88,57,18,3.35 - 3.81,3.35 - 3.80,65%,32%,
Arts & Humanities,Not applicable,Art history/criticism,54,38,11,3.22 - 3.74,3.13 - 3.58,70%,29%,
Arts & Humanities,Not applicable,Classical studies,12,8,3,3.32 - 3.87,masked,67%,38%,
Arts & Humanities,Not applicable,Dance,21,11,4,3.33 - 3.97,masked,52%,36%,
Arts & Humanities,Not applicable,Drama,181,118,41,3.34 - 3.85,3.24 - 3.75,65%,35%,
Arts & Humanities,Not applicable,History,342,248,33,3.30 - 3.82,3.14 - 3.59,73%,13%,
Arts & Humanities,Not applicable,Linguistics,108,62,4,3.50 - 3.96,masked,57%,6%,
Arts & Humanities,Not applicable,Linguistics - languages studies,105,47,10,3.51 - 3.93,3.21 - 3.52,45%,21%,
Arts & Humanities,Not applicable,Linguistics (specialization in speech and language sciences),28,19,4,3.47 - 3.89,masked,68%,21%,
Arts & Humanities,Not applicable,"Literature, english/american",247,176,23,3.30 - 3.78,3.04 - 3.74,71%,13%,
Arts & Humanities,Not applicable,Literature/writing,199,128,20,3.34 - 3.86,3.41 - 3.80,64%,16%,
Arts & Humanities,Not applicable,Music,53,33,7,3.30 - 3.80,3.26 - 3.65,62%,21%,
Arts & Humanities,Not applicable,Philosophy,240,150,12,3.33 - 3.74,3.11 - 3.60,63%,8%,
Arts & Humanities,Not applicable,Religious studies,14,10,3,3.52 - 3.86,masked,71%,30%,
Arts & Humanities,Not applicable,Speculative design,16,8,3,3.22 - 3.80,masked,50%,38%,
Arts & Humanities,Not applicable,Studio art,170,96,35,3.21 - 3.81,3.17 - 3.67,56%,36%,
Arts & Humanities,Not applicable,Visual arts - media,214,131,38,3.26 - 3.80,3.13 - 3.69,61%,29%,
Business,Not applicable,Management science,497,201,62,3.55 - 3.91,3.33 - 3.80,40%,31%,
