Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Architecture,School Of The arts & architecture,Architectural studies,253,24,10,3.77 - 4.00,3.77 - 3.88,9%,42%,
Arts & Humanities,College Of Letters & science,American literature & culture,30,10,9,3.50 - 3.97,3.46 - 3.98,33%,90%,
Arts & Humanities,College Of Letters & science,Arabic,5,5,3,3.75 - 4.00,masked,100%,60%,
Arts & Humanities,College Of Letters & science,Art history,169,69,40,3.80 - 3.94,3.80 - 3.94,41%,58%,
Arts & Humanities,College Of Letters & science,Asian languages and linguistics,23,9,4,3.77 - 4.00,masked,39%,44%,
Arts & Humanities,College Of Letters & science,Chinese,36,9,4,3.88 - 4.00,masked,25%,44%,
Arts & Humanities,College Of Letters & science,Comparative literature,59,20,13,3.73 - 3.92,3.71 - 3.90,34%,65%,
Arts & Humanities,College Of Letters & science,English,692,222,117,3.75 - 3.96,3.73 - 3.95,32%,53%,
Arts & Humanities,College Of Letters & science,European languages and transcultural studies with french and francophone,9,9,5,3.55 - 3.91,3.49 - 3.82,100%,56%,
Arts & Humanities,College Of Letters & science,Japanese,67,34,21,3.68 - 3.93,3.69 - 3.93,51%,62%,
Arts & Humanities,College Of Letters & science,Korean,19,7,6,3.56 - 3.87,3.51 - 3.80,37%,86%,
Arts & Humanities,College Of Letters & science,Linguistics,102,49,34,3.79 - 3.94,3.78 - 3.93,48%,69%,
Arts & Humanities,College Of Letters & science,Linguistics - english,17,8,5,3.63 - 3.85,3.73 - 3.86,47%,63%,
Arts & Humanities,College Of Letters & science,Linguistics & anthropology,18,8,6,3.68 - 3.96,3.67 - 3.94,44%,75%,
Arts & Humanities,College Of Letters & science,Linguistics & asian languages & cultures,28,9,7,3.74 - 3.91,3.71 - 3.89,32%,78%,
Arts & Humanities,College Of Letters & science,Linguistics & computer science,54,23,12,3.70 - 3.98,3.76 - 4.00,43%,52%,
Arts & Humanities,College Of Letters & science,Linguistics & philosophy,13,4,4,masked,masked,31%,100%,
Arts & Humanities,College Of Letters & science,Linguistics & psychology,109,41,23,3.75 - 3.94,3.72 - 3.93,38%,56%,
Arts & Humanities,College Of Letters & science,Philosophy,364,148,78,3.77 - 4.00,3.75 - 4.00,41%,53%,
Arts & Humanities,College Of Letters & science,Pre-history,496,189,126,3.80 - 4.00,3.76 - 4.00,38%,67%,
Arts & Humanities,College Of Letters & science,Spanish,59,19,14,3.51 - 3.79,3.50 - 3.76,32%,74%,
Arts & Humanities,School Of The arts & architecture,Art,300,25,17,3.56 - 3.91,3.63 - 3.91,8%,68%,
Arts & Humanities,School Of The arts & architecture,Dance,52,7,6,3.64 - 3.86,3.63 - 3.77,13%,86%,
Arts & Humanities,School Of The arts & architecture,Design media arts,362,17,13,3.28 - 3.72,3.32 - 3.67,5%,76%,
Arts & Humanities,School Of The arts & architecture,Ethnomusicology,8,3,3,masked,masked,38%,100%,
Arts & Humanities,School Of The arts & architecture,World arts & culture,53,10,5,3.41 - 3.98,3.40 - 3.70,19%,50%,
Arts & Humanities,"School Of Theater, film and television",Film & television,828,12,10,3.38 - 3.93,3.35 - 3.92,1%,83%,
Arts & Humanities,"School Of Theater, film and television",Theater,312,8,6,3.81 - 3.98,3.76 - 3.99,3%,75%,
Business,College Of Letters & science,Labor studies,33,20,15,3.62 - 3.97,3.61 - 3.98,61%,75%,
Business,College Of Letters & science,Pre-business economics,"2,849",248,150,3.91 - 4.00,3.90 - 4.00,9%,60%,
Computer Science,School Of Engineering & applied sci,Computer science,"1,997",47,29,3.96 - 4.00,3.93 - 4.00,2%,62%,
Education,College Of Letters & science,Pre-education and social transformation,160,42,29,3.74 - 3.94,3.73 - 3.94,26%,69%,
Engineering,School Of Engineering & applied sci,Aerospace engineering,227,26,16,3.78 - 3.93,3.77 - 3.92,11%,62%,
Engineering,School Of Engineering & applied sci,Bioengineering,159,21,8,3.77 - 3.95,3.75 - 3.94,13%,38%,
Engineering,School Of Engineering & applied sci,Chemical engineering,164,38,16,3.80 - 3.98,3.81 - 3.99,23%,42%,
Engineering,School Of Engineering & applied sci,Civil engineering,257,50,17,3.74 - 3.94,3.74 - 3.87,19%,34%,
Engineering,School Of Engineering & applied sci,Computer engineering,207,13,8,3.92 - 4.00,3.93 - 4.00,6%,62%,
Engineering,School Of Engineering & applied sci,Computer science & engineering,341,27,9,4.00 - 4.00,4.00 - 4.00,8%,33%,
Engineering,School Of Engineering & applied sci,Electrical engineering,339,115,67,3.85 - 4.00,3.86 - 4.00,34%,58%,
Engineering,School Of Engineering & applied sci,Mechanical engineering,572,109,56,3.86 - 4.00,3.83 - 3.99,19%,51%,
Life Sciences,College Of Letters & science,Biochemistry,343,101,50,3.78 - 4.00,3.81 - 4.00,29%,50%,
Life Sciences,College Of Letters & science,Biology,"1,362",174,99,3.82 - 4.00,3.78 - 4.00,13%,57%,
Life Sciences,College Of Letters & science,"Ecology, behavior & evolution",63,10,3,3.75 - 3.89,masked,16%,30%,
Life Sciences,College Of Letters & science,Environmental science,144,38,18,3.64 - 3.93,3.60 - 3.94,26%,47%,
Life Sciences,College Of Letters & science,Microbiology - immunology - molecular genetics,202,45,24,3.78 - 3.94,3.77 - 3.93,22%,53%,
Life Sciences,College Of Letters & science,"Molecular, cell, & developmental biology",221,64,31,3.85 - 4.00,3.75 - 3.98,29%,48%,
Life Sciences,College Of Letters & science,Neuroscience,212,43,29,3.76 - 3.95,3.73 - 3.92,20%,67%,
Life Sciences,College Of Letters & science,Physiological science,166,30,20,3.67 - 3.94,3.64 - 3.95,18%,67%,
Life Sciences,College Of Letters & science,Pre-computational & systems biology,25,4,3,masked,masked,16%,75%,
Nursing,School Of Nursing,Nursing - four year program,404,10,10,3.85 - 3.93,3.85 - 3.93,2%,100%,
Other/Interdisciplinary,College Of Letters & science,Applied linguistics,49,16,11,3.71 - 3.91,3.69 - 3.89,33%,69%,
Other/Interdisciplinary,College Of Letters & science,Communication,"1,221",110,85,3.93 - 4.00,3.94 - 4.00,9%,77%,
Other/Interdisciplinary,College Of Letters & science,Pre human biology and society,243,42,30,3.79 - 3.96,3.83 - 3.96,17%,71%,
Other/Interdisciplinary,College Of Letters & science,Pre-cognitive science,269,92,57,3.83 - 4.00,3.78 - 4.00,34%,62%,
Other/Interdisciplinary,College Of Letters & science,Pre-global studies,228,47,32,3.85 - 4.00,3.84 - 4.00,21%,68%,
Physical Sciences/Math,College Of Letters & science,Astrophysics,57,13,6,3.83 - 3.92,3.85 - 3.94,23%,46%,
Physical Sciences/Math,College Of Letters & science,Chemistry,286,66,35,3.84 - 4.00,3.83 - 3.99,23%,53%,
Physical Sciences/Math,College Of Letters & science,Chemistry - material science,23,5,3,3.86 - 3.89,masked,22%,60%,
Physical Sciences/Math,College Of Letters & science,Earth and environmental science,70,8,7,3.64 - 3.90,3.59 - 3.93,11%,88%,
Physical Sciences/Math,College Of Letters & science,Geology,20,6,4,3.78 - 3.95,masked,30%,67%,
Physical Sciences/Math,College Of Letters & science,Physics,188,69,32,3.84 - 3.96,3.85 - 3.94,37%,46%,
Physical Sciences/Math,College Of Letters & science,Pre-applied mathematics,269,99,57,3.86 - 4.00,3.87 - 4.00,37%,58%,
