Broad discipline,College/School ,Major name,Applicants,Admits,Enrolls,Admit GPA range,Enroll GPA range,Admit rate,Yield rate,
Arts & Humanities,Information & Computer Sci,Computer game science,155,39,24,3.56 - 3.76,3.52 - 3.70,25%,62%,
Arts & Humanities,School Of Humanities,Art history,61,35,3,3.37 - 3.78,masked,57%,9%,
Arts & Humanities,School Of Humanities,Comparative literature,73,48,4,3.31 - 3.73,masked,66%,8%,
Arts & Humanities,School Of Humanities,English,513,354,78,3.31 - 3.75,3.12 - 3.65,69%,22%,
Arts & Humanities,School Of Humanities,Film and media studies,410,245,57,3.28 - 3.77,3.01 - 3.59,60%,23%,
Arts & Humanities,School Of Humanities,French,26,19,4,3.26 - 3.71,masked,73%,21%,
Arts & Humanities,School Of Humanities,History,270,185,24,3.23 - 3.73,3.09 - 3.34,69%,13%,
Arts & Humanities,School Of Humanities,Japanese language & literature,79,58,13,3.33 - 3.71,3.20 - 3.64,73%,22%,
Arts & Humanities,School Of Humanities,Philosophy,202,141,20,3.29 - 3.67,3.07 - 3.33,70%,14%,
Arts & Humanities,School Of Humanities,Religious studies,26,12,4,3.07 - 3.59,masked,46%,33%,
Arts & Humanities,School Of Humanities,Spanish,61,34,5,3.12 - 3.64,2.77 - 3.64,56%,15%,
Arts & Humanities,School Of The arts,Art,240,139,36,3.37 - 3.78,3.22 - 3.64,58%,26%,
Arts & Humanities,School Of The arts,Dance,34,7,4,3.28 - 3.92,masked,21%,57%,
Arts & Humanities,School Of The arts,Drama,184,108,38,3.27 - 3.76,3.17 - 3.67,59%,35%,
Arts & Humanities,School Of The arts,Music,50,13,3,3.17 - 3.75,masked,26%,23%,
Business,Information & Computer Sci,Business information management,138,17,10,3.55 - 3.70,3.58 - 3.70,12%,59%,
Business,School Of Administration,Business administration,"2,169",273,50,3.84 - 4.00,3.79 - 3.95,13%,18%,
Business,School Of Social sciences,Business economics,752,437,100,3.51 - 3.84,3.44 - 3.76,58%,23%,
Computer Science,Information & Computer Sci,Computer science,"1,324",436,193,3.54 - 3.84,3.49 - 3.76,33%,44%,
Computer Science,Information & Computer Sci,Informatics,65,17,9,3.49 - 3.77,3.53 - 3.72,26%,53%,
Education,School Of Education,Education sciences,172,93,37,3.29 - 3.73,3.25 - 3.63,54%,40%,
Engineering,Information & Computer Sci,Computer science & engineering,150,58,23,3.49 - 3.84,3.46 - 3.68,39%,40%,
Engineering,Information & Computer Sci,Software engineering,103,35,18,3.55 - 3.73,3.56 - 3.74,34%,51%,
Engineering,School Of Engineering,Aerospace engineering,187,69,22,3.47 - 3.83,3.40 - 3.59,37%,32%,
Engineering,School Of Engineering,Biomedical engineering,204,65,19,3.55 - 3.89,3.56 - 3.76,32%,29%,
Engineering,School Of Engineering,Biomedical engineering: premed,68,18,9,3.58 - 3.88,3.48 - 3.84,26%,50%,
Engineering,School Of Engineering,Chemical engineering,318,145,51,3.53 - 3.85,3.44 - 3.75,46%,35%,
Engineering,School Of Engineering,Computer engineering,255,73,18,3.49 - 3.81,3.35 - 3.67,29%,25%,
Engineering,School Of Engineering,Computer science & engineering,162,56,23,3.50 - 3.85,3.47 - 3.71,35%,41%,
Engineering,School Of Engineering,Engineering - civil,246,60,14,3.46 - 3.78,3.42 - 3.68,24%,23%,
Engineering,School Of Engineering,Engineering - electrical,431,169,42,3.42 - 3.86,3.38 - 3.61,39%,25%,
Engineering,School Of Engineering,Engineering - mechanical,700,285,92,3.45 - 3.77,3.41 - 3.60,41%,32%,
Engineering,School Of Engineering,Environmental engineering,57,17,6,3.49 - 3.70,3.51 - 3.66,30%,35%,
Engineering,School Of Engineering,Materials science engineering,55,15,4,3.40 - 3.79,masked,27%,27%,
Life Sciences,School Of Biological sciences,Biological sciences,"1,416",530,154,3.26 - 3.76,3.19 - 3.67,37%,29%,
Life Sciences,School Of Biological sciences,Ecology & evolutionary biology,64,13,3,3.13 - 3.56,masked,20%,23%,
Life Sciences,School Of Physical sciences,Environmental science,71,23,5,3.31 - 3.71,3.13 - 3.38,32%,22%,
Other/Interdisciplinary,School Of Humanities,Global cultures,47,30,7,3.30 - 3.58,2.96 - 3.42,64%,23%,
Other/Interdisciplinary,School Of Humanities,Literary journalism,75,47,14,3.31 - 3.70,3.14 - 3.60,63%,30%,
Other/Interdisciplinary,School Of Social sciences,International studies,358,264,97,3.25 - 3.68,3.15 - 3.49,74%,37%,
Other/Interdisciplinary,Social Ecology,Social ecology,44,24,15,2.93 - 3.62,2.91 - 3.13,55%,63%,
Pharmacy,School Of Pharmacy,Pharmaceutical science,226,105,34,3.35 - 3.77,3.28 - 3.64,46%,32%,
